"agent","p_model","subject","model","competence_structure","scenario"
"Ya",0.5,516,"Learning",2,3
"Xb",0.999477103616655,516,"Learning",2,3
"Yb",0.00052289638334454,516,"Learning",2,3
"Xa",0.997198118258088,516,"Learning",3,1
"Ya",0.00280188174191198,516,"Learning",3,1
"Xb",0.00052289638334454,516,"Learning",3,1
"Yb",0.999477103616655,516,"Learning",3,1
"Xa",0.881932239355812,516,"Learning",3,2
"Ya",0.118067760644188,516,"Learning",3,2
"Xb",1.28219073731591e-05,516,"Learning",3,2
"Yb",0.999987178092627,516,"Learning",3,2
"Xa",0.881932239355812,516,"Learning",3,3
"Ya",0.118067760644188,516,"Learning",3,3
"Xb",0.00074996248197851,516,"Learning",3,3
"Yb",0.999250037518021,516,"Learning",3,3
"Xa",0.932180280229945,516,"Planning",1,1
"Xb",0.0678197197700552,516,"Planning",1,1
"Ya",0.0678197197700552,516,"Planning",1,1
"Yb",0.932180280229945,516,"Planning",1,1
"Xa",0.932180280229945,516,"Planning",1,2
"Xb",0.0678197197700552,516,"Planning",1,2
"Ya",0.0678197197700552,516,"Planning",1,2
"Yb",0.932180280229945,516,"Planning",1,2
"Xa",0.722300661009636,516,"Planning",1,3
"Xb",0.277699338990364,516,"Planning",1,3
"Ya",0.277699338990364,516,"Planning",1,3
"Yb",0.722300661009636,516,"Planning",1,3
"Xa",0.437819776960725,516,"Planning",2,1
"Xb",0.562180223039275,516,"Planning",2,1
"Ya",0.562180223039275,516,"Planning",2,1
"Yb",0.437819776960725,516,"Planning",2,1
"Xa",0.437819776960725,516,"Planning",2,2
"Xb",0.562180223039275,516,"Planning",2,2
"Ya",0.562180223039275,516,"Planning",2,2
"Yb",0.437819776960725,516,"Planning",2,2
"Xa",0.471645848430458,516,"Planning",2,3
"Xb",0.528354151569542,516,"Planning",2,3
"Ya",0.528354151569542,516,"Planning",2,3
"Yb",0.471645848430458,516,"Planning",2,3
"Xa",0.999569723323416,516,"Planning",3,1
"Xb",0.00043027667658451,516,"Planning",3,1
"Ya",0.00043027667658451,516,"Planning",3,1
"Yb",0.999569723323416,516,"Planning",3,1
"Xa",0.932180280229945,516,"Planning",3,2
"Xb",0.0678197197700552,516,"Planning",3,2
"Ya",0.0678197197700552,516,"Planning",3,2
"Yb",0.932180280229945,516,"Planning",3,2
"Xa",0.932180280229945,516,"Planning",3,3
"Xb",0.0678197197700552,516,"Planning",3,3
"Ya",0.0678197197700552,516,"Planning",3,3
"Yb",0.932180280229945,516,"Planning",3,3
"Xa",0.5,517,"Equality",1,1
"Xb",0.5,517,"Equality",1,1
"Ya",0.5,517,"Equality",1,1
"Yb",0.5,517,"Equality",1,1
"Xa",0.5,517,"Equality",1,2
"Xb",0.5,517,"Equality",1,2
"Ya",0.5,517,"Equality",1,2
"Yb",0.5,517,"Equality",1,2
"Xa",0.5,517,"Equality",1,3
"Xb",0.5,517,"Equality",1,3
"Ya",0.5,517,"Equality",1,3
"Yb",0.5,517,"Equality",1,3
"Xa",0.5,517,"Equality",2,1
"Xb",0.5,517,"Equality",2,1
"Ya",0.5,517,"Equality",2,1
"Yb",0.5,517,"Equality",2,1
"Xa",0.5,517,"Equality",2,2
"Xb",0.5,517,"Equality",2,2
"Ya",0.5,517,"Equality",2,2
"Yb",0.5,517,"Equality",2,2
"Xa",0.5,517,"Equality",2,3
"Xb",0.5,517,"Equality",2,3
"Ya",0.5,517,"Equality",2,3
"Yb",0.5,517,"Equality",2,3
"Xa",0.5,517,"Equality",3,1
"Xb",0.5,517,"Equality",3,1
"Ya",0.5,517,"Equality",3,1
"Yb",0.5,517,"Equality",3,1
"Xa",0.5,517,"Equality",3,2
"Xb",0.5,517,"Equality",3,2
"Ya",0.5,517,"Equality",3,2
"Yb",0.5,517,"Equality",3,2
"Xa",0.5,517,"Equality",3,3
"Xb",0.5,517,"Equality",3,3
"Ya",0.5,517,"Equality",3,3
"Yb",0.5,517,"Equality",3,3
"Xa",3.95408131396078e-10,517,"Equity",1,1
"Ya",0.999999999604592,517,"Equity",1,1
"Xb",1.34951035428052e-13,517,"Equity",1,1
"Yb",0.999999999999865,517,"Equity",1,1
"Xa",1.26312822916325e-16,517,"Equity",1,2
"Ya",1,517,"Equity",1,2
"Xb",4.37123357802683e-20,517,"Equity",1,2
"Yb",1,517,"Equity",1,2
"Xa",1.34951035428051e-13,517,"Equity",1,3
"Ya",0.999999999999865,517,"Equity",1,3
"Xb",7.36690123277401e-19,517,"Equity",1,3
"Yb",1,517,"Equity",1,3
"Xa",0.499999999999999,517,"Equity",2,1
"Ya",0.500000000000001,517,"Equity",2,1
"Xb",3.95408131396078e-10,517,"Equity",2,1
"Yb",0.999999999604592,517,"Equity",2,1
"Xa",0.499999999999999,517,"Equity",2,2
"Ya",0.500000000000001,517,"Equity",2,2
"Xb",1.26312822916325e-16,517,"Equity",2,2
"Yb",1,517,"Equity",2,2
"Xa",0.499999999999999,517,"Equity",2,3
"Ya",0.5,517,"Equity",2,3
"Xb",1.34951035428052e-13,517,"Equity",2,3
"Yb",0.999999999999865,517,"Equity",2,3
"Xa",3.95408131396076e-10,517,"Equity",3,1
"Ya",0.999999999604592,517,"Equity",3,1
"Xb",0.999999999999865,517,"Equity",3,1
"Yb",1.34951035428052e-13,517,"Equity",3,1
"Xa",0.00147839032045731,517,"Equity",3,2
"Ya",0.998521609679543,517,"Equity",3,2
"Xb",1,517,"Equity",3,2
"Yb",4.37123357802684e-20,517,"Equity",3,2
"Xa",0.00147839032045731,517,"Equity",3,3
"Ya",0.998521609679543,517,"Equity",3,3
"Xb",0.99999999999762,517,"Equity",3,3
"Yb",2.37992875752677e-12,517,"Equity",3,3
"Xa",0.5,517,"Exploitation",1,1
"Ya",0.5,517,"Exploitation",1,1
"Xb",0.5,517,"Exploitation",1,1
"Yb",0.5,517,"Exploitation",1,1
"Xa",0.5,517,"Exploitation",1,2
"Ya",0.5,517,"Exploitation",1,2
"Xb",0.5,517,"Exploitation",1,2
"Yb",0.5,517,"Exploitation",1,2
"Xa",0.5,517,"Exploitation",1,3
"Ya",0.5,517,"Exploitation",1,3
"Xb",0.5,517,"Exploitation",1,3
"Yb",0.5,517,"Exploitation",1,3
"Xa",0.5,517,"Exploitation",2,1
"Ya",0.5,517,"Exploitation",2,1
"Xb",0.5,517,"Exploitation",2,1
"Yb",0.5,517,"Exploitation",2,1
"Xa",0.5,517,"Exploitation",2,2
"Ya",0.5,517,"Exploitation",2,2
"Xb",0.5,517,"Exploitation",2,2
"Yb",0.5,517,"Exploitation",2,2
"Xa",0.5,517,"Exploitation",2,3
"Ya",0.5,517,"Exploitation",2,3
"Xb",0.5,517,"Exploitation",2,3
"Yb",0.5,517,"Exploitation",2,3
"Xa",0.5,517,"Exploitation",3,1
"Ya",0.5,517,"Exploitation",3,1
"Xb",0.5,517,"Exploitation",3,1
"Yb",0.5,517,"Exploitation",3,1
"Xa",0.5,517,"Exploitation",3,2
"Ya",0.5,517,"Exploitation",3,2
"Xb",0.5,517,"Exploitation",3,2
"Yb",0.5,517,"Exploitation",3,2
"Xa",0.5,517,"Exploitation",3,3
"Ya",0.5,517,"Exploitation",3,3
"Xb",0.5,517,"Exploitation",3,3
"Yb",0.5,517,"Exploitation",3,3
"Xa",0.5,517,"General",1,1
"Ya",0.5,517,"General",1,1
"Xb",0.5,517,"General",1,1
"Yb",0.5,517,"General",1,1
"Xa",0.5,517,"General",1,2
"Ya",0.5,517,"General",1,2
"Xb",0.5,517,"General",1,2
"Yb",0.5,517,"General",1,2
"Xa",0.5,517,"General",1,3
"Ya",0.5,517,"General",1,3
"Xb",0.5,517,"General",1,3
"Yb",0.5,517,"General",1,3
"Xa",0.5,517,"General",2,1
"Ya",0.5,517,"General",2,1
"Xb",0.5,517,"General",2,1
"Yb",0.5,517,"General",2,1
"Xa",0.5,517,"General",2,2
"Ya",0.5,517,"General",2,2
"Xb",0.5,517,"General",2,2
"Yb",0.5,517,"General",2,2
"Xa",0.5,517,"General",2,3
"Ya",0.5,517,"General",2,3
"Xb",0.5,517,"General",2,3
"Yb",0.5,517,"General",2,3
"Xa",0.5,517,"General",3,1
"Ya",0.5,517,"General",3,1
"Xb",0.5,517,"General",3,1
"Yb",0.5,517,"General",3,1
"Xa",0.5,517,"General",3,2
"Ya",0.5,517,"General",3,2
"Xb",0.5,517,"General",3,2
"Yb",0.5,517,"General",3,2
"Xa",0.5,517,"General",3,3
"Ya",0.5,517,"General",3,3
"Xb",0.5,517,"General",3,3
"Yb",0.5,517,"General",3,3
"Xa",0.997198118258088,517,"Learning",1,1
"Ya",0.00280188174191198,517,"Learning",1,1
"Xb",0.999477103616655,517,"Learning",1,1
"Yb",0.00052289638334454,517,"Learning",1,1
"Xa",0.999929646752586,517,"Learning",1,2
"Ya",7.03532474141465e-05,517,"Learning",1,2
"Xb",0.999987178092627,517,"Learning",1,2
"Yb",1.28219073731591e-05,517,"Learning",1,2
"Xa",0.999477103616655,517,"Learning",1,3
"Ya",0.00052289638334454,517,"Learning",1,3
"Xb",0.999973454880635,517,"Learning",1,3
"Yb",2.65451193647258e-05,517,"Learning",1,3
"Xa",0.5,517,"Learning",2,1
"Ya",0.5,517,"Learning",2,1
"Xb",0.997198118258088,517,"Learning",2,1
"Yb",0.00280188174191198,517,"Learning",2,1
"Xa",0.5,517,"Learning",2,2
"Ya",0.5,517,"Learning",2,2
"Xb",0.999929646752586,517,"Learning",2,2
"Yb",7.03532474141465e-05,517,"Learning",2,2
"Xa",0.5,517,"Learning",2,3
"Ya",0.5,517,"Learning",2,3
"Xb",0.999477103616655,517,"Learning",2,3
"Yb",0.00052289638334454,517,"Learning",2,3
"Xa",0.997198118258088,517,"Learning",3,1
"Ya",0.00280188174191198,517,"Learning",3,1
"Xb",0.00052289638334454,517,"Learning",3,1
"Yb",0.999477103616655,517,"Learning",3,1
"Xa",0.881932239355812,517,"Learning",3,2
"Ya",0.118067760644188,517,"Learning",3,2
"Xb",1.28219073731591e-05,517,"Learning",3,2
"Yb",0.999987178092627,517,"Learning",3,2
"Xa",0.881932239355812,517,"Learning",3,3
"Ya",0.118067760644188,517,"Learning",3,3
"Xb",0.00074996248197851,517,"Learning",3,3
"Yb",0.999250037518021,517,"Learning",3,3
"Xa",0.932180280229945,517,"Planning",1,1
"Xb",0.0678197197700552,517,"Planning",1,1
"Ya",0.0678197197700552,517,"Planning",1,1
"Yb",0.932180280229945,517,"Planning",1,1
"Xa",0.932180280229945,517,"Planning",1,2
"Xb",0.0678197197700552,517,"Planning",1,2
"Ya",0.0678197197700552,517,"Planning",1,2
"Yb",0.932180280229945,517,"Planning",1,2
"Xa",0.722300661009636,517,"Planning",1,3
"Xb",0.277699338990364,517,"Planning",1,3
"Ya",0.277699338990364,517,"Planning",1,3
"Yb",0.722300661009636,517,"Planning",1,3
"Xa",0.437819776960725,517,"Planning",2,1
"Xb",0.562180223039275,517,"Planning",2,1
"Ya",0.562180223039275,517,"Planning",2,1
"Yb",0.437819776960725,517,"Planning",2,1
"Xa",0.437819776960725,517,"Planning",2,2
"Xb",0.562180223039275,517,"Planning",2,2
"Ya",0.562180223039275,517,"Planning",2,2
"Yb",0.437819776960725,517,"Planning",2,2
"Xa",0.471645848430458,517,"Planning",2,3
"Xb",0.528354151569542,517,"Planning",2,3
"Ya",0.528354151569542,517,"Planning",2,3
"Yb",0.471645848430458,517,"Planning",2,3
"Xa",0.999569723323416,517,"Planning",3,1
"Xb",0.00043027667658451,517,"Planning",3,1
"Ya",0.00043027667658451,517,"Planning",3,1
"Yb",0.999569723323416,517,"Planning",3,1
"Xa",0.932180280229945,517,"Planning",3,2
"Xb",0.0678197197700552,517,"Planning",3,2
"Ya",0.0678197197700552,517,"Planning",3,2
"Yb",0.932180280229945,517,"Planning",3,2
"Xa",0.932180280229945,517,"Planning",3,3
"Xb",0.0678197197700552,517,"Planning",3,3
"Ya",0.0678197197700552,517,"Planning",3,3
"Yb",0.932180280229945,517,"Planning",3,3
"Xa",0.5,518,"Equality",1,1
"Xb",0.5,518,"Equality",1,1
"Ya",0.5,518,"Equality",1,1
"Yb",0.5,518,"Equality",1,1
"Xa",0.5,518,"Equality",1,2
"Xb",0.5,518,"Equality",1,2
"Ya",0.5,518,"Equality",1,2
"Yb",0.5,518,"Equality",1,2
"Xa",0.5,518,"Equality",1,3
"Xb",0.5,518,"Equality",1,3
"Ya",0.5,518,"Equality",1,3
"Yb",0.5,518,"Equality",1,3
"Xa",0.5,518,"Equality",2,1
"Xb",0.5,518,"Equality",2,1
"Ya",0.5,518,"Equality",2,1
"Yb",0.5,518,"Equality",2,1
"Xa",0.5,518,"Equality",2,2
"Xb",0.5,518,"Equality",2,2
"Ya",0.5,518,"Equality",2,2
"Yb",0.5,518,"Equality",2,2
"Xa",0.5,518,"Equality",2,3
"Xb",0.5,518,"Equality",2,3
"Ya",0.5,518,"Equality",2,3
"Yb",0.5,518,"Equality",2,3
"Xa",0.5,518,"Equality",3,1
"Xb",0.5,518,"Equality",3,1
"Ya",0.5,518,"Equality",3,1
"Yb",0.5,518,"Equality",3,1
"Xa",0.5,518,"Equality",3,2
"Xb",0.5,518,"Equality",3,2
"Ya",0.5,518,"Equality",3,2
"Yb",0.5,518,"Equality",3,2
"Xa",0.5,518,"Equality",3,3
"Xb",0.5,518,"Equality",3,3
"Ya",0.5,518,"Equality",3,3
"Yb",0.5,518,"Equality",3,3
"Xa",1.10070480570186e-08,518,"Equity",1,1
"Ya",0.999999988992952,518,"Equity",1,1
"Xb",1.70589376648342e-11,518,"Equity",1,1
"Yb",0.999999999982941,518,"Equity",1,1
"Xa",4.32146524119845e-14,518,"Equity",1,2
"Ya",0.999999999999957,518,"Equity",1,2
"Xb",6.75186639969473e-17,518,"Equity",1,2
"Yb",1,518,"Equity",1,2
"Xa",1.70589376648342e-11,518,"Equity",1,3
"Ya",0.999999999982941,518,"Equity",1,3
"Xb",7.23417075052524e-16,518,"Equity",1,3
"Yb",0.999999999999999,518,"Equity",1,3
"Xa",0.5,518,"Equity",2,1
"Ya",0.5,518,"Equity",2,1
"Xb",1.10070480570186e-08,518,"Equity",2,1
"Yb",0.999999988992952,518,"Equity",2,1
"Xa",0.5,518,"Equity",2,2
"Ya",0.5,518,"Equity",2,2
"Xb",4.32146524119846e-14,518,"Equity",2,2
"Yb",0.999999999999957,518,"Equity",2,2
"Xa",0.5,518,"Equity",2,3
"Ya",0.5,518,"Equity",2,3
"Xb",1.70589376648341e-11,518,"Equity",2,3
"Yb",0.999999999982941,518,"Equity",2,3
"Xa",1.10070480570186e-08,518,"Equity",3,1
"Ya",0.999999988992952,518,"Equity",3,1
"Xb",0.999999999982941,518,"Equity",3,1
"Yb",1.70589376648342e-11,518,"Equity",3,1
"Xa",0.00341072677254412,518,"Equity",3,2
"Ya",0.996589273227456,518,"Equity",3,2
"Xb",1,518,"Equity",3,2
"Yb",6.75186639969474e-17,518,"Equity",3,2
"Xa",0.00341072677254412,518,"Equity",3,3
"Ya",0.996589273227456,518,"Equity",3,3
"Xb",0.999999999857604,518,"Equity",3,3
"Yb",1.42396440189007e-10,518,"Equity",3,3
"Xa",0.5,518,"Exploitation",1,1
"Ya",0.5,518,"Exploitation",1,1
"Xb",0.5,518,"Exploitation",1,1
"Yb",0.5,518,"Exploitation",1,1
"Xa",0.5,518,"Exploitation",1,2
"Ya",0.5,518,"Exploitation",1,2
"Xb",0.5,518,"Exploitation",1,2
"Yb",0.5,518,"Exploitation",1,2
"Xa",0.5,518,"Exploitation",1,3
"Ya",0.5,518,"Exploitation",1,3
"Xb",0.5,518,"Exploitation",1,3
"Yb",0.5,518,"Exploitation",1,3
"Xa",0.5,518,"Exploitation",2,1
"Ya",0.5,518,"Exploitation",2,1
"Xb",0.5,518,"Exploitation",2,1
"Yb",0.5,518,"Exploitation",2,1
"Xa",0.5,518,"Exploitation",2,2
"Ya",0.5,518,"Exploitation",2,2
"Xb",0.5,518,"Exploitation",2,2
"Yb",0.5,518,"Exploitation",2,2
"Xa",0.5,518,"Exploitation",2,3
"Ya",0.5,518,"Exploitation",2,3
"Xb",0.5,518,"Exploitation",2,3
"Yb",0.5,518,"Exploitation",2,3
"Xa",0.5,518,"Exploitation",3,1
"Ya",0.5,518,"Exploitation",3,1
"Xb",0.5,518,"Exploitation",3,1
"Yb",0.5,518,"Exploitation",3,1
"Xa",0.5,518,"Exploitation",3,2
"Ya",0.5,518,"Exploitation",3,2
"Xb",0.5,518,"Exploitation",3,2
"Yb",0.5,518,"Exploitation",3,2
"Xa",0.5,518,"Exploitation",3,3
"Ya",0.5,518,"Exploitation",3,3
"Xb",0.5,518,"Exploitation",3,3
"Yb",0.5,518,"Exploitation",3,3
"Xa",0.5,518,"General",1,1
"Ya",0.5,518,"General",1,1
"Xb",0.5,518,"General",1,1
"Yb",0.5,518,"General",1,1
"Xa",0.5,518,"General",1,2
"Ya",0.5,518,"General",1,2
"Xb",0.5,518,"General",1,2
"Yb",0.5,518,"General",1,2
"Xa",0.5,518,"General",1,3
"Ya",0.5,518,"General",1,3
"Xb",0.5,518,"General",1,3
"Yb",0.5,518,"General",1,3
"Xa",0.5,518,"General",2,1
"Ya",0.5,518,"General",2,1
"Xb",0.5,518,"General",2,1
"Yb",0.5,518,"General",2,1
"Xa",0.5,518,"General",2,2
"Ya",0.5,518,"General",2,2
"Xb",0.5,518,"General",2,2
"Yb",0.5,518,"General",2,2
"Xa",0.5,518,"General",2,3
"Ya",0.5,518,"General",2,3
"Xb",0.5,518,"General",2,3
"Yb",0.5,518,"General",2,3
"Xa",0.5,518,"General",3,1
"Ya",0.5,518,"General",3,1
"Xb",0.5,518,"General",3,1
"Yb",0.5,518,"General",3,1
"Xa",0.5,518,"General",3,2
"Ya",0.5,518,"General",3,2
"Xb",0.5,518,"General",3,2
"Yb",0.5,518,"General",3,2
"Xa",0.5,518,"General",3,3
"Ya",0.5,518,"General",3,3
"Xb",0.5,518,"General",3,3
"Yb",0.5,518,"General",3,3
"Xa",0.981303081935639,518,"Learning",1,1
"Ya",0.0186969180643611,518,"Learning",1,1
"Xb",0.993631524588742,518,"Learning",1,1
"Yb",0.00636847541125832,518,"Learning",1,1
"Xa",0.99835390699198,518,"Learning",1,2
"Ya",0.00164609300802048,518,"Learning",1,2
"Xb",0.999457546288754,518,"Learning",1,2
"Yb",0.00054245371124643,518,"Learning",1,2
"Xa",0.993631524588742,518,"Learning",1,3
"Ya",0.00636847541125832,518,"Learning",1,3
"Xb",0.999118015286988,518,"Learning",1,3
"Yb",0.00088198471301257,518,"Learning",1,3
"Xa",0.5,518,"Learning",2,1
"Ya",0.5,518,"Learning",2,1
"Xb",0.981303081935639,518,"Learning",2,1
"Yb",0.0186969180643611,518,"Learning",2,1
"Xa",0.5,518,"Learning",2,2
"Ya",0.5,518,"Learning",2,2
"Xb",0.99835390699198,518,"Learning",2,2
"Yb",0.00164609300802048,518,"Learning",2,2
"Xa",0.5,518,"Learning",2,3
"Ya",0.5,518,"Learning",2,3
"Xb",0.993631524588742,518,"Learning",2,3
"Yb",0.00636847541125832,518,"Learning",2,3
"Xa",0.981303081935639,518,"Learning",3,1
"Ya",0.0186969180643611,518,"Learning",3,1
"Xb",0.00636847541125832,518,"Learning",3,1
"Yb",0.993631524588742,518,"Learning",3,1
"Xa",0.796984709508286,518,"Learning",3,2
"Ya",0.203015290491714,518,"Learning",3,2
"Xb",0.00054245371124643,518,"Learning",3,2
"Yb",0.999457546288754,518,"Learning",3,2
"Xa",0.796984709508286,518,"Learning",3,3
"Ya",0.203015290491714,518,"Learning",3,3
"Xb",0.00791896232548464,518,"Learning",3,3
"Yb",0.992081037674515,518,"Learning",3,3
"Xa",0.932180280229945,518,"Planning",1,1
"Xb",0.0678197197700552,518,"Planning",1,1
"Ya",0.0678197197700552,518,"Planning",1,1
"Yb",0.932180280229945,518,"Planning",1,1
"Xa",0.932180280229945,518,"Planning",1,2
"Xb",0.0678197197700552,518,"Planning",1,2
"Ya",0.0678197197700552,518,"Planning",1,2
"Yb",0.932180280229945,518,"Planning",1,2
"Xa",0.722300661009636,518,"Planning",1,3
"Xb",0.277699338990364,518,"Planning",1,3
"Ya",0.277699338990364,518,"Planning",1,3
"Yb",0.722300661009636,518,"Planning",1,3
"Xa",0.437819776960725,518,"Planning",2,1
"Xb",0.562180223039275,518,"Planning",2,1
"Ya",0.562180223039275,518,"Planning",2,1
"Yb",0.437819776960725,518,"Planning",2,1
"Xa",0.437819776960725,518,"Planning",2,2
"Xb",0.562180223039275,518,"Planning",2,2
"Ya",0.562180223039275,518,"Planning",2,2
"Yb",0.437819776960725,518,"Planning",2,2
"Xa",0.471645848430458,518,"Planning",2,3
"Xb",0.528354151569542,518,"Planning",2,3
"Ya",0.528354151569542,518,"Planning",2,3
"Yb",0.471645848430458,518,"Planning",2,3
"Xa",0.999569723323416,518,"Planning",3,1
"Xb",0.00043027667658451,518,"Planning",3,1
"Ya",0.00043027667658451,518,"Planning",3,1
"Yb",0.999569723323416,518,"Planning",3,1
"Xa",0.932180280229945,518,"Planning",3,2
"Xb",0.0678197197700552,518,"Planning",3,2
"Ya",0.0678197197700552,518,"Planning",3,2
"Yb",0.932180280229945,518,"Planning",3,2
"Xa",0.932180280229945,518,"Planning",3,3
"Xb",0.0678197197700552,518,"Planning",3,3
"Ya",0.0678197197700552,518,"Planning",3,3
"Yb",0.932180280229945,518,"Planning",3,3
"Xa",0.5,519,"Equality",1,1
"Xb",0.5,519,"Equality",1,1
"Ya",0.5,519,"Equality",1,1
"Yb",0.5,519,"Equality",1,1
"Xa",0.5,519,"Equality",1,2
"Xb",0.5,519,"Equality",1,2
"Ya",0.5,519,"Equality",1,2
"Yb",0.5,519,"Equality",1,2
"Xa",0.5,519,"Equality",1,3
"Xb",0.5,519,"Equality",1,3
"Ya",0.5,519,"Equality",1,3
"Yb",0.5,519,"Equality",1,3
"Xa",0.5,519,"Equality",2,1
"Xb",0.5,519,"Equality",2,1
"Ya",0.5,519,"Equality",2,1
"Yb",0.5,519,"Equality",2,1
"Xa",0.5,519,"Equality",2,2
"Xb",0.5,519,"Equality",2,2
"Ya",0.5,519,"Equality",2,2
"Yb",0.5,519,"Equality",2,2
"Xa",0.5,519,"Equality",2,3
"Xb",0.5,519,"Equality",2,3
"Ya",0.5,519,"Equality",2,3
"Yb",0.5,519,"Equality",2,3
"Xa",0.5,519,"Equality",3,1
"Xb",0.5,519,"Equality",3,1
"Ya",0.5,519,"Equality",3,1
"Yb",0.5,519,"Equality",3,1
"Xa",0.5,519,"Equality",3,2
"Xb",0.5,519,"Equality",3,2
"Ya",0.5,519,"Equality",3,2
"Yb",0.5,519,"Equality",3,2
"Xa",0.5,519,"Equality",3,3
"Xb",0.5,519,"Equality",3,3
"Ya",0.5,519,"Equality",3,3
"Yb",0.5,519,"Equality",3,3
"Xa",1.10070480570186e-08,519,"Equity",1,1
"Ya",0.999999988992952,519,"Equity",1,1
"Xb",1.70589376648342e-11,519,"Equity",1,1
"Yb",0.999999999982941,519,"Equity",1,1
"Xa",4.32146524119845e-14,519,"Equity",1,2
"Ya",0.999999999999957,519,"Equity",1,2
"Xb",6.75186639969473e-17,519,"Equity",1,2
"Yb",1,519,"Equity",1,2
"Xa",1.70589376648342e-11,519,"Equity",1,3
"Ya",0.999999999982941,519,"Equity",1,3
"Xb",7.23417075052524e-16,519,"Equity",1,3
"Yb",0.999999999999999,519,"Equity",1,3
"Xa",0.5,519,"Equity",2,1
"Ya",0.5,519,"Equity",2,1
"Xb",1.10070480570186e-08,519,"Equity",2,1
"Yb",0.999999988992952,519,"Equity",2,1
"Xa",0.5,519,"Equity",2,2
"Ya",0.5,519,"Equity",2,2
"Xb",4.32146524119846e-14,519,"Equity",2,2
"Yb",0.999999999999957,519,"Equity",2,2
"Xa",0.5,519,"Equity",2,3
"Ya",0.5,519,"Equity",2,3
"Xb",1.70589376648341e-11,519,"Equity",2,3
"Yb",0.999999999982941,519,"Equity",2,3
"Xa",1.10070480570186e-08,519,"Equity",3,1
"Ya",0.999999988992952,519,"Equity",3,1
"Xb",0.999999999982941,519,"Equity",3,1
"Yb",1.70589376648342e-11,519,"Equity",3,1
"Xa",0.00341072677254412,519,"Equity",3,2
"Ya",0.996589273227456,519,"Equity",3,2
"Xb",1,519,"Equity",3,2
"Yb",6.75186639969474e-17,519,"Equity",3,2
"Xa",0.00341072677254412,519,"Equity",3,3
"Ya",0.996589273227456,519,"Equity",3,3
"Xb",0.999999999857604,519,"Equity",3,3
"Yb",1.42396440189007e-10,519,"Equity",3,3
"Xa",0.5,519,"Exploitation",1,1
"Ya",0.5,519,"Exploitation",1,1
"Xb",0.5,519,"Exploitation",1,1
"Yb",0.5,519,"Exploitation",1,1
"Xa",0.5,519,"Exploitation",1,2
"Ya",0.5,519,"Exploitation",1,2
"Xb",0.5,519,"Exploitation",1,2
"Yb",0.5,519,"Exploitation",1,2
"Xa",0.5,519,"Exploitation",1,3
"Ya",0.5,519,"Exploitation",1,3
"Xb",0.5,519,"Exploitation",1,3
"Yb",0.5,519,"Exploitation",1,3
"Xa",0.5,519,"Exploitation",2,1
"Ya",0.5,519,"Exploitation",2,1
"Xb",0.5,519,"Exploitation",2,1
"Yb",0.5,519,"Exploitation",2,1
"Xa",0.5,519,"Exploitation",2,2
"Ya",0.5,519,"Exploitation",2,2
"Xb",0.5,519,"Exploitation",2,2
"Yb",0.5,519,"Exploitation",2,2
"Xa",0.5,519,"Exploitation",2,3
"Ya",0.5,519,"Exploitation",2,3
"Xb",0.5,519,"Exploitation",2,3
"Yb",0.5,519,"Exploitation",2,3
"Xa",0.5,519,"Exploitation",3,1
"Ya",0.5,519,"Exploitation",3,1
"Xb",0.5,519,"Exploitation",3,1
"Yb",0.5,519,"Exploitation",3,1
"Xa",0.5,519,"Exploitation",3,2
"Ya",0.5,519,"Exploitation",3,2
"Xb",0.5,519,"Exploitation",3,2
"Yb",0.5,519,"Exploitation",3,2
"Xa",0.5,519,"Exploitation",3,3
"Ya",0.5,519,"Exploitation",3,3
"Xb",0.5,519,"Exploitation",3,3
"Yb",0.5,519,"Exploitation",3,3
"Xa",0.5,519,"General",1,1
"Ya",0.5,519,"General",1,1
"Xb",0.5,519,"General",1,1
"Yb",0.5,519,"General",1,1
"Xa",0.5,519,"General",1,2
"Ya",0.5,519,"General",1,2
"Xb",0.5,519,"General",1,2
"Yb",0.5,519,"General",1,2
"Xa",0.5,519,"General",1,3
"Ya",0.5,519,"General",1,3
"Xb",0.5,519,"General",1,3
"Yb",0.5,519,"General",1,3
"Xa",0.5,519,"General",2,1
"Ya",0.5,519,"General",2,1
"Xb",0.5,519,"General",2,1
"Yb",0.5,519,"General",2,1
"Xa",0.5,519,"General",2,2
"Ya",0.5,519,"General",2,2
"Xb",0.5,519,"General",2,2
"Yb",0.5,519,"General",2,2
"Xa",0.5,519,"General",2,3
"Ya",0.5,519,"General",2,3
"Xb",0.5,519,"General",2,3
"Yb",0.5,519,"General",2,3
"Xa",0.5,519,"General",3,1
"Ya",0.5,519,"General",3,1
"Xb",0.5,519,"General",3,1
"Yb",0.5,519,"General",3,1
"Xa",0.5,519,"General",3,2
"Ya",0.5,519,"General",3,2
"Xb",0.5,519,"General",3,2
"Yb",0.5,519,"General",3,2
"Xa",0.5,519,"General",3,3
"Ya",0.5,519,"General",3,3
"Xb",0.5,519,"General",3,3
"Yb",0.5,519,"General",3,3
"Xa",0.997198118258088,519,"Learning",1,1
"Ya",0.00280188174191198,519,"Learning",1,1
"Xb",0.999477103616655,519,"Learning",1,1
"Yb",0.00052289638334454,519,"Learning",1,1
"Xa",0.999929646752586,519,"Learning",1,2
"Ya",7.03532474141465e-05,519,"Learning",1,2
"Xb",0.999987178092627,519,"Learning",1,2
