"agent","p_model","subject","model","competence_structure","scenario"
"Ya",0.5,446,"Learning",2,2
"Xb",0.999929646752586,446,"Learning",2,2
"Yb",7.03532474141465e-05,446,"Learning",2,2
"Xa",0.5,446,"Learning",2,3
"Ya",0.5,446,"Learning",2,3
"Xb",0.999477103616655,446,"Learning",2,3
"Yb",0.00052289638334454,446,"Learning",2,3
"Xa",0.997198118258088,446,"Learning",3,1
"Ya",0.00280188174191198,446,"Learning",3,1
"Xb",0.00052289638334454,446,"Learning",3,1
"Yb",0.999477103616655,446,"Learning",3,1
"Xa",0.881932239355812,446,"Learning",3,2
"Ya",0.118067760644188,446,"Learning",3,2
"Xb",1.28219073731591e-05,446,"Learning",3,2
"Yb",0.999987178092627,446,"Learning",3,2
"Xa",0.881932239355812,446,"Learning",3,3
"Ya",0.118067760644188,446,"Learning",3,3
"Xb",0.00074996248197851,446,"Learning",3,3
"Yb",0.999250037518021,446,"Learning",3,3
"Xa",0.932180280229945,446,"Planning",1,1
"Xb",0.0678197197700552,446,"Planning",1,1
"Ya",0.0678197197700552,446,"Planning",1,1
"Yb",0.932180280229945,446,"Planning",1,1
"Xa",0.932180280229945,446,"Planning",1,2
"Xb",0.0678197197700552,446,"Planning",1,2
"Ya",0.0678197197700552,446,"Planning",1,2
"Yb",0.932180280229945,446,"Planning",1,2
"Xa",0.722300661009636,446,"Planning",1,3
"Xb",0.277699338990364,446,"Planning",1,3
"Ya",0.277699338990364,446,"Planning",1,3
"Yb",0.722300661009636,446,"Planning",1,3
"Xa",0.437819776960725,446,"Planning",2,1
"Xb",0.562180223039275,446,"Planning",2,1
"Ya",0.562180223039275,446,"Planning",2,1
"Yb",0.437819776960725,446,"Planning",2,1
"Xa",0.437819776960725,446,"Planning",2,2
"Xb",0.562180223039275,446,"Planning",2,2
"Ya",0.562180223039275,446,"Planning",2,2
"Yb",0.437819776960725,446,"Planning",2,2
"Xa",0.471645848430458,446,"Planning",2,3
"Xb",0.528354151569542,446,"Planning",2,3
"Ya",0.528354151569542,446,"Planning",2,3
"Yb",0.471645848430458,446,"Planning",2,3
"Xa",0.999569723323416,446,"Planning",3,1
"Xb",0.00043027667658451,446,"Planning",3,1
"Ya",0.00043027667658451,446,"Planning",3,1
"Yb",0.999569723323416,446,"Planning",3,1
"Xa",0.932180280229945,446,"Planning",3,2
"Xb",0.0678197197700552,446,"Planning",3,2
"Ya",0.0678197197700552,446,"Planning",3,2
"Yb",0.932180280229945,446,"Planning",3,2
"Xa",0.932180280229945,446,"Planning",3,3
"Xb",0.0678197197700552,446,"Planning",3,3
"Ya",0.0678197197700552,446,"Planning",3,3
"Yb",0.932180280229945,446,"Planning",3,3
"Xa",0.5,447,"Equality",1,1
"Xb",0.5,447,"Equality",1,1
"Ya",0.5,447,"Equality",1,1
"Yb",0.5,447,"Equality",1,1
"Xa",0.5,447,"Equality",1,2
"Xb",0.5,447,"Equality",1,2
"Ya",0.5,447,"Equality",1,2
"Yb",0.5,447,"Equality",1,2
"Xa",0.5,447,"Equality",1,3
"Xb",0.5,447,"Equality",1,3
"Ya",0.5,447,"Equality",1,3
"Yb",0.5,447,"Equality",1,3
"Xa",0.5,447,"Equality",2,1
"Xb",0.5,447,"Equality",2,1
"Ya",0.5,447,"Equality",2,1
"Yb",0.5,447,"Equality",2,1
"Xa",0.5,447,"Equality",2,2
"Xb",0.5,447,"Equality",2,2
"Ya",0.5,447,"Equality",2,2
"Yb",0.5,447,"Equality",2,2
"Xa",0.5,447,"Equality",2,3
"Xb",0.5,447,"Equality",2,3
"Ya",0.5,447,"Equality",2,3
"Yb",0.5,447,"Equality",2,3
"Xa",0.5,447,"Equality",3,1
"Xb",0.5,447,"Equality",3,1
"Ya",0.5,447,"Equality",3,1
"Yb",0.5,447,"Equality",3,1
"Xa",0.5,447,"Equality",3,2
"Xb",0.5,447,"Equality",3,2
"Ya",0.5,447,"Equality",3,2
"Yb",0.5,447,"Equality",3,2
"Xa",0.5,447,"Equality",3,3
"Xb",0.5,447,"Equality",3,3
"Ya",0.5,447,"Equality",3,3
"Yb",0.5,447,"Equality",3,3
"Xa",0.5,447,"Equity",1,1
"Ya",0.5,447,"Equity",1,1
"Xb",0.5,447,"Equity",1,1
"Yb",0.5,447,"Equity",1,1
"Xa",0.5,447,"Equity",1,2
"Ya",0.5,447,"Equity",1,2
"Xb",0.5,447,"Equity",1,2
"Yb",0.5,447,"Equity",1,2
"Xa",0.5,447,"Equity",1,3
"Ya",0.5,447,"Equity",1,3
"Xb",0.5,447,"Equity",1,3
"Yb",0.5,447,"Equity",1,3
"Xa",0.5,447,"Equity",2,1
"Ya",0.5,447,"Equity",2,1
"Xb",0.5,447,"Equity",2,1
"Yb",0.5,447,"Equity",2,1
"Xa",0.5,447,"Equity",2,2
"Ya",0.5,447,"Equity",2,2
"Xb",0.5,447,"Equity",2,2
"Yb",0.5,447,"Equity",2,2
"Xa",0.5,447,"Equity",2,3
"Ya",0.5,447,"Equity",2,3
"Xb",0.5,447,"Equity",2,3
"Yb",0.5,447,"Equity",2,3
"Xa",0.5,447,"Equity",3,1
"Ya",0.5,447,"Equity",3,1
"Xb",0.5,447,"Equity",3,1
"Yb",0.5,447,"Equity",3,1
"Xa",0.5,447,"Equity",3,2
"Ya",0.5,447,"Equity",3,2
"Xb",0.5,447,"Equity",3,2
"Yb",0.5,447,"Equity",3,2
"Xa",0.5,447,"Equity",3,3
"Ya",0.5,447,"Equity",3,3
"Xb",0.5,447,"Equity",3,3
"Yb",0.5,447,"Equity",3,3
"Xa",0.5,447,"Exploitation",1,1
"Ya",0.5,447,"Exploitation",1,1
"Xb",0.5,447,"Exploitation",1,1
"Yb",0.5,447,"Exploitation",1,1
"Xa",0.5,447,"Exploitation",1,2
"Ya",0.5,447,"Exploitation",1,2
"Xb",0.5,447,"Exploitation",1,2
"Yb",0.5,447,"Exploitation",1,2
"Xa",0.5,447,"Exploitation",1,3
"Ya",0.5,447,"Exploitation",1,3
"Xb",0.5,447,"Exploitation",1,3
"Yb",0.5,447,"Exploitation",1,3
"Xa",0.5,447,"Exploitation",2,1
"Ya",0.5,447,"Exploitation",2,1
"Xb",0.5,447,"Exploitation",2,1
"Yb",0.5,447,"Exploitation",2,1
"Xa",0.5,447,"Exploitation",2,2
"Ya",0.5,447,"Exploitation",2,2
"Xb",0.5,447,"Exploitation",2,2
"Yb",0.5,447,"Exploitation",2,2
"Xa",0.5,447,"Exploitation",2,3
"Ya",0.5,447,"Exploitation",2,3
"Xb",0.5,447,"Exploitation",2,3
"Yb",0.5,447,"Exploitation",2,3
"Xa",0.5,447,"Exploitation",3,1
"Ya",0.5,447,"Exploitation",3,1
"Xb",0.5,447,"Exploitation",3,1
"Yb",0.5,447,"Exploitation",3,1
"Xa",0.5,447,"Exploitation",3,2
"Ya",0.5,447,"Exploitation",3,2
"Xb",0.5,447,"Exploitation",3,2
"Yb",0.5,447,"Exploitation",3,2
"Xa",0.5,447,"Exploitation",3,3
"Ya",0.5,447,"Exploitation",3,3
"Xb",0.5,447,"Exploitation",3,3
"Yb",0.5,447,"Exploitation",3,3
"Xa",0.5,447,"General",1,1
"Ya",0.5,447,"General",1,1
"Xb",0.5,447,"General",1,1
"Yb",0.5,447,"General",1,1
"Xa",0.5,447,"General",1,2
"Ya",0.5,447,"General",1,2
"Xb",0.5,447,"General",1,2
"Yb",0.5,447,"General",1,2
"Xa",0.5,447,"General",1,3
"Ya",0.5,447,"General",1,3
"Xb",0.5,447,"General",1,3
"Yb",0.5,447,"General",1,3
"Xa",0.5,447,"General",2,1
"Ya",0.5,447,"General",2,1
"Xb",0.5,447,"General",2,1
"Yb",0.5,447,"General",2,1
"Xa",0.5,447,"General",2,2
"Ya",0.5,447,"General",2,2
"Xb",0.5,447,"General",2,2
"Yb",0.5,447,"General",2,2
"Xa",0.5,447,"General",2,3
"Ya",0.5,447,"General",2,3
"Xb",0.5,447,"General",2,3
"Yb",0.5,447,"General",2,3
"Xa",0.5,447,"General",3,1
"Ya",0.5,447,"General",3,1
"Xb",0.5,447,"General",3,1
"Yb",0.5,447,"General",3,1
"Xa",0.5,447,"General",3,2
"Ya",0.5,447,"General",3,2
"Xb",0.5,447,"General",3,2
"Yb",0.5,447,"General",3,2
"Xa",0.5,447,"General",3,3
"Ya",0.5,447,"General",3,3
"Xb",0.5,447,"General",3,3
"Yb",0.5,447,"General",3,3
"Xa",0.5,447,"Learning",1,1
"Ya",0.5,447,"Learning",1,1
"Xb",0.5,447,"Learning",1,1
"Yb",0.5,447,"Learning",1,1
"Xa",0.5,447,"Learning",1,2
"Ya",0.5,447,"Learning",1,2
"Xb",0.5,447,"Learning",1,2
"Yb",0.5,447,"Learning",1,2
"Xa",0.5,447,"Learning",1,3
"Ya",0.5,447,"Learning",1,3
"Xb",0.5,447,"Learning",1,3
"Yb",0.5,447,"Learning",1,3
"Xa",0.5,447,"Learning",2,1
"Ya",0.5,447,"Learning",2,1
"Xb",0.5,447,"Learning",2,1
"Yb",0.5,447,"Learning",2,1
"Xa",0.5,447,"Learning",2,2
"Ya",0.5,447,"Learning",2,2
"Xb",0.5,447,"Learning",2,2
"Yb",0.5,447,"Learning",2,2
"Xa",0.5,447,"Learning",2,3
"Ya",0.5,447,"Learning",2,3
"Xb",0.5,447,"Learning",2,3
"Yb",0.5,447,"Learning",2,3
"Xa",0.5,447,"Learning",3,1
"Ya",0.5,447,"Learning",3,1
"Xb",0.5,447,"Learning",3,1
"Yb",0.5,447,"Learning",3,1
"Xa",0.5,447,"Learning",3,2
"Ya",0.5,447,"Learning",3,2
"Xb",0.5,447,"Learning",3,2
"Yb",0.5,447,"Learning",3,2
"Xa",0.5,447,"Learning",3,3
"Ya",0.5,447,"Learning",3,3
"Xb",0.5,447,"Learning",3,3
"Yb",0.5,447,"Learning",3,3
"Xa",0.932180280229945,447,"Planning",1,1
"Xb",0.0678197197700552,447,"Planning",1,1
"Ya",0.0678197197700552,447,"Planning",1,1
"Yb",0.932180280229945,447,"Planning",1,1
"Xa",0.932180280229945,447,"Planning",1,2
"Xb",0.0678197197700552,447,"Planning",1,2
"Ya",0.0678197197700552,447,"Planning",1,2
"Yb",0.932180280229945,447,"Planning",1,2
"Xa",0.722300661009636,447,"Planning",1,3
"Xb",0.277699338990364,447,"Planning",1,3
"Ya",0.277699338990364,447,"Planning",1,3
"Yb",0.722300661009636,447,"Planning",1,3
"Xa",0.437819776960725,447,"Planning",2,1
"Xb",0.562180223039275,447,"Planning",2,1
"Ya",0.562180223039275,447,"Planning",2,1
"Yb",0.437819776960725,447,"Planning",2,1
"Xa",0.437819776960725,447,"Planning",2,2
"Xb",0.562180223039275,447,"Planning",2,2
"Ya",0.562180223039275,447,"Planning",2,2
"Yb",0.437819776960725,447,"Planning",2,2
"Xa",0.471645848430458,447,"Planning",2,3
"Xb",0.528354151569542,447,"Planning",2,3
"Ya",0.528354151569542,447,"Planning",2,3
"Yb",0.471645848430458,447,"Planning",2,3
"Xa",0.999569723323416,447,"Planning",3,1
"Xb",0.00043027667658451,447,"Planning",3,1
"Ya",0.00043027667658451,447,"Planning",3,1
"Yb",0.999569723323416,447,"Planning",3,1
"Xa",0.932180280229945,447,"Planning",3,2
"Xb",0.0678197197700552,447,"Planning",3,2
"Ya",0.0678197197700552,447,"Planning",3,2
"Yb",0.932180280229945,447,"Planning",3,2
"Xa",0.932180280229945,447,"Planning",3,3
"Xb",0.0678197197700552,447,"Planning",3,3
"Ya",0.0678197197700552,447,"Planning",3,3
"Yb",0.932180280229945,447,"Planning",3,3
"Xa",0.5,448,"Equality",1,1
"Xb",0.5,448,"Equality",1,1
"Ya",0.5,448,"Equality",1,1
"Yb",0.5,448,"Equality",1,1
"Xa",0.5,448,"Equality",1,2
"Xb",0.5,448,"Equality",1,2
"Ya",0.5,448,"Equality",1,2
"Yb",0.5,448,"Equality",1,2
"Xa",0.5,448,"Equality",1,3
"Xb",0.5,448,"Equality",1,3
"Ya",0.5,448,"Equality",1,3
"Yb",0.5,448,"Equality",1,3
"Xa",0.5,448,"Equality",2,1
"Xb",0.5,448,"Equality",2,1
"Ya",0.5,448,"Equality",2,1
"Yb",0.5,448,"Equality",2,1
"Xa",0.5,448,"Equality",2,2
"Xb",0.5,448,"Equality",2,2
"Ya",0.5,448,"Equality",2,2
"Yb",0.5,448,"Equality",2,2
"Xa",0.5,448,"Equality",2,3
"Xb",0.5,448,"Equality",2,3
"Ya",0.5,448,"Equality",2,3
"Yb",0.5,448,"Equality",2,3
"Xa",0.5,448,"Equality",3,1
"Xb",0.5,448,"Equality",3,1
"Ya",0.5,448,"Equality",3,1
"Yb",0.5,448,"Equality",3,1
"Xa",0.5,448,"Equality",3,2
"Xb",0.5,448,"Equality",3,2
"Ya",0.5,448,"Equality",3,2
"Yb",0.5,448,"Equality",3,2
"Xa",0.5,448,"Equality",3,3
"Xb",0.5,448,"Equality",3,3
"Ya",0.5,448,"Equality",3,3
"Yb",0.5,448,"Equality",3,3
"Xa",0.00043027667658451,448,"Equity",1,1
"Ya",0.999569723323415,448,"Equity",1,1
"Xb",4.31992942625702e-05,448,"Equity",1,1
"Yb",0.999956800705737,448,"Equity",1,1
"Xa",3.10402153295365e-06,448,"Equity",1,2
"Ya",0.999996895978467,448,"Equity",1,2
"Xb",3.05673259382445e-07,448,"Equity",1,2
"Yb",0.999999694326741,448,"Equity",1,2
"Xa",4.31992942625701e-05,448,"Equity",1,3
"Ya",0.999956800705737,448,"Equity",1,3
"Xb",8.04388355802599e-07,448,"Equity",1,3
"Yb",0.999999195611644,448,"Equity",1,3
"Xa",0.499999999999999,448,"Equity",2,1
"Ya",0.500000000000001,448,"Equity",2,1
"Xb",0.00043027667658451,448,"Equity",2,1
"Yb",0.999569723323415,448,"Equity",2,1
"Xa",0.499999999999999,448,"Equity",2,2
"Ya",0.500000000000001,448,"Equity",2,2
"Xb",3.10402153295365e-06,448,"Equity",2,2
"Yb",0.999996895978467,448,"Equity",2,2
"Xa",0.5,448,"Equity",2,3
"Ya",0.5,448,"Equity",2,3
"Xb",4.31992942625702e-05,448,"Equity",2,3
"Yb",0.999956800705737,448,"Equity",2,3
"Xa",0.00043027667658451,448,"Equity",3,1
"Ya",0.999569723323415,448,"Equity",3,1
"Xb",0.999956800705737,448,"Equity",3,1
"Yb",4.31992942625702e-05,448,"Equity",3,1
"Xa",0.0678197197700551,448,"Equity",3,2
"Ya",0.932180280229945,448,"Equity",3,2
"Xb",0.999999694326741,448,"Equity",3,2
"Yb",3.05673259382445e-07,448,"Equity",3,2
"Xa",0.0678197197700553,448,"Equity",3,3
"Ya",0.932180280229945,448,"Equity",3,3
"Xb",0.999926856928977,448,"Equity",3,3
"Yb",7.31430710230338e-05,448,"Equity",3,3
"Xa",0.5,448,"Exploitation",1,1
"Ya",0.5,448,"Exploitation",1,1
"Xb",0.5,448,"Exploitation",1,1
"Yb",0.5,448,"Exploitation",1,1
"Xa",0.5,448,"Exploitation",1,2
"Ya",0.5,448,"Exploitation",1,2
"Xb",0.5,448,"Exploitation",1,2
"Yb",0.5,448,"Exploitation",1,2
"Xa",0.5,448,"Exploitation",1,3
"Ya",0.5,448,"Exploitation",1,3
"Xb",0.5,448,"Exploitation",1,3
"Yb",0.5,448,"Exploitation",1,3
"Xa",0.5,448,"Exploitation",2,1
"Ya",0.5,448,"Exploitation",2,1
"Xb",0.5,448,"Exploitation",2,1
"Yb",0.5,448,"Exploitation",2,1
"Xa",0.5,448,"Exploitation",2,2
"Ya",0.5,448,"Exploitation",2,2
"Xb",0.5,448,"Exploitation",2,2
"Yb",0.5,448,"Exploitation",2,2
"Xa",0.5,448,"Exploitation",2,3
"Ya",0.5,448,"Exploitation",2,3
"Xb",0.5,448,"Exploitation",2,3
"Yb",0.5,448,"Exploitation",2,3
"Xa",0.5,448,"Exploitation",3,1
"Ya",0.5,448,"Exploitation",3,1
"Xb",0.5,448,"Exploitation",3,1
"Yb",0.5,448,"Exploitation",3,1
"Xa",0.5,448,"Exploitation",3,2
"Ya",0.5,448,"Exploitation",3,2
"Xb",0.5,448,"Exploitation",3,2
"Yb",0.5,448,"Exploitation",3,2
"Xa",0.5,448,"Exploitation",3,3
"Ya",0.5,448,"Exploitation",3,3
"Xb",0.5,448,"Exploitation",3,3
"Yb",0.5,448,"Exploitation",3,3
"Xa",0.5,448,"General",1,1
"Ya",0.5,448,"General",1,1
"Xb",0.5,448,"General",1,1
"Yb",0.5,448,"General",1,1
"Xa",0.5,448,"General",1,2
"Ya",0.5,448,"General",1,2
"Xb",0.5,448,"General",1,2
"Yb",0.5,448,"General",1,2
"Xa",0.5,448,"General",1,3
"Ya",0.5,448,"General",1,3
"Xb",0.5,448,"General",1,3
"Yb",0.5,448,"General",1,3
"Xa",0.5,448,"General",2,1
"Ya",0.5,448,"General",2,1
"Xb",0.5,448,"General",2,1
"Yb",0.5,448,"General",2,1
"Xa",0.5,448,"General",2,2
"Ya",0.5,448,"General",2,2
"Xb",0.5,448,"General",2,2
"Yb",0.5,448,"General",2,2
"Xa",0.5,448,"General",2,3
"Ya",0.5,448,"General",2,3
"Xb",0.5,448,"General",2,3
"Yb",0.5,448,"General",2,3
"Xa",0.5,448,"General",3,1
"Ya",0.5,448,"General",3,1
"Xb",0.5,448,"General",3,1
"Yb",0.5,448,"General",3,1
"Xa",0.5,448,"General",3,2
"Ya",0.5,448,"General",3,2
"Xb",0.5,448,"General",3,2
"Yb",0.5,448,"General",3,2
"Xa",0.5,448,"General",3,3
"Ya",0.5,448,"General",3,3
"Xb",0.5,448,"General",3,3
"Yb",0.5,448,"General",3,3
"Xa",0.5,448,"Learning",1,1
"Ya",0.5,448,"Learning",1,1
"Xb",0.5,448,"Learning",1,1
"Yb",0.5,448,"Learning",1,1
"Xa",0.5,448,"Learning",1,2
"Ya",0.5,448,"Learning",1,2
"Xb",0.5,448,"Learning",1,2
"Yb",0.5,448,"Learning",1,2
"Xa",0.5,448,"Learning",1,3
"Ya",0.5,448,"Learning",1,3
"Xb",0.5,448,"Learning",1,3
"Yb",0.5,448,"Learning",1,3
"Xa",0.5,448,"Learning",2,1
"Ya",0.5,448,"Learning",2,1
"Xb",0.5,448,"Learning",2,1
"Yb",0.5,448,"Learning",2,1
"Xa",0.5,448,"Learning",2,2
"Ya",0.5,448,"Learning",2,2
"Xb",0.5,448,"Learning",2,2
"Yb",0.5,448,"Learning",2,2
"Xa",0.5,448,"Learning",2,3
"Ya",0.5,448,"Learning",2,3
"Xb",0.5,448,"Learning",2,3
"Yb",0.5,448,"Learning",2,3
"Xa",0.5,448,"Learning",3,1
"Ya",0.5,448,"Learning",3,1
"Xb",0.5,448,"Learning",3,1
"Yb",0.5,448,"Learning",3,1
"Xa",0.5,448,"Learning",3,2
"Ya",0.5,448,"Learning",3,2
"Xb",0.5,448,"Learning",3,2
"Yb",0.5,448,"Learning",3,2
"Xa",0.5,448,"Learning",3,3
"Ya",0.5,448,"Learning",3,3
"Xb",0.5,448,"Learning",3,3
"Yb",0.5,448,"Learning",3,3
"Xa",0.932180280229945,448,"Planning",1,1
"Xb",0.0678197197700552,448,"Planning",1,1
"Ya",0.0678197197700552,448,"Planning",1,1
"Yb",0.932180280229945,448,"Planning",1,1
"Xa",0.932180280229945,448,"Planning",1,2
"Xb",0.0678197197700552,448,"Planning",1,2
"Ya",0.0678197197700552,448,"Planning",1,2
"Yb",0.932180280229945,448,"Planning",1,2
"Xa",0.722300661009636,448,"Planning",1,3
"Xb",0.277699338990364,448,"Planning",1,3
"Ya",0.277699338990364,448,"Planning",1,3
"Yb",0.722300661009636,448,"Planning",1,3
"Xa",0.437819776960725,448,"Planning",2,1
"Xb",0.562180223039275,448,"Planning",2,1
"Ya",0.562180223039275,448,"Planning",2,1
"Yb",0.437819776960725,448,"Planning",2,1
"Xa",0.437819776960725,448,"Planning",2,2
"Xb",0.562180223039275,448,"Planning",2,2
"Ya",0.562180223039275,448,"Planning",2,2
"Yb",0.437819776960725,448,"Planning",2,2
"Xa",0.471645848430458,448,"Planning",2,3
"Xb",0.528354151569542,448,"Planning",2,3
"Ya",0.528354151569542,448,"Planning",2,3
"Yb",0.471645848430458,448,"Planning",2,3
"Xa",0.999569723323416,448,"Planning",3,1
"Xb",0.00043027667658451,448,"Planning",3,1
"Ya",0.00043027667658451,448,"Planning",3,1
"Yb",0.999569723323416,448,"Planning",3,1
"Xa",0.932180280229945,448,"Planning",3,2
"Xb",0.0678197197700552,448,"Planning",3,2
"Ya",0.0678197197700552,448,"Planning",3,2
"Yb",0.932180280229945,448,"Planning",3,2
"Xa",0.932180280229945,448,"Planning",3,3
"Xb",0.0678197197700552,448,"Planning",3,3
"Ya",0.0678197197700552,448,"Planning",3,3
"Yb",0.932180280229945,448,"Planning",3,3
"Xa",0.5,449,"Equality",1,1
"Xb",0.5,449,"Equality",1,1
"Ya",0.5,449,"Equality",1,1
"Yb",0.5,449,"Equality",1,1
"Xa",0.5,449,"Equality",1,2
"Xb",0.5,449,"Equality",1,2
"Ya",0.5,449,"Equality",1,2
"Yb",0.5,449,"Equality",1,2
"Xa",0.5,449,"Equality",1,3
"Xb",0.5,449,"Equality",1,3
"Ya",0.5,449,"Equality",1,3
"Yb",0.5,449,"Equality",1,3
"Xa",0.5,449,"Equality",2,1
"Xb",0.5,449,"Equality",2,1
"Ya",0.5,449,"Equality",2,1
"Yb",0.5,449,"Equality",2,1
"Xa",0.5,449,"Equality",2,2
"Xb",0.5,449,"Equality",2,2
"Ya",0.5,449,"Equality",2,2
"Yb",0.5,449,"Equality",2,2
"Xa",0.5,449,"Equality",2,3
"Xb",0.5,449,"Equality",2,3
"Ya",0.5,449,"Equality",2,3
"Yb",0.5,449,"Equality",2,3
"Xa",0.5,449,"Equality",3,1
"Xb",0.5,449,"Equality",3,1
"Ya",0.5,449,"Equality",3,1
"Yb",0.5,449,"Equality",3,1
"Xa",0.5,449,"Equality",3,2
"Xb",0.5,449,"Equality",3,2
"Ya",0.5,449,"Equality",3,2
"Yb",0.5,449,"Equality",3,2
"Xa",0.5,449,"Equality",3,3
"Xb",0.5,449,"Equality",3,3
"Ya",0.5,449,"Equality",3,3
"Yb",0.5,449,"Equality",3,3
"Xa",0.5,449,"Equity",1,1
"Ya",0.5,449,"Equity",1,1
"Xb",0.5,449,"Equity",1,1
"Yb",0.5,449,"Equity",1,1
"Xa",0.5,449,"Equity",1,2
"Ya",0.5,449,"Equity",1,2
"Xb",0.5,449,"Equity",1,2
"Yb",0.5,449,"Equity",1,2
"Xa",0.5,449,"Equity",1,3
"Ya",0.5,449,"Equity",1,3
"Xb",0.5,449,"Equity",1,3
"Yb",0.5,449,"Equity",1,3
"Xa",0.5,449,"Equity",2,1
"Ya",0.5,449,"Equity",2,1
"Xb",0.5,449,"Equity",2,1
"Yb",0.5,449,"Equity",2,1
"Xa",0.5,449,"Equity",2,2
"Ya",0.5,449,"Equity",2,2
"Xb",0.5,449,"Equity",2,2
"Yb",0.5,449,"Equity",2,2
"Xa",0.5,449,"Equity",2,3
"Ya",0.5,449,"Equity",2,3
"Xb",0.5,449,"Equity",2,3
"Yb",0.5,449,"Equity",2,3
"Xa",0.5,449,"Equity",3,1
"Ya",0.5,449,"Equity",3,1
"Xb",0.5,449,"Equity",3,1
"Yb",0.5,449,"Equity",3,1
"Xa",0.5,449,"Equity",3,2
"Ya",0.5,449,"Equity",3,2
"Xb",0.5,449,"Equity",3,2
"Yb",0.5,449,"Equity",3,2
"Xa",0.5,449,"Equity",3,3
"Ya",0.5,449,"Equity",3,3
"Xb",0.5,449,"Equity",3,3
"Yb",0.5,449,"Equity",3,3
"Xa",0.999999988992952,449,"Exploitation",1,1
"Ya",1.10070480570186e-08,449,"Exploitation",1,1
"Xb",0.999999999982941,449,"Exploitation",1,1
"Yb",1.70589376648342e-11,449,"Exploitation",1,1
"Xa",0.999999999999957,449,"Exploitation",1,2
"Ya",4.32146524119846e-14,449,"Exploitation",1,2
"Xb",1,449,"Exploitation",1,2
"Yb",6.75186639969474e-17,449,"Exploitation",1,2
"Xa",0.999999999982941,449,"Exploitation",1,3
"Ya",1.70589376648341e-11,449,"Exploitation",1,3
"Xb",0.999999999999999,449,"Exploitation",1,3
"Yb",7.23417075052524e-16,449,"Exploitation",1,3
"Xa",0.5,449,"Exploitation",2,1
"Ya",0.5,449,"Exploitation",2,1
"Xb",0.999999988992952,449,"Exploitation",2,1
"Yb",1.10070480570186e-08,449,"Exploitation",2,1
"Xa",0.5,449,"Exploitation",2,2
"Ya",0.5,449,"Exploitation",2,2
"Xb",0.999999999999957,449,"Exploitation",2,2
"Yb",4.32146524119846e-14,449,"Exploitation",2,2
"Xa",0.5,449,"Exploitation",2,3
"Ya",0.5,449,"Exploitation",2,3
"Xb",0.999999999982941,449,"Exploitation",2,3
"Yb",1.70589376648341e-11,449,"Exploitation",2,3
"Xa",0.999999988992952,449,"Exploitation",3,1
"Ya",1.10070480570186e-08,449,"Exploitation",3,1
"Xb",1.70589376648342e-11,449,"Exploitation",3,1
"Yb",0.999999999982941,449,"Exploitation",3,1
"Xa",0.996589273227456,449,"Exploitation",3,2
"Ya",0.00341072677254411,449,"Exploitation",3,2
"Xb",6.75186639969474e-17,449,"Exploitation",3,2
"Yb",1,449,"Exploitation",3,2
"Xa",0.996589273227456,449,"Exploitation",3,3
"Ya",0.00341072677254411,449,"Exploitation",3,3
"Xb",1.42396440189007e-10,449,"Exploitation",3,3
"Yb",0.999999999857604,449,"Exploitation",3,3
"Xa",0.727797959287463,449,"General",1,1
"Ya",0.272202040712537,449,"General",1,1
"Xb",0.272202040712537,449,"General",1,1
"Yb",0.727797959287463,449,"General",1,1
"Xa",0.736776352623641,449,"General",1,2
"Ya",0.263223647376359,449,"General",1,2
"Xb",0.263223647376359,449,"General",1,2
"Yb",0.736776352623641,449,"General",1,2
"Xa",0.874162546449515,449,"General",1,3
"Ya",0.125837453550485,449,"General",1,3
"Xb",0.125837453550485,449,"General",1,3
"Yb",0.874162546449515,449,"General",1,3
"Xa",0.979866506885716,449,"General",2,1
"Ya",0.0201334931142839,449,"General",2,1
"Xb",0.0201334931142839,449,"General",2,1
"Yb",0.979866506885716,449,"General",2,1
"Xa",0.998220748318415,449,"General",2,2
"Ya",0.00177925168158514,449,"General",2,2
"Xb",0.00177925168158514,449,"General",2,2
"Yb",0.998220748318415,449,"General",2,2
"Xa",0.993538122371396,449,"General",2,3
"Ya",0.00646187762860407,449,"General",2,3
"Xb",0.00646187762860407,449,"General",2,3
"Yb",0.993538122371396,449,"General",2,3
"Xa",0.00012260032691241,449,"General",3,1
"Ya",0.999877399673088,449,"General",3,1
"Xb",0.999877399673088,449,"General",3,1
"Yb",0.00012260032691241,449,"General",3,1
"Xa",0.00014139983456331,449,"General",3,2
"Ya",0.999858600165437,449,"General",3,2
"Xb",0.999858600165437,449,"General",3,2
"Yb",0.00014139983456331,449,"General",3,2
"Xa",0.00206003126835797,449,"General",3,3
"Ya",0.997939968731642,449,"General",3,3
"Xb",0.997939968731642,449,"General",3,3
"Yb",0.00206003126835797,449,"General",3,3
"Xa",0.999931594465884,449,"Learning",1,1
"Ya",6.84055341156978e-05,449,"Learning",1,1
"Xb",0.999996392608458,449,"Learning",1,1
"Yb",3.60739154243208e-06,449,"Learning",1,1
"Xa",0.999999858465274,449,"Learning",1,2
"Ya",1.41534725731869e-07,449,"Learning",1,2
"Xb",0.99999999264723,449,"Learning",1,2
"Yb",7.35277022557612e-09,449,"Learning",1,2
"Xa",0.999996392608458,449,"Learning",1,3
"Ya",3.60739154243208e-06,449,"Learning",1,3
"Xb",0.999999975443492,449,"Learning",1,3
"Yb",2.45565083435171e-08,449,"Learning",1,3
"Xa",0.5,449,"Learning",2,1
