"agent","p_model","subject","model","competence_structure","scenario"
"Ya",0.999994745046653,15,"General",3,3
"Xb",0.999994745046653,15,"General",3,3
"Yb",5.25495334748613e-06,15,"General",3,3
"Xa",0.999988747119757,15,"Learning",1,1
"Ya",1.12528802427873e-05,15,"Learning",1,1
"Xb",0.999999695534341,15,"Learning",1,1
"Yb",3.04465659336474e-07,15,"Learning",1,1
"Xa",0.99999999333797,15,"Learning",1,2
"Ya",6.66202962261408e-09,15,"Learning",1,2
"Xb",0.99999999982156,15,"Learning",1,2
"Yb",1.78440437287925e-10,15,"Learning",1,2
"Xa",0.999999695534341,15,"Learning",1,3
"Ya",3.04465659336474e-07,15,"Learning",1,3
"Xb",0.999999999244889,15,"Learning",1,3
"Yb",7.55111051082402e-10,15,"Learning",1,3
"Xa",0.5,15,"Learning",2,1
"Ya",0.5,15,"Learning",2,1
"Xb",0.999988747119757,15,"Learning",2,1
"Yb",1.12528802427873e-05,15,"Learning",2,1
"Xa",0.5,15,"Learning",2,2
"Ya",0.5,15,"Learning",2,2
"Xb",0.99999999333797,15,"Learning",2,2
"Yb",6.66202962261407e-09,15,"Learning",2,2
"Xa",0.5,15,"Learning",2,3
"Ya",0.5,15,"Learning",2,3
"Xb",0.999999695534341,15,"Learning",2,3
"Yb",3.04465659336474e-07,15,"Learning",2,3
"Xa",0.999988747119757,15,"Learning",3,1
"Ya",1.12528802427873e-05,15,"Learning",3,1
"Xb",3.04465659336474e-07,15,"Learning",3,1
"Yb",0.999999695534341,15,"Learning",3,1
"Xa",0.976919888449225,15,"Learning",3,2
"Ya",0.0230801115507747,15,"Learning",3,2
"Xb",1.78440437287925e-10,15,"Learning",3,2
"Yb",0.99999999982156,15,"Learning",3,2
"Xa",0.976919888449225,15,"Learning",3,3
"Ya",0.0230801115507747,15,"Learning",3,3
"Xb",7.80505215104664e-07,15,"Learning",3,3
"Yb",0.999999219494785,15,"Learning",3,3
"Xa",1,15,"Planning",1,1
"Ya",5.74391047345405e-17,15,"Planning",1,1
"Xb",1,15,"Planning",1,1
"Yb",6.80847399076485e-24,15,"Planning",1,1
"Xa",1,15,"Planning",1,2
"Ya",6.64565458911314e-29,15,"Planning",1,2
"Xb",1,15,"Planning",1,2
"Yb",8.03256002379645e-36,15,"Planning",1,2
"Xa",1,15,"Planning",1,3
"Ya",6.80847399076485e-24,15,"Planning",1,3
"Xb",1,15,"Planning",1,3
"Yb",1.16438838578608e-33,15,"Planning",1,3
"Xa",0.5,15,"Planning",2,1
"Ya",0.5,15,"Planning",2,1
"Xb",1,15,"Planning",2,1
"Yb",5.74391047345405e-17,15,"Planning",2,1
"Xa",0.5,15,"Planning",2,2
"Ya",0.5,15,"Planning",2,2
"Xb",1,15,"Planning",2,2
"Yb",6.64565458911313e-29,15,"Planning",2,2
"Xa",0.5,15,"Planning",2,3
"Ya",0.5,15,"Planning",2,3
"Xb",1,15,"Planning",2,3
"Yb",6.80847399076486e-24,15,"Planning",2,3
"Xa",1,15,"Planning",3,1
"Ya",5.74391047345406e-17,15,"Planning",3,1
"Xb",6.80847399076485e-24,15,"Planning",3,1
"Yb",1,15,"Planning",3,1
"Xa",0.999946097320635,15,"Planning",3,2
"Ya",5.39026793652839e-05,15,"Planning",3,2
"Xb",8.03256002379646e-36,15,"Planning",3,2
"Yb",1,15,"Planning",3,2
"Xa",0.999946097320635,15,"Planning",3,3
"Ya",5.39026793652839e-05,15,"Planning",3,3
"Xb",1.15314647495954e-20,15,"Planning",3,3
"Yb",1,15,"Planning",3,3
"Xa",0.5,16,"Equality",1,1
"Xb",0.5,16,"Equality",1,1
"Ya",0.5,16,"Equality",1,1
"Yb",0.5,16,"Equality",1,1
"Xa",0.5,16,"Equality",1,2
"Xb",0.5,16,"Equality",1,2
"Ya",0.5,16,"Equality",1,2
"Yb",0.5,16,"Equality",1,2
"Xa",0.5,16,"Equality",1,3
"Xb",0.5,16,"Equality",1,3
"Ya",0.5,16,"Equality",1,3
"Yb",0.5,16,"Equality",1,3
"Xa",0.5,16,"Equality",2,1
"Xb",0.5,16,"Equality",2,1
"Ya",0.5,16,"Equality",2,1
"Yb",0.5,16,"Equality",2,1
"Xa",0.5,16,"Equality",2,2
"Xb",0.5,16,"Equality",2,2
"Ya",0.5,16,"Equality",2,2
"Yb",0.5,16,"Equality",2,2
"Xa",0.5,16,"Equality",2,3
"Xb",0.5,16,"Equality",2,3
"Ya",0.5,16,"Equality",2,3
"Yb",0.5,16,"Equality",2,3
"Xa",0.5,16,"Equality",3,1
"Xb",0.5,16,"Equality",3,1
"Ya",0.5,16,"Equality",3,1
"Yb",0.5,16,"Equality",3,1
"Xa",0.5,16,"Equality",3,2
"Xb",0.5,16,"Equality",3,2
"Ya",0.5,16,"Equality",3,2
"Yb",0.5,16,"Equality",3,2
"Xa",0.5,16,"Equality",3,3
"Xb",0.5,16,"Equality",3,3
"Ya",0.5,16,"Equality",3,3
"Yb",0.5,16,"Equality",3,3
"Xa",0.5,16,"Equity",1,1
"Ya",0.5,16,"Equity",1,1
"Xb",0.5,16,"Equity",1,1
"Yb",0.5,16,"Equity",1,1
"Xa",0.5,16,"Equity",1,2
"Ya",0.5,16,"Equity",1,2
"Xb",0.5,16,"Equity",1,2
"Yb",0.5,16,"Equity",1,2
"Xa",0.5,16,"Equity",1,3
"Ya",0.5,16,"Equity",1,3
"Xb",0.5,16,"Equity",1,3
"Yb",0.5,16,"Equity",1,3
"Xa",0.5,16,"Equity",2,1
"Ya",0.5,16,"Equity",2,1
"Xb",0.5,16,"Equity",2,1
"Yb",0.5,16,"Equity",2,1
"Xa",0.5,16,"Equity",2,2
"Ya",0.5,16,"Equity",2,2
"Xb",0.5,16,"Equity",2,2
"Yb",0.5,16,"Equity",2,2
"Xa",0.5,16,"Equity",2,3
"Ya",0.5,16,"Equity",2,3
"Xb",0.5,16,"Equity",2,3
"Yb",0.5,16,"Equity",2,3
"Xa",0.5,16,"Equity",3,1
"Ya",0.5,16,"Equity",3,1
"Xb",0.5,16,"Equity",3,1
"Yb",0.5,16,"Equity",3,1
"Xa",0.5,16,"Equity",3,2
"Ya",0.5,16,"Equity",3,2
"Xb",0.5,16,"Equity",3,2
"Yb",0.5,16,"Equity",3,2
"Xa",0.5,16,"Equity",3,3
"Ya",0.5,16,"Equity",3,3
"Xb",0.5,16,"Equity",3,3
"Yb",0.5,16,"Equity",3,3
"Xa",0.999999666043483,16,"Exploitation",1,1
"Ya",3.33956517330579e-07,16,"Exploitation",1,1
"Xb",0.999999997764205,16,"Exploitation",1,1
"Yb",2.23579510915697e-09,16,"Exploitation",1,1
"Xa",0.999999999983883,16,"Exploitation",1,2
"Ya",1.61172699431612e-11,16,"Exploitation",1,2
"Xb",0.999999999999892,16,"Exploitation",1,2
"Yb",1.07887601906103e-13,16,"Exploitation",1,2
"Xa",0.999999997764205,16,"Exploitation",1,3
"Ya",2.23579510915697e-09,16,"Exploitation",1,3
"Xb",0.999999999999271,16,"Exploitation",1,3
"Yb",7.29166276498784e-13,16,"Exploitation",1,3
"Xa",0.5,16,"Exploitation",2,1
"Ya",0.5,16,"Exploitation",2,1
"Xb",0.999999666043483,16,"Exploitation",2,1
"Yb",3.33956517330579e-07,16,"Exploitation",2,1
"Xa",0.5,16,"Exploitation",2,2
"Ya",0.500000000000001,16,"Exploitation",2,2
"Xb",0.999999999983883,16,"Exploitation",2,2
"Yb",1.61172699431612e-11,16,"Exploitation",2,2
"Xa",0.5,16,"Exploitation",2,3
"Ya",0.5,16,"Exploitation",2,3
"Xb",0.999999997764205,16,"Exploitation",2,3
"Yb",2.23579510915697e-09,16,"Exploitation",2,3
"Xa",0.999999666043483,16,"Exploitation",3,1
"Ya",3.33956517330579e-07,16,"Exploitation",3,1
"Xb",2.23579510915698e-09,16,"Exploitation",3,1
"Yb",0.999999997764205,16,"Exploitation",3,1
"Xa",0.991496964833892,16,"Exploitation",3,2
"Ya",0.00850303516610834,16,"Exploitation",3,2
"Xb",1.07887601906103e-13,16,"Exploitation",3,2
"Yb",0.999999999999892,16,"Exploitation",3,2
"Xa",0.991496964833892,16,"Exploitation",3,3
"Ya",0.00850303516610834,16,"Exploitation",3,3
"Xb",9.76671003132294e-09,16,"Exploitation",3,3
"Yb",0.99999999023329,16,"Exploitation",3,3
"Xa",0.956710501296763,16,"General",1,1
"Ya",0.043289498703237,16,"General",1,1
"Xb",0.043289498703237,16,"General",1,1
"Yb",0.956710501296763,16,"General",1,1
"Xa",0.978196824356334,16,"General",1,2
"Ya",0.0218031756436663,16,"General",1,2
"Xb",0.0218031756436663,16,"General",1,2
"Yb",0.978196824356334,16,"General",1,2
"Xa",0.999833480009918,16,"General",1,3
"Ya",0.00016651999008148,16,"General",1,3
"Xb",0.00016651999008148,16,"General",1,3
"Yb",0.999833480009919,16,"General",1,3
"Xa",0.99999995494554,16,"General",2,1
"Ya",4.50544604548555e-08,16,"General",2,1
"Xb",4.50544604548555e-08,16,"General",2,1
"Yb",0.99999995494554,16,"General",2,1
"Xa",0.999999999999826,16,"General",2,2
"Ya",1.73677246376653e-13,16,"General",2,2
"Xb",1.73677246376653e-13,16,"General",2,2
"Yb",0.999999999999826,16,"General",2,2
"Xa",0.999999999975845,16,"General",2,3
"Ya",2.41550695595751e-11,16,"General",2,3
"Xb",2.41550695595751e-11,16,"General",2,3
"Yb",0.999999999975845,16,"General",2,3
"Xa",1.77037795779471e-19,16,"General",3,1
"Ya",1,16,"General",3,1
"Xb",1,16,"General",3,1
"Yb",1.77037795779471e-19,16,"General",3,1
"Xa",2.16191803001228e-19,16,"General",3,2
"Ya",1,16,"General",3,2
"Xb",1,16,"General",3,2
"Yb",2.16191803001228e-19,16,"General",3,2
"Xa",2.57889704019258e-13,16,"General",3,3
"Ya",0.999999999999742,16,"General",3,3
"Xb",0.999999999999742,16,"General",3,3
"Yb",2.57889704019258e-13,16,"General",3,3
"Xa",0.997198118258088,16,"Learning",1,1
"Ya",0.00280188174191198,16,"Learning",1,1
"Xb",0.999477103616655,16,"Learning",1,1
"Yb",0.00052289638334454,16,"Learning",1,1
"Xa",0.999929646752586,16,"Learning",1,2
"Ya",7.03532474141465e-05,16,"Learning",1,2
"Xb",0.999987178092627,16,"Learning",1,2
"Yb",1.28219073731591e-05,16,"Learning",1,2
"Xa",0.999477103616655,16,"Learning",1,3
"Ya",0.00052289638334454,16,"Learning",1,3
"Xb",0.999973454880635,16,"Learning",1,3
"Yb",2.65451193647258e-05,16,"Learning",1,3
"Xa",0.5,16,"Learning",2,1
"Ya",0.5,16,"Learning",2,1
"Xb",0.997198118258088,16,"Learning",2,1
"Yb",0.00280188174191198,16,"Learning",2,1
"Xa",0.5,16,"Learning",2,2
"Ya",0.5,16,"Learning",2,2
"Xb",0.999929646752586,16,"Learning",2,2
"Yb",7.03532474141465e-05,16,"Learning",2,2
"Xa",0.5,16,"Learning",2,3
"Ya",0.5,16,"Learning",2,3
"Xb",0.999477103616655,16,"Learning",2,3
"Yb",0.00052289638334454,16,"Learning",2,3
"Xa",0.997198118258088,16,"Learning",3,1
"Ya",0.00280188174191198,16,"Learning",3,1
"Xb",0.00052289638334454,16,"Learning",3,1
"Yb",0.999477103616655,16,"Learning",3,1
"Xa",0.881932239355812,16,"Learning",3,2
"Ya",0.118067760644188,16,"Learning",3,2
"Xb",1.28219073731591e-05,16,"Learning",3,2
"Yb",0.999987178092627,16,"Learning",3,2
"Xa",0.881932239355812,16,"Learning",3,3
"Ya",0.118067760644188,16,"Learning",3,3
"Xb",0.00074996248197851,16,"Learning",3,3
"Yb",0.999250037518021,16,"Learning",3,3
"Xa",0.999999999604592,16,"Planning",1,1
"Ya",3.95408131396077e-10,16,"Planning",1,1
"Xb",0.999999999999865,16,"Planning",1,1
"Yb",1.34951035428052e-13,16,"Planning",1,1
"Xa",1,16,"Planning",1,2
"Ya",1.26312822916326e-16,16,"Planning",1,2
"Xb",1,16,"Planning",1,2
"Yb",4.37123357802683e-20,16,"Planning",1,2
"Xa",0.999999999999865,16,"Planning",1,3
"Ya",1.34951035428052e-13,16,"Planning",1,3
"Xb",1,16,"Planning",1,3
"Yb",7.36690123277401e-19,16,"Planning",1,3
"Xa",0.5,16,"Planning",2,1
"Ya",0.5,16,"Planning",2,1
"Xb",0.999999999604592,16,"Planning",2,1
"Yb",3.95408131396076e-10,16,"Planning",2,1
"Xa",0.5,16,"Planning",2,2
"Ya",0.5,16,"Planning",2,2
"Xb",1,16,"Planning",2,2
"Yb",1.26312822916326e-16,16,"Planning",2,2
"Xa",0.5,16,"Planning",2,3
"Ya",0.5,16,"Planning",2,3
"Xb",0.999999999999865,16,"Planning",2,3
"Yb",1.34951035428052e-13,16,"Planning",2,3
"Xa",0.999999999604592,16,"Planning",3,1
"Ya",3.95408131396077e-10,16,"Planning",3,1
"Xb",1.34951035428052e-13,16,"Planning",3,1
"Yb",0.999999999999865,16,"Planning",3,1
"Xa",0.998521609679543,16,"Planning",3,2
"Ya",0.0014783903204573,16,"Planning",3,2
"Xb",4.37123357802683e-20,16,"Planning",3,2
"Yb",1,16,"Planning",3,2
"Xa",0.998521609679543,16,"Planning",3,3
"Ya",0.0014783903204573,16,"Planning",3,3
"Xb",2.37992875752677e-12,16,"Planning",3,3
"Yb",0.99999999999762,16,"Planning",3,3
"Xa",0.5,17,"Equality",1,1
"Xb",0.5,17,"Equality",1,1
"Ya",0.5,17,"Equality",1,1
"Yb",0.5,17,"Equality",1,1
"Xa",0.5,17,"Equality",1,2
"Xb",0.5,17,"Equality",1,2
"Ya",0.5,17,"Equality",1,2
"Yb",0.5,17,"Equality",1,2
"Xa",0.5,17,"Equality",1,3
"Xb",0.5,17,"Equality",1,3
"Ya",0.5,17,"Equality",1,3
"Yb",0.5,17,"Equality",1,3
"Xa",0.5,17,"Equality",2,1
"Xb",0.5,17,"Equality",2,1
"Ya",0.5,17,"Equality",2,1
"Yb",0.5,17,"Equality",2,1
"Xa",0.5,17,"Equality",2,2
"Xb",0.5,17,"Equality",2,2
"Ya",0.5,17,"Equality",2,2
"Yb",0.5,17,"Equality",2,2
"Xa",0.5,17,"Equality",2,3
"Xb",0.5,17,"Equality",2,3
"Ya",0.5,17,"Equality",2,3
"Yb",0.5,17,"Equality",2,3
"Xa",0.5,17,"Equality",3,1
"Xb",0.5,17,"Equality",3,1
"Ya",0.5,17,"Equality",3,1
"Yb",0.5,17,"Equality",3,1
"Xa",0.5,17,"Equality",3,2
"Xb",0.5,17,"Equality",3,2
"Ya",0.5,17,"Equality",3,2
"Yb",0.5,17,"Equality",3,2
"Xa",0.5,17,"Equality",3,3
"Xb",0.5,17,"Equality",3,3
"Ya",0.5,17,"Equality",3,3
"Yb",0.5,17,"Equality",3,3
"Xa",0.5,17,"Equity",1,1
"Ya",0.5,17,"Equity",1,1
"Xb",0.5,17,"Equity",1,1
"Yb",0.5,17,"Equity",1,1
"Xa",0.5,17,"Equity",1,2
"Ya",0.5,17,"Equity",1,2
"Xb",0.5,17,"Equity",1,2
"Yb",0.5,17,"Equity",1,2
"Xa",0.5,17,"Equity",1,3
"Ya",0.5,17,"Equity",1,3
"Xb",0.5,17,"Equity",1,3
"Yb",0.5,17,"Equity",1,3
"Xa",0.5,17,"Equity",2,1
"Ya",0.5,17,"Equity",2,1
"Xb",0.5,17,"Equity",2,1
"Yb",0.5,17,"Equity",2,1
"Xa",0.5,17,"Equity",2,2
"Ya",0.5,17,"Equity",2,2
"Xb",0.5,17,"Equity",2,2
"Yb",0.5,17,"Equity",2,2
"Xa",0.5,17,"Equity",2,3
"Ya",0.5,17,"Equity",2,3
"Xb",0.5,17,"Equity",2,3
"Yb",0.5,17,"Equity",2,3
"Xa",0.5,17,"Equity",3,1
"Ya",0.5,17,"Equity",3,1
"Xb",0.5,17,"Equity",3,1
"Yb",0.5,17,"Equity",3,1
"Xa",0.5,17,"Equity",3,2
"Ya",0.5,17,"Equity",3,2
"Xb",0.5,17,"Equity",3,2
"Yb",0.5,17,"Equity",3,2
"Xa",0.5,17,"Equity",3,3
"Ya",0.5,17,"Equity",3,3
"Xb",0.5,17,"Equity",3,3
"Yb",0.5,17,"Equity",3,3
"Xa",0.999999988992952,17,"Exploitation",1,1
"Ya",1.10070480570186e-08,17,"Exploitation",1,1
"Xb",0.999999999982941,17,"Exploitation",1,1
"Yb",1.70589376648342e-11,17,"Exploitation",1,1
"Xa",0.999999999999957,17,"Exploitation",1,2
"Ya",4.32146524119846e-14,17,"Exploitation",1,2
"Xb",1,17,"Exploitation",1,2
"Yb",6.75186639969474e-17,17,"Exploitation",1,2
"Xa",0.999999999982941,17,"Exploitation",1,3
"Ya",1.70589376648341e-11,17,"Exploitation",1,3
"Xb",0.999999999999999,17,"Exploitation",1,3
"Yb",7.23417075052524e-16,17,"Exploitation",1,3
"Xa",0.5,17,"Exploitation",2,1
"Ya",0.5,17,"Exploitation",2,1
"Xb",0.999999988992952,17,"Exploitation",2,1
"Yb",1.10070480570186e-08,17,"Exploitation",2,1
"Xa",0.5,17,"Exploitation",2,2
"Ya",0.5,17,"Exploitation",2,2
"Xb",0.999999999999957,17,"Exploitation",2,2
"Yb",4.32146524119846e-14,17,"Exploitation",2,2
"Xa",0.5,17,"Exploitation",2,3
"Ya",0.5,17,"Exploitation",2,3
"Xb",0.999999999982941,17,"Exploitation",2,3
"Yb",1.70589376648341e-11,17,"Exploitation",2,3
"Xa",0.999999988992952,17,"Exploitation",3,1
"Ya",1.10070480570186e-08,17,"Exploitation",3,1
"Xb",1.70589376648342e-11,17,"Exploitation",3,1
"Yb",0.999999999982941,17,"Exploitation",3,1
"Xa",0.996589273227456,17,"Exploitation",3,2
"Ya",0.00341072677254411,17,"Exploitation",3,2
"Xb",6.75186639969474e-17,17,"Exploitation",3,2
"Yb",1,17,"Exploitation",3,2
"Xa",0.996589273227456,17,"Exploitation",3,3
"Ya",0.00341072677254411,17,"Exploitation",3,3
"Xb",1.42396440189007e-10,17,"Exploitation",3,3
"Yb",0.999999999857604,17,"Exploitation",3,3
"Xa",0.5,17,"General",1,1
"Ya",0.5,17,"General",1,1
"Xb",0.5,17,"General",1,1
"Yb",0.5,17,"General",1,1
"Xa",0.5,17,"General",1,2
"Ya",0.5,17,"General",1,2
"Xb",0.5,17,"General",1,2
"Yb",0.5,17,"General",1,2
"Xa",0.5,17,"General",1,3
"Ya",0.5,17,"General",1,3
"Xb",0.5,17,"General",1,3
"Yb",0.5,17,"General",1,3
"Xa",0.5,17,"General",2,1
"Ya",0.5,17,"General",2,1
"Xb",0.5,17,"General",2,1
"Yb",0.5,17,"General",2,1
"Xa",0.5,17,"General",2,2
"Ya",0.5,17,"General",2,2
"Xb",0.5,17,"General",2,2
"Yb",0.5,17,"General",2,2
"Xa",0.5,17,"General",2,3
"Ya",0.5,17,"General",2,3
"Xb",0.5,17,"General",2,3
"Yb",0.5,17,"General",2,3
"Xa",0.5,17,"General",3,1
"Ya",0.5,17,"General",3,1
"Xb",0.5,17,"General",3,1
"Yb",0.5,17,"General",3,1
"Xa",0.5,17,"General",3,2
"Ya",0.5,17,"General",3,2
"Xb",0.5,17,"General",3,2
"Yb",0.5,17,"General",3,2
"Xa",0.5,17,"General",3,3
"Ya",0.5,17,"General",3,3
"Xb",0.5,17,"General",3,3
"Yb",0.5,17,"General",3,3
"Xa",0.999999999604592,17,"Learning",1,1
"Ya",3.95408131396078e-10,17,"Learning",1,1
"Xb",0.999999999999865,17,"Learning",1,1
"Yb",1.34951035428052e-13,17,"Learning",1,1
"Xa",1,17,"Learning",1,2
"Ya",1.26312822916325e-16,17,"Learning",1,2
"Xb",1,17,"Learning",1,2
"Yb",4.37123357802683e-20,17,"Learning",1,2
"Xa",0.999999999999865,17,"Learning",1,3
"Ya",1.34951035428052e-13,17,"Learning",1,3
"Xb",1,17,"Learning",1,3
"Yb",7.366901232774e-19,17,"Learning",1,3
"Xa",0.5,17,"Learning",2,1
"Ya",0.5,17,"Learning",2,1
"Xb",0.999999999604592,17,"Learning",2,1
"Yb",3.95408131396077e-10,17,"Learning",2,1
"Xa",0.5,17,"Learning",2,2
"Ya",0.5,17,"Learning",2,2
"Xb",1,17,"Learning",2,2
"Yb",1.26312822916326e-16,17,"Learning",2,2
"Xa",0.5,17,"Learning",2,3
"Ya",0.5,17,"Learning",2,3
"Xb",0.999999999999865,17,"Learning",2,3
"Yb",1.34951035428052e-13,17,"Learning",2,3
"Xa",0.999999999604592,17,"Learning",3,1
"Ya",3.95408131396078e-10,17,"Learning",3,1
"Xb",1.34951035428052e-13,17,"Learning",3,1
"Yb",0.999999999999865,17,"Learning",3,1
"Xa",0.998521609679543,17,"Learning",3,2
"Ya",0.00147839032045731,17,"Learning",3,2
"Xb",4.37123357802683e-20,17,"Learning",3,2
"Yb",1,17,"Learning",3,2
"Xa",0.998521609679543,17,"Learning",3,3
"Ya",0.00147839032045731,17,"Learning",3,3
"Xb",2.37992875752677e-12,17,"Learning",3,3
"Yb",0.99999999999762,17,"Learning",3,3
"Xa",0.999999999999973,17,"Planning",1,1
"Ya",2.70564585896804e-14,17,"Planning",1,1
"Xb",1,17,"Planning",1,1
"Yb",8.1684739627316e-20,17,"Planning",1,1
"Xa",1,17,"Planning",1,2
"Ya",4.68536618771723e-24,17,"Planning",1,2
"Xb",1,17,"Planning",1,2
"Yb",1.44336793213767e-29,17,"Planning",1,2
"Xa",1,17,"Planning",1,3
"Ya",8.16847396273159e-20,17,"Planning",1,3
"Xb",1,17,"Planning",1,3
"Yb",9.03313712603987e-28,17,"Planning",1,3
"Xa",0.5,17,"Planning",2,1
"Ya",0.5,17,"Planning",2,1
"Xb",0.999999999999973,17,"Planning",2,1
"Yb",2.70564585896804e-14,17,"Planning",2,1
"Xa",0.5,17,"Planning",2,2
"Ya",0.5,17,"Planning",2,2
"Xb",1,17,"Planning",2,2
"Yb",4.68536618771723e-24,17,"Planning",2,2
"Xa",0.5,17,"Planning",2,3
"Ya",0.5,17,"Planning",2,3
"Xb",1,17,"Planning",2,3
"Yb",8.1684739627316e-20,17,"Planning",2,3
"Xa",0.999999999999973,17,"Planning",3,1
"Ya",2.70564585896805e-14,17,"Planning",3,1
"Xb",8.16847396273161e-20,17,"Planning",3,1
"Yb",1,17,"Planning",3,1
"Xa",0.999824515887031,17,"Planning",3,2
"Ya",0.00017548411296893,17,"Planning",3,2
"Xb",1.44336793213767e-29,17,"Planning",3,2
"Yb",1,17,"Planning",3,2
"Xa",0.999824515887031,17,"Planning",3,3
"Ya",0.00017548411296893,17,"Planning",3,3
"Xb",2.03239465252247e-17,17,"Planning",3,3
"Yb",1,17,"Planning",3,3
"Xa",0.5,18,"Equality",1,1
"Xb",0.5,18,"Equality",1,1
"Ya",0.5,18,"Equality",1,1
"Yb",0.5,18,"Equality",1,1
"Xa",0.5,18,"Equality",1,2
"Xb",0.5,18,"Equality",1,2
"Ya",0.5,18,"Equality",1,2
"Yb",0.5,18,"Equality",1,2
"Xa",0.5,18,"Equality",1,3
"Xb",0.5,18,"Equality",1,3
"Ya",0.5,18,"Equality",1,3
"Yb",0.5,18,"Equality",1,3
"Xa",0.5,18,"Equality",2,1
"Xb",0.5,18,"Equality",2,1
"Ya",0.5,18,"Equality",2,1
"Yb",0.5,18,"Equality",2,1
"Xa",0.5,18,"Equality",2,2
"Xb",0.5,18,"Equality",2,2
"Ya",0.5,18,"Equality",2,2
"Yb",0.5,18,"Equality",2,2
"Xa",0.5,18,"Equality",2,3
"Xb",0.5,18,"Equality",2,3
"Ya",0.5,18,"Equality",2,3
"Yb",0.5,18,"Equality",2,3
"Xa",0.5,18,"Equality",3,1
"Xb",0.5,18,"Equality",3,1
"Ya",0.5,18,"Equality",3,1
"Yb",0.5,18,"Equality",3,1
"Xa",0.5,18,"Equality",3,2
"Xb",0.5,18,"Equality",3,2
"Ya",0.5,18,"Equality",3,2
"Yb",0.5,18,"Equality",3,2
"Xa",0.5,18,"Equality",3,3
"Xb",0.5,18,"Equality",3,3
"Ya",0.5,18,"Equality",3,3
"Yb",0.5,18,"Equality",3,3
"Xa",0.00043027667658451,18,"Equity",1,1
"Ya",0.999569723323415,18,"Equity",1,1
"Xb",4.31992942625702e-05,18,"Equity",1,1
"Yb",0.999956800705737,18,"Equity",1,1
"Xa",3.10402153295365e-06,18,"Equity",1,2
"Ya",0.999996895978467,18,"Equity",1,2
"Xb",3.05673259382445e-07,18,"Equity",1,2
"Yb",0.999999694326741,18,"Equity",1,2
"Xa",4.31992942625701e-05,18,"Equity",1,3
"Ya",0.999956800705737,18,"Equity",1,3
"Xb",8.04388355802599e-07,18,"Equity",1,3
"Yb",0.999999195611644,18,"Equity",1,3
"Xa",0.499999999999999,18,"Equity",2,1
"Ya",0.500000000000001,18,"Equity",2,1
"Xb",0.00043027667658451,18,"Equity",2,1
"Yb",0.999569723323415,18,"Equity",2,1
"Xa",0.499999999999999,18,"Equity",2,2
"Ya",0.500000000000001,18,"Equity",2,2
"Xb",3.10402153295365e-06,18,"Equity",2,2
"Yb",0.999996895978467,18,"Equity",2,2
"Xa",0.5,18,"Equity",2,3
"Ya",0.5,18,"Equity",2,3
"Xb",4.31992942625702e-05,18,"Equity",2,3
"Yb",0.999956800705737,18,"Equity",2,3
"Xa",0.00043027667658451,18,"Equity",3,1
"Ya",0.999569723323415,18,"Equity",3,1
"Xb",0.999956800705737,18,"Equity",3,1
"Yb",4.31992942625702e-05,18,"Equity",3,1
"Xa",0.0678197197700551,18,"Equity",3,2
"Ya",0.932180280229945,18,"Equity",3,2
"Xb",0.999999694326741,18,"Equity",3,2
"Yb",3.05673259382445e-07,18,"Equity",3,2
"Xa",0.0678197197700553,18,"Equity",3,3
"Ya",0.932180280229945,18,"Equity",3,3
"Xb",0.999926856928977,18,"Equity",3,3
"Yb",7.31430710230338e-05,18,"Equity",3,3
"Xa",0.5,18,"Exploitation",1,1
"Ya",0.5,18,"Exploitation",1,1
"Xb",0.5,18,"Exploitation",1,1
"Yb",0.5,18,"Exploitation",1,1
"Xa",0.5,18,"Exploitation",1,2
"Ya",0.5,18,"Exploitation",1,2
"Xb",0.5,18,"Exploitation",1,2
"Yb",0.5,18,"Exploitation",1,2
"Xa",0.5,18,"Exploitation",1,3
"Ya",0.5,18,"Exploitation",1,3
"Xb",0.5,18,"Exploitation",1,3
"Yb",0.5,18,"Exploitation",1,3
"Xa",0.5,18,"Exploitation",2,1
"Ya",0.5,18,"Exploitation",2,1
"Xb",0.5,18,"Exploitation",2,1
"Yb",0.5,18,"Exploitation",2,1
"Xa",0.5,18,"Exploitation",2,2
"Ya",0.5,18,"Exploitation",2,2
"Xb",0.5,18,"Exploitation",2,2
"Yb",0.5,18,"Exploitation",2,2
"Xa",0.5,18,"Exploitation",2,3
"Ya",0.5,18,"Exploitation",2,3
"Xb",0.5,18,"Exploitation",2,3
"Yb",0.5,18,"Exploitation",2,3
"Xa",0.5,18,"Exploitation",3,1
"Ya",0.5,18,"Exploitation",3,1
"Xb",0.5,18,"Exploitation",3,1
"Yb",0.5,18,"Exploitation",3,1
"Xa",0.5,18,"Exploitation",3,2
"Ya",0.5,18,"Exploitation",3,2
"Xb",0.5,18,"Exploitation",3,2
"Yb",0.5,18,"Exploitation",3,2
"Xa",0.5,18,"Exploitation",3,3
"Ya",0.5,18,"Exploitation",3,3
"Xb",0.5,18,"Exploitation",3,3
"Yb",0.5,18,"Exploitation",3,3
"Xa",0.5,18,"General",1,1
"Ya",0.5,18,"General",1,1
"Xb",0.5,18,"General",1,1
"Yb",0.5,18,"General",1,1
"Xa",0.5,18,"General",1,2
"Ya",0.5,18,"General",1,2
"Xb",0.5,18,"General",1,2
"Yb",0.5,18,"General",1,2
"Xa",0.5,18,"General",1,3
"Ya",0.5,18,"General",1,3
