"agent","p_model","subject","model","competence_structure","scenario"
"Ya",1.91074080022019e-06,1,"Learning",1,1
"Xb",0.999999974037967,1,"Learning",1,1
"Yb",2.59620333063487e-08,1,"Learning",1,1
"Xa",0.999999999676862,1,"Learning",1,2
"Ya",3.23137741846987e-10,1,"Learning",1,2
"Xb",0.999999999995631,1,"Learning",1,2
"Yb",4.3686276059588e-12,1,"Learning",1,2
"Xa",0.999999974037967,1,"Learning",1,3
"Ya",2.59620333063487e-08,1,"Learning",1,3
"Xb",0.999999999976616,1,"Learning",1,3
"Yb",2.3384096598961e-11,1,"Learning",1,3
"Xa",0.5,1,"Learning",2,1
"Ya",0.5,1,"Learning",2,1
"Xb",0.9999980892592,1,"Learning",2,1
"Yb",1.91074080022019e-06,1,"Learning",2,1
"Xa",0.5,1,"Learning",2,2
"Ya",0.5,1,"Learning",2,2
"Xb",0.999999999676862,1,"Learning",2,2
"Yb",3.23137741846987e-10,1,"Learning",2,2
"Xa",0.5,1,"Learning",2,3
"Ya",0.5,1,"Learning",2,3
"Xb",0.999999974037967,1,"Learning",2,3
"Yb",2.59620333063487e-08,1,"Learning",2,3
"Xa",0.9999980892592,1,"Learning",3,1
"Ya",1.91074080022019e-06,1,"Learning",3,1
"Xb",2.59620333063487e-08,1,"Learning",3,1
"Yb",0.999999974037967,1,"Learning",3,1
"Xa",0.986141976580293,1,"Learning",3,2
"Ya",0.0138580234197068,1,"Learning",3,2
"Xb",4.3686276059588e-12,1,"Learning",3,2
"Yb",0.999999999995631,1,"Learning",3,2
"Xa",0.986141976580293,1,"Learning",3,3
"Ya",0.0138580234197069,1,"Learning",3,3
"Xb",8.55984084708686e-08,1,"Learning",3,3
"Yb",0.999999914401592,1,"Learning",3,3
"Xa",1,1,"Planning",1,1
"Ya",5.74391047345405e-17,1,"Planning",1,1
"Xb",1,1,"Planning",1,1
"Yb",6.80847399076485e-24,1,"Planning",1,1
"Xa",1,1,"Planning",1,2
"Ya",6.64565458911314e-29,1,"Planning",1,2
"Xb",1,1,"Planning",1,2
"Yb",8.03256002379645e-36,1,"Planning",1,2
"Xa",1,1,"Planning",1,3
"Ya",6.80847399076485e-24,1,"Planning",1,3
"Xb",1,1,"Planning",1,3
"Yb",1.16438838578608e-33,1,"Planning",1,3
"Xa",0.5,1,"Planning",2,1
"Ya",0.5,1,"Planning",2,1
"Xb",1,1,"Planning",2,1
"Yb",5.74391047345405e-17,1,"Planning",2,1
"Xa",0.5,1,"Planning",2,2
"Ya",0.5,1,"Planning",2,2
"Xb",1,1,"Planning",2,2
"Yb",6.64565458911313e-29,1,"Planning",2,2
"Xa",0.5,1,"Planning",2,3
"Ya",0.5,1,"Planning",2,3
"Xb",1,1,"Planning",2,3
"Yb",6.80847399076486e-24,1,"Planning",2,3
"Xa",1,1,"Planning",3,1
"Ya",5.74391047345406e-17,1,"Planning",3,1
"Xb",6.80847399076485e-24,1,"Planning",3,1
"Yb",1,1,"Planning",3,1
"Xa",0.999946097320635,1,"Planning",3,2
"Ya",5.39026793652839e-05,1,"Planning",3,2
"Xb",8.03256002379646e-36,1,"Planning",3,2
"Yb",1,1,"Planning",3,2
"Xa",0.999946097320635,1,"Planning",3,3
"Ya",5.39026793652839e-05,1,"Planning",3,3
"Xb",1.15314647495954e-20,1,"Planning",3,3
"Yb",1,1,"Planning",3,3
"Xa",0.5,2,"Equality",1,1
"Xb",0.5,2,"Equality",1,1
"Ya",0.5,2,"Equality",1,1
"Yb",0.5,2,"Equality",1,1
"Xa",0.5,2,"Equality",1,2
"Xb",0.5,2,"Equality",1,2
"Ya",0.5,2,"Equality",1,2
"Yb",0.5,2,"Equality",1,2
"Xa",0.5,2,"Equality",1,3
"Xb",0.5,2,"Equality",1,3
"Ya",0.5,2,"Equality",1,3
"Yb",0.5,2,"Equality",1,3
"Xa",0.5,2,"Equality",2,1
"Xb",0.5,2,"Equality",2,1
"Ya",0.5,2,"Equality",2,1
"Yb",0.5,2,"Equality",2,1
"Xa",0.5,2,"Equality",2,2
"Xb",0.5,2,"Equality",2,2
"Ya",0.5,2,"Equality",2,2
"Yb",0.5,2,"Equality",2,2
"Xa",0.5,2,"Equality",2,3
"Xb",0.5,2,"Equality",2,3
"Ya",0.5,2,"Equality",2,3
"Yb",0.5,2,"Equality",2,3
"Xa",0.5,2,"Equality",3,1
"Xb",0.5,2,"Equality",3,1
"Ya",0.5,2,"Equality",3,1
"Yb",0.5,2,"Equality",3,1
"Xa",0.5,2,"Equality",3,2
"Xb",0.5,2,"Equality",3,2
"Ya",0.5,2,"Equality",3,2
"Yb",0.5,2,"Equality",3,2
"Xa",0.5,2,"Equality",3,3
"Xb",0.5,2,"Equality",3,3
"Ya",0.5,2,"Equality",3,3
"Yb",0.5,2,"Equality",3,3
"Xa",0.5,2,"Equity",1,1
"Ya",0.5,2,"Equity",1,1
"Xb",0.5,2,"Equity",1,1
"Yb",0.5,2,"Equity",1,1
"Xa",0.5,2,"Equity",1,2
"Ya",0.5,2,"Equity",1,2
"Xb",0.5,2,"Equity",1,2
"Yb",0.5,2,"Equity",1,2
"Xa",0.5,2,"Equity",1,3
"Ya",0.5,2,"Equity",1,3
"Xb",0.5,2,"Equity",1,3
"Yb",0.5,2,"Equity",1,3
"Xa",0.5,2,"Equity",2,1
"Ya",0.5,2,"Equity",2,1
"Xb",0.5,2,"Equity",2,1
"Yb",0.5,2,"Equity",2,1
"Xa",0.5,2,"Equity",2,2
"Ya",0.5,2,"Equity",2,2
"Xb",0.5,2,"Equity",2,2
"Yb",0.5,2,"Equity",2,2
"Xa",0.5,2,"Equity",2,3
"Ya",0.5,2,"Equity",2,3
"Xb",0.5,2,"Equity",2,3
"Yb",0.5,2,"Equity",2,3
"Xa",0.5,2,"Equity",3,1
"Ya",0.5,2,"Equity",3,1
"Xb",0.5,2,"Equity",3,1
"Yb",0.5,2,"Equity",3,1
"Xa",0.5,2,"Equity",3,2
"Ya",0.5,2,"Equity",3,2
"Xb",0.5,2,"Equity",3,2
"Yb",0.5,2,"Equity",3,2
"Xa",0.5,2,"Equity",3,3
"Ya",0.5,2,"Equity",3,3
"Xb",0.5,2,"Equity",3,3
"Yb",0.5,2,"Equity",3,3
"Xa",0.999988747119757,2,"Exploitation",1,1
"Ya",1.12528802427873e-05,2,"Exploitation",1,1
"Xb",0.999999695534341,2,"Exploitation",1,1
"Yb",3.04465659336474e-07,2,"Exploitation",1,1
"Xa",0.99999999333797,2,"Exploitation",1,2
"Ya",6.66202962261407e-09,2,"Exploitation",1,2
"Xb",0.99999999982156,2,"Exploitation",1,2
"Yb",1.78440437287925e-10,2,"Exploitation",1,2
"Xa",0.999999695534341,2,"Exploitation",1,3
"Ya",3.04465659336474e-07,2,"Exploitation",1,3
"Xb",0.999999999244889,2,"Exploitation",1,3
"Yb",7.55111051082402e-10,2,"Exploitation",1,3
"Xa",0.5,2,"Exploitation",2,1
"Ya",0.5,2,"Exploitation",2,1
"Xb",0.999988747119757,2,"Exploitation",2,1
"Yb",1.12528802427873e-05,2,"Exploitation",2,1
"Xa",0.5,2,"Exploitation",2,2
"Ya",0.5,2,"Exploitation",2,2
"Xb",0.99999999333797,2,"Exploitation",2,2
"Yb",6.66202962261407e-09,2,"Exploitation",2,2
"Xa",0.5,2,"Exploitation",2,3
"Ya",0.5,2,"Exploitation",2,3
"Xb",0.999999695534341,2,"Exploitation",2,3
"Yb",3.04465659336474e-07,2,"Exploitation",2,3
"Xa",0.999988747119757,2,"Exploitation",3,1
"Ya",1.12528802427873e-05,2,"Exploitation",3,1
"Xb",3.04465659336474e-07,2,"Exploitation",3,1
"Yb",0.999999695534341,2,"Exploitation",3,1
"Xa",0.976919888449225,2,"Exploitation",3,2
"Ya",0.0230801115507747,2,"Exploitation",3,2
"Xb",1.78440437287925e-10,2,"Exploitation",3,2
"Yb",0.99999999982156,2,"Exploitation",3,2
"Xa",0.976919888449225,2,"Exploitation",3,3
"Ya",0.0230801115507747,2,"Exploitation",3,3
"Xb",7.80505215104664e-07,2,"Exploitation",3,3
"Yb",0.999999219494785,2,"Exploitation",3,3
"Xa",0.941644502539546,2,"General",1,1
"Ya",0.0583554974604535,2,"General",1,1
"Xb",0.0583554974604535,2,"General",1,1
"Yb",0.941644502539546,2,"General",1,1
"Xa",0.96346206712322,2,"General",1,2
"Ya",0.0365379328767802,2,"General",1,2
"Xb",0.0365379328767802,2,"General",1,2
"Yb",0.96346206712322,2,"General",1,2
"Xa",0.999209755902376,2,"General",1,3
"Ya",0.0007902440976237,2,"General",1,3
"Xb",0.0007902440976237,2,"General",1,3
"Yb",0.999209755902376,2,"General",1,3
"Xa",0.999999092236893,2,"General",2,1
"Ya",9.07763107510595e-07,2,"General",2,1
"Xb",9.07763107510595e-07,2,"General",2,1
"Yb",0.999999092236893,2,"General",2,1
"Xa",0.999999999956872,2,"General",2,2
"Ya",4.31274981505977e-11,2,"General",2,2
"Xb",4.31274981505977e-11,2,"General",2,2
"Yb",0.999999999956872,2,"General",2,2
"Xa",0.999999997185917,2,"General",2,3
"Ya",2.81408326736519e-09,2,"General",2,3
"Xb",2.81408326736519e-09,2,"General",2,3
"Yb",0.999999997185917,2,"General",2,3
"Xa",7.34766397503813e-16,2,"General",3,1
"Ya",0.999999999999999,2,"General",3,1
"Xb",0.999999999999999,2,"General",3,1
"Yb",7.34766397503813e-16,2,"General",3,1
"Xa",9.17091062321023e-16,2,"General",3,2
"Ya",0.999999999999999,2,"General",3,2
"Xb",0.999999999999999,2,"General",3,2
"Yb",9.17091062321023e-16,2,"General",3,2
"Xa",6.04306350427471e-11,2,"General",3,3
"Ya",0.999999999939569,2,"General",3,3
"Xb",0.999999999939569,2,"General",3,3
"Yb",6.04306350427471e-11,2,"General",3,3
"Xa",0.997198118258088,2,"Learning",1,1
"Ya",0.00280188174191198,2,"Learning",1,1
"Xb",0.999477103616655,2,"Learning",1,1
"Yb",0.00052289638334454,2,"Learning",1,1
"Xa",0.999929646752586,2,"Learning",1,2
"Ya",7.03532474141465e-05,2,"Learning",1,2
"Xb",0.999987178092627,2,"Learning",1,2
"Yb",1.28219073731591e-05,2,"Learning",1,2
"Xa",0.999477103616655,2,"Learning",1,3
"Ya",0.00052289638334454,2,"Learning",1,3
"Xb",0.999973454880635,2,"Learning",1,3
"Yb",2.65451193647258e-05,2,"Learning",1,3
"Xa",0.5,2,"Learning",2,1
"Ya",0.5,2,"Learning",2,1
"Xb",0.997198118258088,2,"Learning",2,1
"Yb",0.00280188174191198,2,"Learning",2,1
"Xa",0.5,2,"Learning",2,2
"Ya",0.5,2,"Learning",2,2
"Xb",0.999929646752586,2,"Learning",2,2
"Yb",7.03532474141465e-05,2,"Learning",2,2
"Xa",0.5,2,"Learning",2,3
"Ya",0.5,2,"Learning",2,3
"Xb",0.999477103616655,2,"Learning",2,3
"Yb",0.00052289638334454,2,"Learning",2,3
"Xa",0.997198118258088,2,"Learning",3,1
"Ya",0.00280188174191198,2,"Learning",3,1
"Xb",0.00052289638334454,2,"Learning",3,1
"Yb",0.999477103616655,2,"Learning",3,1
"Xa",0.881932239355812,2,"Learning",3,2
"Ya",0.118067760644188,2,"Learning",3,2
"Xb",1.28219073731591e-05,2,"Learning",3,2
"Yb",0.999987178092627,2,"Learning",3,2
"Xa",0.881932239355812,2,"Learning",3,3
"Ya",0.118067760644188,2,"Learning",3,3
"Xb",0.00074996248197851,2,"Learning",3,3
"Yb",0.999250037518021,2,"Learning",3,3
"Xa",0.999999988992952,2,"Planning",1,1
"Ya",1.10070480570186e-08,2,"Planning",1,1
"Xb",0.999999999982941,2,"Planning",1,1
"Yb",1.70589376648342e-11,2,"Planning",1,1
"Xa",0.999999999999957,2,"Planning",1,2
"Ya",4.32146524119846e-14,2,"Planning",1,2
"Xb",1,2,"Planning",1,2
"Yb",6.75186639969474e-17,2,"Planning",1,2
"Xa",0.999999999982941,2,"Planning",1,3
"Ya",1.70589376648341e-11,2,"Planning",1,3
"Xb",0.999999999999999,2,"Planning",1,3
"Yb",7.23417075052524e-16,2,"Planning",1,3
"Xa",0.5,2,"Planning",2,1
"Ya",0.5,2,"Planning",2,1
"Xb",0.999999988992952,2,"Planning",2,1
"Yb",1.10070480570186e-08,2,"Planning",2,1
"Xa",0.5,2,"Planning",2,2
"Ya",0.5,2,"Planning",2,2
"Xb",0.999999999999957,2,"Planning",2,2
"Yb",4.32146524119846e-14,2,"Planning",2,2
"Xa",0.5,2,"Planning",2,3
"Ya",0.5,2,"Planning",2,3
"Xb",0.999999999982941,2,"Planning",2,3
"Yb",1.70589376648342e-11,2,"Planning",2,3
"Xa",0.999999988992952,2,"Planning",3,1
"Ya",1.10070480570186e-08,2,"Planning",3,1
"Xb",1.70589376648342e-11,2,"Planning",3,1
"Yb",0.999999999982941,2,"Planning",3,1
"Xa",0.996589273227456,2,"Planning",3,2
"Ya",0.00341072677254414,2,"Planning",3,2
"Xb",6.75186639969474e-17,2,"Planning",3,2
"Yb",1,2,"Planning",3,2
"Xa",0.996589273227456,2,"Planning",3,3
"Ya",0.00341072677254414,2,"Planning",3,3
"Xb",1.42396440189007e-10,2,"Planning",3,3
"Yb",0.999999999857604,2,"Planning",3,3
"Xa",0.5,4,"Equality",1,1
"Xb",0.5,4,"Equality",1,1
"Ya",0.5,4,"Equality",1,1
"Yb",0.5,4,"Equality",1,1
"Xa",0.5,4,"Equality",1,2
"Xb",0.5,4,"Equality",1,2
"Ya",0.5,4,"Equality",1,2
"Yb",0.5,4,"Equality",1,2
"Xa",0.5,4,"Equality",1,3
"Xb",0.5,4,"Equality",1,3
"Ya",0.5,4,"Equality",1,3
"Yb",0.5,4,"Equality",1,3
"Xa",0.5,4,"Equality",2,1
"Xb",0.5,4,"Equality",2,1
"Ya",0.5,4,"Equality",2,1
"Yb",0.5,4,"Equality",2,1
"Xa",0.5,4,"Equality",2,2
"Xb",0.5,4,"Equality",2,2
"Ya",0.5,4,"Equality",2,2
"Yb",0.5,4,"Equality",2,2
"Xa",0.5,4,"Equality",2,3
"Xb",0.5,4,"Equality",2,3
"Ya",0.5,4,"Equality",2,3
"Yb",0.5,4,"Equality",2,3
"Xa",0.5,4,"Equality",3,1
"Xb",0.5,4,"Equality",3,1
"Ya",0.5,4,"Equality",3,1
"Yb",0.5,4,"Equality",3,1
"Xa",0.5,4,"Equality",3,2
"Xb",0.5,4,"Equality",3,2
"Ya",0.5,4,"Equality",3,2
"Yb",0.5,4,"Equality",3,2
"Xa",0.5,4,"Equality",3,3
"Xb",0.5,4,"Equality",3,3
"Ya",0.5,4,"Equality",3,3
"Yb",0.5,4,"Equality",3,3
"Xa",0.5,4,"Equity",1,1
"Ya",0.5,4,"Equity",1,1
"Xb",0.5,4,"Equity",1,1
"Yb",0.5,4,"Equity",1,1
"Xa",0.5,4,"Equity",1,2
"Ya",0.5,4,"Equity",1,2
"Xb",0.5,4,"Equity",1,2
"Yb",0.5,4,"Equity",1,2
"Xa",0.5,4,"Equity",1,3
"Ya",0.5,4,"Equity",1,3
"Xb",0.5,4,"Equity",1,3
"Yb",0.5,4,"Equity",1,3
"Xa",0.5,4,"Equity",2,1
"Ya",0.5,4,"Equity",2,1
"Xb",0.5,4,"Equity",2,1
"Yb",0.5,4,"Equity",2,1
"Xa",0.5,4,"Equity",2,2
"Ya",0.5,4,"Equity",2,2
"Xb",0.5,4,"Equity",2,2
"Yb",0.5,4,"Equity",2,2
"Xa",0.5,4,"Equity",2,3
"Ya",0.5,4,"Equity",2,3
"Xb",0.5,4,"Equity",2,3
"Yb",0.5,4,"Equity",2,3
"Xa",0.5,4,"Equity",3,1
"Ya",0.5,4,"Equity",3,1
"Xb",0.5,4,"Equity",3,1
"Yb",0.5,4,"Equity",3,1
"Xa",0.5,4,"Equity",3,2
"Ya",0.5,4,"Equity",3,2
"Xb",0.5,4,"Equity",3,2
"Yb",0.5,4,"Equity",3,2
"Xa",0.5,4,"Equity",3,3
"Ya",0.5,4,"Equity",3,3
"Xb",0.5,4,"Equity",3,3
"Yb",0.5,4,"Equity",3,3
"Xa",0.999999999999999,4,"Exploitation",1,1
"Ya",1.22301794827167e-15,4,"Exploitation",1,1
"Xb",1,4,"Exploitation",1,1
"Yb",7.35236169568731e-22,4,"Exploitation",1,1
"Xa",1,4,"Exploitation",1,2
"Ya",1.73044199497301e-26,4,"Exploitation",1,2
"Xb",1,4,"Exploitation",1,2
"Yb",1.06142168108101e-32,4,"Exploitation",1,2
"Xa",1,4,"Exploitation",1,3
"Ya",7.35236169568731e-22,4,"Exploitation",1,3
"Xb",1,4,"Exploitation",1,3
"Yb",1.01401472029435e-30,4,"Exploitation",1,3
"Xa",0.5,4,"Exploitation",2,1
"Ya",0.5,4,"Exploitation",2,1
"Xb",0.999999999999999,4,"Exploitation",2,1
"Yb",1.22301794827167e-15,4,"Exploitation",2,1
"Xa",0.5,4,"Exploitation",2,2
"Ya",0.5,4,"Exploitation",2,2
"Xb",1,4,"Exploitation",2,2
"Yb",1.73044199497301e-26,4,"Exploitation",2,2
"Xa",0.5,4,"Exploitation",2,3
"Ya",0.5,4,"Exploitation",2,3
"Xb",1,4,"Exploitation",2,3
"Yb",7.35236169568731e-22,4,"Exploitation",2,3
"Xa",0.999999999999999,4,"Exploitation",3,1
"Ya",1.22301794827167e-15,4,"Exploitation",3,1
"Xb",7.35236169568731e-22,4,"Exploitation",3,1
"Yb",1,4,"Exploitation",3,1
"Xa",0.999904637762006,4,"Exploitation",3,2
"Ya",9.53622379943713e-05,4,"Exploitation",3,2
"Xb",1.06142168108101e-32,4,"Exploitation",3,2
"Yb",1,4,"Exploitation",3,2
"Xa",0.999904637762006,4,"Exploitation",3,3
"Ya",9.53622379943713e-05,4,"Exploitation",3,3
"Xb",4.74619230175412e-19,4,"Exploitation",3,3
"Yb",1,4,"Exploitation",3,3
"Xa",0.5,4,"General",1,1
"Ya",0.5,4,"General",1,1
"Xb",0.5,4,"General",1,1
"Yb",0.5,4,"General",1,1
"Xa",0.5,4,"General",1,2
"Ya",0.5,4,"General",1,2
"Xb",0.5,4,"General",1,2
"Yb",0.5,4,"General",1,2
"Xa",0.5,4,"General",1,3
"Ya",0.5,4,"General",1,3
"Xb",0.5,4,"General",1,3
"Yb",0.5,4,"General",1,3
"Xa",0.5,4,"General",2,1
"Ya",0.5,4,"General",2,1
"Xb",0.5,4,"General",2,1
"Yb",0.5,4,"General",2,1
"Xa",0.5,4,"General",2,2
"Ya",0.5,4,"General",2,2
"Xb",0.5,4,"General",2,2
"Yb",0.5,4,"General",2,2
"Xa",0.5,4,"General",2,3
"Ya",0.5,4,"General",2,3
"Xb",0.5,4,"General",2,3
"Yb",0.5,4,"General",2,3
"Xa",0.5,4,"General",3,1
"Ya",0.5,4,"General",3,1
"Xb",0.5,4,"General",3,1
"Yb",0.5,4,"General",3,1
"Xa",0.5,4,"General",3,2
"Ya",0.5,4,"General",3,2
"Xb",0.5,4,"General",3,2
"Yb",0.5,4,"General",3,2
"Xa",0.5,4,"General",3,3
"Ya",0.5,4,"General",3,3
"Xb",0.5,4,"General",3,3
"Yb",0.5,4,"General",3,3
"Xa",0.999999666043483,4,"Learning",1,1
"Ya",3.33956517330579e-07,4,"Learning",1,1
"Xb",0.999999997764205,4,"Learning",1,1
"Yb",2.23579510915697e-09,4,"Learning",1,1
"Xa",0.999999999983883,4,"Learning",1,2
"Ya",1.61172699431612e-11,4,"Learning",1,2
"Xb",0.999999999999892,4,"Learning",1,2
"Yb",1.07887601906103e-13,4,"Learning",1,2
"Xa",0.999999997764205,4,"Learning",1,3
"Ya",2.23579510915697e-09,4,"Learning",1,3
"Xb",0.999999999999271,4,"Learning",1,3
"Yb",7.29166276498784e-13,4,"Learning",1,3
"Xa",0.5,4,"Learning",2,1
"Ya",0.5,4,"Learning",2,1
"Xb",0.999999666043483,4,"Learning",2,1
"Yb",3.33956517330578e-07,4,"Learning",2,1
"Xa",0.5,4,"Learning",2,2
"Ya",0.5,4,"Learning",2,2
"Xb",0.999999999983883,4,"Learning",2,2
"Yb",1.61172699431612e-11,4,"Learning",2,2
"Xa",0.5,4,"Learning",2,3
"Ya",0.5,4,"Learning",2,3
"Xb",0.999999997764205,4,"Learning",2,3
"Yb",2.23579510915697e-09,4,"Learning",2,3
"Xa",0.999999666043483,4,"Learning",3,1
"Ya",3.33956517330579e-07,4,"Learning",3,1
"Xb",2.23579510915697e-09,4,"Learning",3,1
"Yb",0.999999997764205,4,"Learning",3,1
"Xa",0.991496964833892,4,"Learning",3,2
"Ya",0.00850303516610826,4,"Learning",3,2
"Xb",1.07887601906103e-13,4,"Learning",3,2
"Yb",0.999999999999892,4,"Learning",3,2
"Xa",0.991496964833892,4,"Learning",3,3
"Ya",0.00850303516610834,4,"Learning",3,3
"Xb",9.76671003132294e-09,4,"Learning",3,3
"Yb",0.99999999023329,4,"Learning",3,3
"Xa",1,4,"Planning",1,1
"Ya",1.64130412551035e-28,4,"Planning",1,1
"Xb",1,4,"Planning",1,1
"Yb",9.00233637791466e-42,4,"Planning",1,1
"Xa",1,4,"Planning",1,2
"Ya",3.16982180827036e-50,4,"Planning",1,2
"Xb",1,4,"Planning",1,2
"Yb",1.75257672496481e-63,4,"Planning",1,2
"Xa",1,4,"Planning",1,3
"Ya",9.00233637791466e-42,4,"Planning",1,3
"Xb",1,4,"Planning",1,3
"Yb",9.54490461155843e-60,4,"Planning",1,3
"Xa",0.5,4,"Planning",2,1
"Ya",0.5,4,"Planning",2,1
"Xb",1,4,"Planning",2,1
"Yb",1.64130412551034e-28,4,"Planning",2,1
"Xa",0.5,4,"Planning",2,2
