"agent","p_model","subject","model","competence_structure","scenario"
"Yb",0.5,263,"Exploitation",2,3
"Xa",0.5,263,"Exploitation",3,1
"Ya",0.5,263,"Exploitation",3,1
"Xb",0.5,263,"Exploitation",3,1
"Yb",0.5,263,"Exploitation",3,1
"Xa",0.5,263,"Exploitation",3,2
"Ya",0.5,263,"Exploitation",3,2
"Xb",0.5,263,"Exploitation",3,2
"Yb",0.5,263,"Exploitation",3,2
"Xa",0.5,263,"Exploitation",3,3
"Ya",0.5,263,"Exploitation",3,3
"Xb",0.5,263,"Exploitation",3,3
"Yb",0.5,263,"Exploitation",3,3
"Xa",0.5,263,"General",1,1
"Ya",0.5,263,"General",1,1
"Xb",0.5,263,"General",1,1
"Yb",0.5,263,"General",1,1
"Xa",0.5,263,"General",1,2
"Ya",0.5,263,"General",1,2
"Xb",0.5,263,"General",1,2
"Yb",0.5,263,"General",1,2
"Xa",0.5,263,"General",1,3
"Ya",0.5,263,"General",1,3
"Xb",0.5,263,"General",1,3
"Yb",0.5,263,"General",1,3
"Xa",0.5,263,"General",2,1
"Ya",0.5,263,"General",2,1
"Xb",0.5,263,"General",2,1
"Yb",0.5,263,"General",2,1
"Xa",0.5,263,"General",2,2
"Ya",0.5,263,"General",2,2
"Xb",0.5,263,"General",2,2
"Yb",0.5,263,"General",2,2
"Xa",0.5,263,"General",2,3
"Ya",0.5,263,"General",2,3
"Xb",0.5,263,"General",2,3
"Yb",0.5,263,"General",2,3
"Xa",0.5,263,"General",3,1
"Ya",0.5,263,"General",3,1
"Xb",0.5,263,"General",3,1
"Yb",0.5,263,"General",3,1
"Xa",0.5,263,"General",3,2
"Ya",0.5,263,"General",3,2
"Xb",0.5,263,"General",3,2
"Yb",0.5,263,"General",3,2
"Xa",0.5,263,"General",3,3
"Ya",0.5,263,"General",3,3
"Xb",0.5,263,"General",3,3
"Yb",0.5,263,"General",3,3
"Xa",0.5,263,"Learning",1,1
"Ya",0.5,263,"Learning",1,1
"Xb",0.5,263,"Learning",1,1
"Yb",0.5,263,"Learning",1,1
"Xa",0.5,263,"Learning",1,2
"Ya",0.5,263,"Learning",1,2
"Xb",0.5,263,"Learning",1,2
"Yb",0.5,263,"Learning",1,2
"Xa",0.5,263,"Learning",1,3
"Ya",0.5,263,"Learning",1,3
"Xb",0.5,263,"Learning",1,3
"Yb",0.5,263,"Learning",1,3
"Xa",0.5,263,"Learning",2,1
"Ya",0.5,263,"Learning",2,1
"Xb",0.5,263,"Learning",2,1
"Yb",0.5,263,"Learning",2,1
"Xa",0.5,263,"Learning",2,2
"Ya",0.5,263,"Learning",2,2
"Xb",0.5,263,"Learning",2,2
"Yb",0.5,263,"Learning",2,2
"Xa",0.5,263,"Learning",2,3
"Ya",0.5,263,"Learning",2,3
"Xb",0.5,263,"Learning",2,3
"Yb",0.5,263,"Learning",2,3
"Xa",0.5,263,"Learning",3,1
"Ya",0.5,263,"Learning",3,1
"Xb",0.5,263,"Learning",3,1
"Yb",0.5,263,"Learning",3,1
"Xa",0.5,263,"Learning",3,2
"Ya",0.5,263,"Learning",3,2
"Xb",0.5,263,"Learning",3,2
"Yb",0.5,263,"Learning",3,2
"Xa",0.5,263,"Learning",3,3
"Ya",0.5,263,"Learning",3,3
"Xb",0.5,263,"Learning",3,3
"Yb",0.5,263,"Learning",3,3
"Xa",0.145755948705818,263,"Planning",1,1
"Xb",0.854244051294181,263,"Planning",1,1
"Ya",0.854244051294181,263,"Planning",1,1
"Yb",0.145755948705818,263,"Planning",1,1
"Xa",0.128747146040411,263,"Planning",1,2
"Xb",0.871252853959589,263,"Planning",1,2
"Ya",0.871252853959589,263,"Planning",1,2
"Yb",0.128747146040411,263,"Planning",1,2
"Xa",0.0225820841819488,263,"Planning",1,3
"Xb",0.977417915818051,263,"Planning",1,3
"Ya",0.977417915818051,263,"Planning",1,3
"Yb",0.0225820841819488,263,"Planning",1,3
"Xa",0.00058031844105532,263,"Planning",2,1
"Xb",0.999419681558945,263,"Planning",2,1
"Ya",0.999419681558945,263,"Planning",2,1
"Yb",0.00058031844105532,263,"Planning",2,1
"Xa",4.16691818640747e-06,263,"Planning",2,2
"Xb",0.999995833081814,263,"Planning",2,2
"Ya",0.999995833081814,263,"Planning",2,2
"Yb",4.16691818640747e-06,263,"Planning",2,2
"Xa",4.58493878126813e-05,263,"Planning",2,3
"Xb",0.999954150612187,263,"Planning",2,3
"Ya",0.999954150612187,263,"Planning",2,3
"Yb",4.58493878126813e-05,263,"Planning",2,3
"Xa",0.999999981339225,263,"Planning",3,1
"Xb",1.86607747523823e-08,263,"Planning",3,1
"Ya",1.86607747523823e-08,263,"Planning",3,1
"Yb",0.999999981339225,263,"Planning",3,1
"Xa",0.999999976945414,263,"Planning",3,2
"Xb",2.30545857515346e-08,263,"Planning",3,2
"Ya",2.30545857515346e-08,263,"Planning",3,2
"Yb",0.999999976945414,263,"Planning",3,2
"Xa",0.999994745046653,263,"Planning",3,3
"Xb",5.25495334748613e-06,263,"Planning",3,3
"Ya",5.25495334748613e-06,263,"Planning",3,3
"Yb",0.999994745046653,263,"Planning",3,3
"Xa",0.5,264,"Equality",1,1
"Xb",0.5,264,"Equality",1,1
"Ya",0.5,264,"Equality",1,1
"Yb",0.5,264,"Equality",1,1
"Xa",0.5,264,"Equality",1,2
"Xb",0.5,264,"Equality",1,2
"Ya",0.5,264,"Equality",1,2
"Yb",0.5,264,"Equality",1,2
"Xa",0.5,264,"Equality",1,3
"Xb",0.5,264,"Equality",1,3
"Ya",0.5,264,"Equality",1,3
"Yb",0.5,264,"Equality",1,3
"Xa",0.5,264,"Equality",2,1
"Xb",0.5,264,"Equality",2,1
"Ya",0.5,264,"Equality",2,1
"Yb",0.5,264,"Equality",2,1
"Xa",0.5,264,"Equality",2,2
"Xb",0.5,264,"Equality",2,2
"Ya",0.5,264,"Equality",2,2
"Yb",0.5,264,"Equality",2,2
"Xa",0.5,264,"Equality",2,3
"Xb",0.5,264,"Equality",2,3
"Ya",0.5,264,"Equality",2,3
"Yb",0.5,264,"Equality",2,3
"Xa",0.5,264,"Equality",3,1
"Xb",0.5,264,"Equality",3,1
"Ya",0.5,264,"Equality",3,1
"Yb",0.5,264,"Equality",3,1
"Xa",0.5,264,"Equality",3,2
"Xb",0.5,264,"Equality",3,2
"Ya",0.5,264,"Equality",3,2
"Yb",0.5,264,"Equality",3,2
"Xa",0.5,264,"Equality",3,3
"Xb",0.5,264,"Equality",3,3
"Ya",0.5,264,"Equality",3,3
"Yb",0.5,264,"Equality",3,3
"Xa",0.5,264,"Equity",1,1
"Ya",0.5,264,"Equity",1,1
"Xb",0.5,264,"Equity",1,1
"Yb",0.5,264,"Equity",1,1
"Xa",0.5,264,"Equity",1,2
"Ya",0.5,264,"Equity",1,2
"Xb",0.5,264,"Equity",1,2
"Yb",0.5,264,"Equity",1,2
"Xa",0.5,264,"Equity",1,3
"Ya",0.5,264,"Equity",1,3
"Xb",0.5,264,"Equity",1,3
"Yb",0.5,264,"Equity",1,3
"Xa",0.5,264,"Equity",2,1
"Ya",0.5,264,"Equity",2,1
"Xb",0.5,264,"Equity",2,1
"Yb",0.5,264,"Equity",2,1
"Xa",0.5,264,"Equity",2,2
"Ya",0.5,264,"Equity",2,2
"Xb",0.5,264,"Equity",2,2
"Yb",0.5,264,"Equity",2,2
"Xa",0.5,264,"Equity",2,3
"Ya",0.5,264,"Equity",2,3
"Xb",0.5,264,"Equity",2,3
"Yb",0.5,264,"Equity",2,3
"Xa",0.5,264,"Equity",3,1
"Ya",0.5,264,"Equity",3,1
"Xb",0.5,264,"Equity",3,1
"Yb",0.5,264,"Equity",3,1
"Xa",0.5,264,"Equity",3,2
"Ya",0.5,264,"Equity",3,2
"Xb",0.5,264,"Equity",3,2
"Yb",0.5,264,"Equity",3,2
"Xa",0.5,264,"Equity",3,3
"Ya",0.5,264,"Equity",3,3
"Xb",0.5,264,"Equity",3,3
"Yb",0.5,264,"Equity",3,3
"Xa",0.999999988992952,264,"Exploitation",1,1
"Ya",1.10070480570186e-08,264,"Exploitation",1,1
"Xb",0.999999999982941,264,"Exploitation",1,1
"Yb",1.70589376648342e-11,264,"Exploitation",1,1
"Xa",0.999999999999957,264,"Exploitation",1,2
"Ya",4.32146524119846e-14,264,"Exploitation",1,2
"Xb",1,264,"Exploitation",1,2
"Yb",6.75186639969474e-17,264,"Exploitation",1,2
"Xa",0.999999999982941,264,"Exploitation",1,3
"Ya",1.70589376648341e-11,264,"Exploitation",1,3
"Xb",0.999999999999999,264,"Exploitation",1,3
"Yb",7.23417075052524e-16,264,"Exploitation",1,3
"Xa",0.5,264,"Exploitation",2,1
"Ya",0.5,264,"Exploitation",2,1
"Xb",0.999999988992952,264,"Exploitation",2,1
"Yb",1.10070480570186e-08,264,"Exploitation",2,1
"Xa",0.5,264,"Exploitation",2,2
"Ya",0.5,264,"Exploitation",2,2
"Xb",0.999999999999957,264,"Exploitation",2,2
"Yb",4.32146524119846e-14,264,"Exploitation",2,2
"Xa",0.5,264,"Exploitation",2,3
"Ya",0.5,264,"Exploitation",2,3
"Xb",0.999999999982941,264,"Exploitation",2,3
"Yb",1.70589376648341e-11,264,"Exploitation",2,3
"Xa",0.999999988992952,264,"Exploitation",3,1
"Ya",1.10070480570186e-08,264,"Exploitation",3,1
"Xb",1.70589376648342e-11,264,"Exploitation",3,1
"Yb",0.999999999982941,264,"Exploitation",3,1
"Xa",0.996589273227456,264,"Exploitation",3,2
"Ya",0.00341072677254411,264,"Exploitation",3,2
"Xb",6.75186639969474e-17,264,"Exploitation",3,2
"Yb",1,264,"Exploitation",3,2
"Xa",0.996589273227456,264,"Exploitation",3,3
"Ya",0.00341072677254411,264,"Exploitation",3,3
"Xb",1.42396440189007e-10,264,"Exploitation",3,3
"Yb",0.999999999857604,264,"Exploitation",3,3
"Xa",0.727797959287463,264,"General",1,1
"Ya",0.272202040712537,264,"General",1,1
"Xb",0.272202040712537,264,"General",1,1
"Yb",0.727797959287463,264,"General",1,1
"Xa",0.736776352623641,264,"General",1,2
"Ya",0.263223647376359,264,"General",1,2
"Xb",0.263223647376359,264,"General",1,2
"Yb",0.736776352623641,264,"General",1,2
"Xa",0.874162546449515,264,"General",1,3
"Ya",0.125837453550485,264,"General",1,3
"Xb",0.125837453550485,264,"General",1,3
"Yb",0.874162546449515,264,"General",1,3
"Xa",0.979866506885716,264,"General",2,1
"Ya",0.0201334931142839,264,"General",2,1
"Xb",0.0201334931142839,264,"General",2,1
"Yb",0.979866506885716,264,"General",2,1
"Xa",0.998220748318415,264,"General",2,2
"Ya",0.00177925168158514,264,"General",2,2
"Xb",0.00177925168158514,264,"General",2,2
"Yb",0.998220748318415,264,"General",2,2
"Xa",0.993538122371396,264,"General",2,3
"Ya",0.00646187762860407,264,"General",2,3
"Xb",0.00646187762860407,264,"General",2,3
"Yb",0.993538122371396,264,"General",2,3
"Xa",0.00012260032691241,264,"General",3,1
"Ya",0.999877399673088,264,"General",3,1
"Xb",0.999877399673088,264,"General",3,1
"Yb",0.00012260032691241,264,"General",3,1
"Xa",0.00014139983456331,264,"General",3,2
"Ya",0.999858600165437,264,"General",3,2
"Xb",0.999858600165437,264,"General",3,2
"Yb",0.00014139983456331,264,"General",3,2
"Xa",0.00206003126835797,264,"General",3,3
"Ya",0.997939968731642,264,"General",3,3
"Xb",0.997939968731642,264,"General",3,3
"Yb",0.00206003126835797,264,"General",3,3
"Xa",0.999999988992952,264,"Learning",1,1
"Ya",1.10070480570186e-08,264,"Learning",1,1
"Xb",0.999999999982941,264,"Learning",1,1
"Yb",1.70589376648342e-11,264,"Learning",1,1
"Xa",0.999999999999957,264,"Learning",1,2
"Ya",4.32146524119845e-14,264,"Learning",1,2
"Xb",1,264,"Learning",1,2
"Yb",6.75186639969474e-17,264,"Learning",1,2
"Xa",0.999999999982941,264,"Learning",1,3
"Ya",1.70589376648342e-11,264,"Learning",1,3
"Xb",0.999999999999999,264,"Learning",1,3
"Yb",7.23417075052524e-16,264,"Learning",1,3
"Xa",0.5,264,"Learning",2,1
"Ya",0.5,264,"Learning",2,1
"Xb",0.999999988992952,264,"Learning",2,1
"Yb",1.10070480570186e-08,264,"Learning",2,1
"Xa",0.5,264,"Learning",2,2
"Ya",0.5,264,"Learning",2,2
"Xb",0.999999999999957,264,"Learning",2,2
"Yb",4.32146524119846e-14,264,"Learning",2,2
"Xa",0.5,264,"Learning",2,3
"Ya",0.5,264,"Learning",2,3
"Xb",0.999999999982941,264,"Learning",2,3
"Yb",1.70589376648342e-11,264,"Learning",2,3
"Xa",0.999999988992952,264,"Learning",3,1
"Ya",1.10070480570186e-08,264,"Learning",3,1
"Xb",1.70589376648342e-11,264,"Learning",3,1
"Yb",0.999999999982941,264,"Learning",3,1
"Xa",0.996589273227456,264,"Learning",3,2
"Ya",0.00341072677254411,264,"Learning",3,2
"Xb",6.75186639969474e-17,264,"Learning",3,2
"Yb",1,264,"Learning",3,2
"Xa",0.996589273227456,264,"Learning",3,3
"Ya",0.00341072677254412,264,"Learning",3,3
"Xb",1.42396440189007e-10,264,"Learning",3,3
"Yb",0.999999999857604,264,"Learning",3,3
"Xa",0.145755948705818,264,"Planning",1,1
"Xb",0.854244051294181,264,"Planning",1,1
"Ya",0.854244051294181,264,"Planning",1,1
"Yb",0.145755948705818,264,"Planning",1,1
"Xa",0.128747146040411,264,"Planning",1,2
"Xb",0.871252853959589,264,"Planning",1,2
"Ya",0.871252853959589,264,"Planning",1,2
"Yb",0.128747146040411,264,"Planning",1,2
"Xa",0.0225820841819488,264,"Planning",1,3
"Xb",0.977417915818051,264,"Planning",1,3
"Ya",0.977417915818051,264,"Planning",1,3
"Yb",0.0225820841819488,264,"Planning",1,3
"Xa",0.00058031844105532,264,"Planning",2,1
"Xb",0.999419681558945,264,"Planning",2,1
"Ya",0.999419681558945,264,"Planning",2,1
"Yb",0.00058031844105532,264,"Planning",2,1
"Xa",4.16691818640747e-06,264,"Planning",2,2
"Xb",0.999995833081814,264,"Planning",2,2
"Ya",0.999995833081814,264,"Planning",2,2
"Yb",4.16691818640747e-06,264,"Planning",2,2
"Xa",4.58493878126813e-05,264,"Planning",2,3
"Xb",0.999954150612187,264,"Planning",2,3
"Ya",0.999954150612187,264,"Planning",2,3
"Yb",4.58493878126813e-05,264,"Planning",2,3
"Xa",0.999999981339225,264,"Planning",3,1
"Xb",1.86607747523823e-08,264,"Planning",3,1
"Ya",1.86607747523823e-08,264,"Planning",3,1
"Yb",0.999999981339225,264,"Planning",3,1
"Xa",0.999999976945414,264,"Planning",3,2
"Xb",2.30545857515346e-08,264,"Planning",3,2
"Ya",2.30545857515346e-08,264,"Planning",3,2
"Yb",0.999999976945414,264,"Planning",3,2
"Xa",0.999994745046653,264,"Planning",3,3
"Xb",5.25495334748613e-06,264,"Planning",3,3
"Ya",5.25495334748613e-06,264,"Planning",3,3
"Yb",0.999994745046653,264,"Planning",3,3
"Xa",0.5,265,"Equality",1,1
"Xb",0.5,265,"Equality",1,1
"Ya",0.5,265,"Equality",1,1
"Yb",0.5,265,"Equality",1,1
"Xa",0.5,265,"Equality",1,2
"Xb",0.5,265,"Equality",1,2
"Ya",0.5,265,"Equality",1,2
"Yb",0.5,265,"Equality",1,2
"Xa",0.5,265,"Equality",1,3
"Xb",0.5,265,"Equality",1,3
"Ya",0.5,265,"Equality",1,3
"Yb",0.5,265,"Equality",1,3
"Xa",0.5,265,"Equality",2,1
"Xb",0.5,265,"Equality",2,1
"Ya",0.5,265,"Equality",2,1
"Yb",0.5,265,"Equality",2,1
"Xa",0.5,265,"Equality",2,2
"Xb",0.5,265,"Equality",2,2
"Ya",0.5,265,"Equality",2,2
"Yb",0.5,265,"Equality",2,2
"Xa",0.5,265,"Equality",2,3
"Xb",0.5,265,"Equality",2,3
"Ya",0.5,265,"Equality",2,3
"Yb",0.5,265,"Equality",2,3
"Xa",0.5,265,"Equality",3,1
"Xb",0.5,265,"Equality",3,1
"Ya",0.5,265,"Equality",3,1
"Yb",0.5,265,"Equality",3,1
"Xa",0.5,265,"Equality",3,2
"Xb",0.5,265,"Equality",3,2
"Ya",0.5,265,"Equality",3,2
"Yb",0.5,265,"Equality",3,2
"Xa",0.5,265,"Equality",3,3
"Xb",0.5,265,"Equality",3,3
"Ya",0.5,265,"Equality",3,3
"Yb",0.5,265,"Equality",3,3
"Xa",1.10070480570186e-08,265,"Equity",1,1
"Ya",0.999999988992952,265,"Equity",1,1
"Xb",1.70589376648342e-11,265,"Equity",1,1
"Yb",0.999999999982941,265,"Equity",1,1
"Xa",4.32146524119845e-14,265,"Equity",1,2
"Ya",0.999999999999957,265,"Equity",1,2
"Xb",6.75186639969473e-17,265,"Equity",1,2
"Yb",1,265,"Equity",1,2
"Xa",1.70589376648342e-11,265,"Equity",1,3
"Ya",0.999999999982941,265,"Equity",1,3
"Xb",7.23417075052524e-16,265,"Equity",1,3
"Yb",0.999999999999999,265,"Equity",1,3
"Xa",0.5,265,"Equity",2,1
"Ya",0.5,265,"Equity",2,1
"Xb",1.10070480570186e-08,265,"Equity",2,1
"Yb",0.999999988992952,265,"Equity",2,1
"Xa",0.5,265,"Equity",2,2
"Ya",0.5,265,"Equity",2,2
"Xb",4.32146524119846e-14,265,"Equity",2,2
"Yb",0.999999999999957,265,"Equity",2,2
"Xa",0.5,265,"Equity",2,3
"Ya",0.5,265,"Equity",2,3
"Xb",1.70589376648341e-11,265,"Equity",2,3
"Yb",0.999999999982941,265,"Equity",2,3
"Xa",1.10070480570186e-08,265,"Equity",3,1
"Ya",0.999999988992952,265,"Equity",3,1
"Xb",0.999999999982941,265,"Equity",3,1
"Yb",1.70589376648342e-11,265,"Equity",3,1
"Xa",0.00341072677254412,265,"Equity",3,2
"Ya",0.996589273227456,265,"Equity",3,2
"Xb",1,265,"Equity",3,2
"Yb",6.75186639969474e-17,265,"Equity",3,2
"Xa",0.00341072677254412,265,"Equity",3,3
"Ya",0.996589273227456,265,"Equity",3,3
"Xb",0.999999999857604,265,"Equity",3,3
"Yb",1.42396440189007e-10,265,"Equity",3,3
"Xa",0.5,265,"Exploitation",1,1
"Ya",0.5,265,"Exploitation",1,1
"Xb",0.5,265,"Exploitation",1,1
"Yb",0.5,265,"Exploitation",1,1
"Xa",0.5,265,"Exploitation",1,2
"Ya",0.5,265,"Exploitation",1,2
"Xb",0.5,265,"Exploitation",1,2
"Yb",0.5,265,"Exploitation",1,2
"Xa",0.5,265,"Exploitation",1,3
"Ya",0.5,265,"Exploitation",1,3
"Xb",0.5,265,"Exploitation",1,3
"Yb",0.5,265,"Exploitation",1,3
"Xa",0.5,265,"Exploitation",2,1
"Ya",0.5,265,"Exploitation",2,1
"Xb",0.5,265,"Exploitation",2,1
"Yb",0.5,265,"Exploitation",2,1
"Xa",0.5,265,"Exploitation",2,2
"Ya",0.5,265,"Exploitation",2,2
"Xb",0.5,265,"Exploitation",2,2
"Yb",0.5,265,"Exploitation",2,2
"Xa",0.5,265,"Exploitation",2,3
"Ya",0.5,265,"Exploitation",2,3
"Xb",0.5,265,"Exploitation",2,3
"Yb",0.5,265,"Exploitation",2,3
"Xa",0.5,265,"Exploitation",3,1
"Ya",0.5,265,"Exploitation",3,1
"Xb",0.5,265,"Exploitation",3,1
"Yb",0.5,265,"Exploitation",3,1
"Xa",0.5,265,"Exploitation",3,2
"Ya",0.5,265,"Exploitation",3,2
"Xb",0.5,265,"Exploitation",3,2
"Yb",0.5,265,"Exploitation",3,2
"Xa",0.5,265,"Exploitation",3,3
"Ya",0.5,265,"Exploitation",3,3
"Xb",0.5,265,"Exploitation",3,3
"Yb",0.5,265,"Exploitation",3,3
"Xa",0.5,265,"General",1,1
"Ya",0.5,265,"General",1,1
"Xb",0.5,265,"General",1,1
"Yb",0.5,265,"General",1,1
"Xa",0.5,265,"General",1,2
"Ya",0.5,265,"General",1,2
"Xb",0.5,265,"General",1,2
"Yb",0.5,265,"General",1,2
"Xa",0.5,265,"General",1,3
"Ya",0.5,265,"General",1,3
"Xb",0.5,265,"General",1,3
"Yb",0.5,265,"General",1,3
"Xa",0.5,265,"General",2,1
"Ya",0.5,265,"General",2,1
"Xb",0.5,265,"General",2,1
"Yb",0.5,265,"General",2,1
"Xa",0.5,265,"General",2,2
"Ya",0.5,265,"General",2,2
"Xb",0.5,265,"General",2,2
"Yb",0.5,265,"General",2,2
"Xa",0.5,265,"General",2,3
"Ya",0.5,265,"General",2,3
"Xb",0.5,265,"General",2,3
"Yb",0.5,265,"General",2,3
"Xa",0.5,265,"General",3,1
"Ya",0.5,265,"General",3,1
"Xb",0.5,265,"General",3,1
"Yb",0.5,265,"General",3,1
"Xa",0.5,265,"General",3,2
"Ya",0.5,265,"General",3,2
"Xb",0.5,265,"General",3,2
"Yb",0.5,265,"General",3,2
"Xa",0.5,265,"General",3,3
"Ya",0.5,265,"General",3,3
"Xb",0.5,265,"General",3,3
"Yb",0.5,265,"General",3,3
"Xa",0.999569723323416,265,"Learning",1,1
"Ya",0.00043027667658451,265,"Learning",1,1
"Xb",0.999956800705737,265,"Learning",1,1
"Yb",4.31992942625702e-05,265,"Learning",1,1
"Xa",0.999996895978467,265,"Learning",1,2
"Ya",3.10402153295365e-06,265,"Learning",1,2
"Xb",0.999999694326741,265,"Learning",1,2
"Yb",3.05673259382445e-07,265,"Learning",1,2
"Xa",0.999956800705737,265,"Learning",1,3
"Ya",4.31992942625702e-05,265,"Learning",1,3
"Xb",0.999999195611644,265,"Learning",1,3
"Yb",8.04388355802599e-07,265,"Learning",1,3
"Xa",0.5,265,"Learning",2,1
"Ya",0.5,265,"Learning",2,1
"Xb",0.999569723323416,265,"Learning",2,1
"Yb",0.00043027667658451,265,"Learning",2,1
"Xa",0.5,265,"Learning",2,2
"Ya",0.5,265,"Learning",2,2
"Xb",0.999996895978467,265,"Learning",2,2
"Yb",3.10402153295365e-06,265,"Learning",2,2
"Xa",0.5,265,"Learning",2,3
"Ya",0.5,265,"Learning",2,3
"Xb",0.999956800705737,265,"Learning",2,3
"Yb",4.31992942625702e-05,265,"Learning",2,3
"Xa",0.999569723323416,265,"Learning",3,1
"Ya",0.00043027667658451,265,"Learning",3,1
"Xb",4.31992942625702e-05,265,"Learning",3,1
"Yb",0.999956800705737,265,"Learning",3,1
"Xa",0.932180280229945,265,"Learning",3,2
"Ya",0.0678197197700552,265,"Learning",3,2
"Xb",3.05673259382445e-07,265,"Learning",3,2
"Yb",0.999999694326741,265,"Learning",3,2
"Xa",0.932180280229945,265,"Learning",3,3
"Ya",0.0678197197700552,265,"Learning",3,3
"Xb",7.31430710230339e-05,265,"Learning",3,3
"Yb",0.999926856928977,265,"Learning",3,3
"Xa",0.145755948705818,265,"Planning",1,1
"Xb",0.854244051294181,265,"Planning",1,1
"Ya",0.854244051294181,265,"Planning",1,1
"Yb",0.145755948705818,265,"Planning",1,1
"Xa",0.128747146040411,265,"Planning",1,2
"Xb",0.871252853959589,265,"Planning",1,2
"Ya",0.871252853959589,265,"Planning",1,2
"Yb",0.128747146040411,265,"Planning",1,2
"Xa",0.0225820841819488,265,"Planning",1,3
"Xb",0.977417915818051,265,"Planning",1,3
"Ya",0.977417915818051,265,"Planning",1,3
"Yb",0.0225820841819488,265,"Planning",1,3
"Xa",0.00058031844105532,265,"Planning",2,1
"Xb",0.999419681558945,265,"Planning",2,1
"Ya",0.999419681558945,265,"Planning",2,1
"Yb",0.00058031844105532,265,"Planning",2,1
"Xa",4.16691818640747e-06,265,"Planning",2,2
"Xb",0.999995833081814,265,"Planning",2,2
"Ya",0.999995833081814,265,"Planning",2,2
"Yb",4.16691818640747e-06,265,"Planning",2,2
"Xa",4.58493878126813e-05,265,"Planning",2,3
"Xb",0.999954150612187,265,"Planning",2,3
"Ya",0.999954150612187,265,"Planning",2,3
"Yb",4.58493878126813e-05,265,"Planning",2,3
"Xa",0.999999981339225,265,"Planning",3,1
"Xb",1.86607747523823e-08,265,"Planning",3,1
"Ya",1.86607747523823e-08,265,"Planning",3,1
"Yb",0.999999981339225,265,"Planning",3,1
"Xa",0.999999976945414,265,"Planning",3,2
"Xb",2.30545857515346e-08,265,"Planning",3,2
"Ya",2.30545857515346e-08,265,"Planning",3,2
"Yb",0.999999976945414,265,"Planning",3,2
"Xa",0.999994745046653,265,"Planning",3,3
"Xb",5.25495334748613e-06,265,"Planning",3,3
"Ya",5.25495334748613e-06,265,"Planning",3,3
"Yb",0.999994745046653,265,"Planning",3,3
"Xa",0.5,266,"Equality",1,1
"Xb",0.5,266,"Equality",1,1
"Ya",0.5,266,"Equality",1,1
"Yb",0.5,266,"Equality",1,1
"Xa",0.5,266,"Equality",1,2
"Xb",0.5,266,"Equality",1,2
"Ya",0.5,266,"Equality",1,2
"Yb",0.5,266,"Equality",1,2
"Xa",0.5,266,"Equality",1,3
"Xb",0.5,266,"Equality",1,3
"Ya",0.5,266,"Equality",1,3
"Yb",0.5,266,"Equality",1,3
"Xa",0.5,266,"Equality",2,1
"Xb",0.5,266,"Equality",2,1
"Ya",0.5,266,"Equality",2,1
"Yb",0.5,266,"Equality",2,1
"Xa",0.5,266,"Equality",2,2
"Xb",0.5,266,"Equality",2,2
"Ya",0.5,266,"Equality",2,2
"Yb",0.5,266,"Equality",2,2
"Xa",0.5,266,"Equality",2,3
"Xb",0.5,266,"Equality",2,3
"Ya",0.5,266,"Equality",2,3
"Yb",0.5,266,"Equality",2,3
"Xa",0.5,266,"Equality",3,1
"Xb",0.5,266,"Equality",3,1
"Ya",0.5,266,"Equality",3,1
"Yb",0.5,266,"Equality",3,1
"Xa",0.5,266,"Equality",3,2
"Xb",0.5,266,"Equality",3,2
"Ya",0.5,266,"Equality",3,2
"Yb",0.5,266,"Equality",3,2
"Xa",0.5,266,"Equality",3,3
"Xb",0.5,266,"Equality",3,3
"Ya",0.5,266,"Equality",3,3
"Yb",0.5,266,"Equality",3,3
"Xa",0.5,266,"Equity",1,1
"Ya",0.5,266,"Equity",1,1
"Xb",0.5,266,"Equity",1,1
"Yb",0.5,266,"Equity",1,1
"Xa",0.5,266,"Equity",1,2
"Ya",0.5,266,"Equity",1,2
"Xb",0.5,266,"Equity",1,2
"Yb",0.5,266,"Equity",1,2
"Xa",0.5,266,"Equity",1,3
"Ya",0.5,266,"Equity",1,3
"Xb",0.5,266,"Equity",1,3
"Yb",0.5,266,"Equity",1,3
"Xa",0.5,266,"Equity",2,1
"Ya",0.5,266,"Equity",2,1
"Xb",0.5,266,"Equity",2,1
"Yb",0.5,266,"Equity",2,1
"Xa",0.5,266,"Equity",2,2
"Ya",0.5,266,"Equity",2,2
"Xb",0.5,266,"Equity",2,2
"Yb",0.5,266,"Equity",2,2
"Xa",0.5,266,"Equity",2,3
"Ya",0.5,266,"Equity",2,3
"Xb",0.5,266,"Equity",2,3
"Yb",0.5,266,"Equity",2,3
"Xa",0.5,266,"Equity",3,1
"Ya",0.5,266,"Equity",3,1
"Xb",0.5,266,"Equity",3,1
"Yb",0.5,266,"Equity",3,1
"Xa",0.5,266,"Equity",3,2
"Ya",0.5,266,"Equity",3,2
"Xb",0.5,266,"Equity",3,2
"Yb",0.5,266,"Equity",3,2
"Xa",0.5,266,"Equity",3,3
"Ya",0.5,266,"Equity",3,3
"Xb",0.5,266,"Equity",3,3
"Yb",0.5,266,"Equity",3,3
"Xa",0.999988747119757,266,"Exploitation",1,1
"Ya",1.12528802427873e-05,266,"Exploitation",1,1
"Xb",0.999999695534341,266,"Exploitation",1,1
"Yb",3.04465659336474e-07,266,"Exploitation",1,1
"Xa",0.99999999333797,266,"Exploitation",1,2
"Ya",6.66202962261407e-09,266,"Exploitation",1,2
"Xb",0.99999999982156,266,"Exploitation",1,2
"Yb",1.78440437287925e-10,266,"Exploitation",1,2
