"agent","p_model","subject","model","competence_structure","scenario"
"Ya",0.999954150612187,201,"Planning",2,3
"Yb",4.58493878126813e-05,201,"Planning",2,3
"Xa",0.999999981339225,201,"Planning",3,1
"Xb",1.86607747523823e-08,201,"Planning",3,1
"Ya",1.86607747523823e-08,201,"Planning",3,1
"Yb",0.999999981339225,201,"Planning",3,1
"Xa",0.999999976945414,201,"Planning",3,2
"Xb",2.30545857515346e-08,201,"Planning",3,2
"Ya",2.30545857515346e-08,201,"Planning",3,2
"Yb",0.999999976945414,201,"Planning",3,2
"Xa",0.999994745046653,201,"Planning",3,3
"Xb",5.25495334748613e-06,201,"Planning",3,3
"Ya",5.25495334748613e-06,201,"Planning",3,3
"Yb",0.999994745046653,201,"Planning",3,3
"Xa",0.5,202,"Equality",1,1
"Xb",0.5,202,"Equality",1,1
"Ya",0.5,202,"Equality",1,1
"Yb",0.5,202,"Equality",1,1
"Xa",0.5,202,"Equality",1,2
"Xb",0.5,202,"Equality",1,2
"Ya",0.5,202,"Equality",1,2
"Yb",0.5,202,"Equality",1,2
"Xa",0.5,202,"Equality",1,3
"Xb",0.5,202,"Equality",1,3
"Ya",0.5,202,"Equality",1,3
"Yb",0.5,202,"Equality",1,3
"Xa",0.5,202,"Equality",2,1
"Xb",0.5,202,"Equality",2,1
"Ya",0.5,202,"Equality",2,1
"Yb",0.5,202,"Equality",2,1
"Xa",0.5,202,"Equality",2,2
"Xb",0.5,202,"Equality",2,2
"Ya",0.5,202,"Equality",2,2
"Yb",0.5,202,"Equality",2,2
"Xa",0.5,202,"Equality",2,3
"Xb",0.5,202,"Equality",2,3
"Ya",0.5,202,"Equality",2,3
"Yb",0.5,202,"Equality",2,3
"Xa",0.5,202,"Equality",3,1
"Xb",0.5,202,"Equality",3,1
"Ya",0.5,202,"Equality",3,1
"Yb",0.5,202,"Equality",3,1
"Xa",0.5,202,"Equality",3,2
"Xb",0.5,202,"Equality",3,2
"Ya",0.5,202,"Equality",3,2
"Yb",0.5,202,"Equality",3,2
"Xa",0.5,202,"Equality",3,3
"Xb",0.5,202,"Equality",3,3
"Ya",0.5,202,"Equality",3,3
"Yb",0.5,202,"Equality",3,3
"Xa",0.0186969180643611,202,"Equity",1,1
"Ya",0.981303081935639,202,"Equity",1,1
"Xb",0.00636847541125832,202,"Equity",1,1
"Yb",0.993631524588742,202,"Equity",1,1
"Xa",0.00164609300802048,202,"Equity",1,2
"Ya",0.99835390699198,202,"Equity",1,2
"Xb",0.00054245371124643,202,"Equity",1,2
"Yb",0.999457546288753,202,"Equity",1,2
"Xa",0.00636847541125832,202,"Equity",1,3
"Ya",0.993631524588742,202,"Equity",1,3
"Xb",0.00088198471301257,202,"Equity",1,3
"Yb",0.999118015286987,202,"Equity",1,3
"Xa",0.5,202,"Equity",2,1
"Ya",0.5,202,"Equity",2,1
"Xb",0.0186969180643611,202,"Equity",2,1
"Yb",0.981303081935639,202,"Equity",2,1
"Xa",0.5,202,"Equity",2,2
"Ya",0.5,202,"Equity",2,2
"Xb",0.00164609300802047,202,"Equity",2,2
"Yb",0.99835390699198,202,"Equity",2,2
"Xa",0.5,202,"Equity",2,3
"Ya",0.5,202,"Equity",2,3
"Xb",0.00636847541125832,202,"Equity",2,3
"Yb",0.993631524588742,202,"Equity",2,3
"Xa",0.0186969180643611,202,"Equity",3,1
"Ya",0.981303081935639,202,"Equity",3,1
"Xb",0.993631524588742,202,"Equity",3,1
"Yb",0.00636847541125832,202,"Equity",3,1
"Xa",0.203015290491714,202,"Equity",3,2
"Ya",0.796984709508285,202,"Equity",3,2
"Xb",0.999457546288753,202,"Equity",3,2
"Yb",0.00054245371124643,202,"Equity",3,2
"Xa",0.203015290491714,202,"Equity",3,3
"Ya",0.796984709508286,202,"Equity",3,3
"Xb",0.992081037674515,202,"Equity",3,3
"Yb",0.00791896232548464,202,"Equity",3,3
"Xa",0.999569723323416,202,"Exploitation",1,1
"Ya",0.00043027667658451,202,"Exploitation",1,1
"Xb",0.999956800705737,202,"Exploitation",1,1
"Yb",4.31992942625702e-05,202,"Exploitation",1,1
"Xa",0.999996895978467,202,"Exploitation",1,2
"Ya",3.10402153295365e-06,202,"Exploitation",1,2
"Xb",0.999999694326741,202,"Exploitation",1,2
"Yb",3.05673259382445e-07,202,"Exploitation",1,2
"Xa",0.999956800705737,202,"Exploitation",1,3
"Ya",4.31992942625702e-05,202,"Exploitation",1,3
"Xb",0.999999195611644,202,"Exploitation",1,3
"Yb",8.04388355802599e-07,202,"Exploitation",1,3
"Xa",0.5,202,"Exploitation",2,1
"Ya",0.5,202,"Exploitation",2,1
"Xb",0.999569723323416,202,"Exploitation",2,1
"Yb",0.00043027667658451,202,"Exploitation",2,1
"Xa",0.5,202,"Exploitation",2,2
"Ya",0.5,202,"Exploitation",2,2
"Xb",0.999996895978467,202,"Exploitation",2,2
"Yb",3.10402153295365e-06,202,"Exploitation",2,2
"Xa",0.5,202,"Exploitation",2,3
"Ya",0.5,202,"Exploitation",2,3
"Xb",0.999956800705737,202,"Exploitation",2,3
"Yb",4.31992942625702e-05,202,"Exploitation",2,3
"Xa",0.999569723323416,202,"Exploitation",3,1
"Ya",0.00043027667658451,202,"Exploitation",3,1
"Xb",4.31992942625702e-05,202,"Exploitation",3,1
"Yb",0.999956800705737,202,"Exploitation",3,1
"Xa",0.932180280229945,202,"Exploitation",3,2
"Ya",0.0678197197700552,202,"Exploitation",3,2
"Xb",3.05673259382445e-07,202,"Exploitation",3,2
"Yb",0.999999694326741,202,"Exploitation",3,2
"Xa",0.932180280229945,202,"Exploitation",3,3
"Ya",0.0678197197700552,202,"Exploitation",3,3
"Xb",7.31430710230339e-05,202,"Exploitation",3,3
"Yb",0.999926856928977,202,"Exploitation",3,3
"Xa",0.5,202,"General",1,1
"Ya",0.5,202,"General",1,1
"Xb",0.5,202,"General",1,1
"Yb",0.5,202,"General",1,1
"Xa",0.5,202,"General",1,2
"Ya",0.5,202,"General",1,2
"Xb",0.5,202,"General",1,2
"Yb",0.5,202,"General",1,2
"Xa",0.5,202,"General",1,3
"Ya",0.5,202,"General",1,3
"Xb",0.5,202,"General",1,3
"Yb",0.5,202,"General",1,3
"Xa",0.5,202,"General",2,1
"Ya",0.5,202,"General",2,1
"Xb",0.5,202,"General",2,1
"Yb",0.5,202,"General",2,1
"Xa",0.5,202,"General",2,2
"Ya",0.5,202,"General",2,2
"Xb",0.5,202,"General",2,2
"Yb",0.5,202,"General",2,2
"Xa",0.5,202,"General",2,3
"Ya",0.5,202,"General",2,3
"Xb",0.5,202,"General",2,3
"Yb",0.5,202,"General",2,3
"Xa",0.5,202,"General",3,1
"Ya",0.5,202,"General",3,1
"Xb",0.5,202,"General",3,1
"Yb",0.5,202,"General",3,1
"Xa",0.5,202,"General",3,2
"Ya",0.5,202,"General",3,2
"Xb",0.5,202,"General",3,2
"Yb",0.5,202,"General",3,2
"Xa",0.5,202,"General",3,3
"Ya",0.5,202,"General",3,3
"Xb",0.5,202,"General",3,3
"Yb",0.5,202,"General",3,3
"Xa",0.999988747119757,202,"Learning",1,1
"Ya",1.12528802427873e-05,202,"Learning",1,1
"Xb",0.999999695534341,202,"Learning",1,1
"Yb",3.04465659336474e-07,202,"Learning",1,1
"Xa",0.99999999333797,202,"Learning",1,2
"Ya",6.66202962261408e-09,202,"Learning",1,2
"Xb",0.99999999982156,202,"Learning",1,2
"Yb",1.78440437287925e-10,202,"Learning",1,2
"Xa",0.999999695534341,202,"Learning",1,3
"Ya",3.04465659336474e-07,202,"Learning",1,3
"Xb",0.999999999244889,202,"Learning",1,3
"Yb",7.55111051082402e-10,202,"Learning",1,3
"Xa",0.5,202,"Learning",2,1
"Ya",0.5,202,"Learning",2,1
"Xb",0.999988747119757,202,"Learning",2,1
"Yb",1.12528802427873e-05,202,"Learning",2,1
"Xa",0.5,202,"Learning",2,2
"Ya",0.5,202,"Learning",2,2
"Xb",0.99999999333797,202,"Learning",2,2
"Yb",6.66202962261407e-09,202,"Learning",2,2
"Xa",0.5,202,"Learning",2,3
"Ya",0.5,202,"Learning",2,3
"Xb",0.999999695534341,202,"Learning",2,3
"Yb",3.04465659336474e-07,202,"Learning",2,3
"Xa",0.999988747119757,202,"Learning",3,1
"Ya",1.12528802427873e-05,202,"Learning",3,1
"Xb",3.04465659336474e-07,202,"Learning",3,1
"Yb",0.999999695534341,202,"Learning",3,1
"Xa",0.976919888449225,202,"Learning",3,2
"Ya",0.0230801115507747,202,"Learning",3,2
"Xb",1.78440437287925e-10,202,"Learning",3,2
"Yb",0.99999999982156,202,"Learning",3,2
"Xa",0.976919888449225,202,"Learning",3,3
"Ya",0.0230801115507747,202,"Learning",3,3
"Xb",7.80505215104664e-07,202,"Learning",3,3
"Yb",0.999999219494785,202,"Learning",3,3
"Xa",0.145755948705818,202,"Planning",1,1
"Xb",0.854244051294181,202,"Planning",1,1
"Ya",0.854244051294181,202,"Planning",1,1
"Yb",0.145755948705818,202,"Planning",1,1
"Xa",0.128747146040411,202,"Planning",1,2
"Xb",0.871252853959589,202,"Planning",1,2
"Ya",0.871252853959589,202,"Planning",1,2
"Yb",0.128747146040411,202,"Planning",1,2
"Xa",0.0225820841819488,202,"Planning",1,3
"Xb",0.977417915818051,202,"Planning",1,3
"Ya",0.977417915818051,202,"Planning",1,3
"Yb",0.0225820841819488,202,"Planning",1,3
"Xa",0.00058031844105532,202,"Planning",2,1
"Xb",0.999419681558945,202,"Planning",2,1
"Ya",0.999419681558945,202,"Planning",2,1
"Yb",0.00058031844105532,202,"Planning",2,1
"Xa",4.16691818640747e-06,202,"Planning",2,2
"Xb",0.999995833081814,202,"Planning",2,2
"Ya",0.999995833081814,202,"Planning",2,2
"Yb",4.16691818640747e-06,202,"Planning",2,2
"Xa",4.58493878126813e-05,202,"Planning",2,3
"Xb",0.999954150612187,202,"Planning",2,3
"Ya",0.999954150612187,202,"Planning",2,3
"Yb",4.58493878126813e-05,202,"Planning",2,3
"Xa",0.999999981339225,202,"Planning",3,1
"Xb",1.86607747523823e-08,202,"Planning",3,1
"Ya",1.86607747523823e-08,202,"Planning",3,1
"Yb",0.999999981339225,202,"Planning",3,1
"Xa",0.999999976945414,202,"Planning",3,2
"Xb",2.30545857515346e-08,202,"Planning",3,2
"Ya",2.30545857515346e-08,202,"Planning",3,2
"Yb",0.999999976945414,202,"Planning",3,2
"Xa",0.999994745046653,202,"Planning",3,3
"Xb",5.25495334748613e-06,202,"Planning",3,3
"Ya",5.25495334748613e-06,202,"Planning",3,3
"Yb",0.999994745046653,202,"Planning",3,3
"Xa",0.5,203,"Equality",1,1
"Xb",0.5,203,"Equality",1,1
"Ya",0.5,203,"Equality",1,1
"Yb",0.5,203,"Equality",1,1
"Xa",0.5,203,"Equality",1,2
"Xb",0.5,203,"Equality",1,2
"Ya",0.5,203,"Equality",1,2
"Yb",0.5,203,"Equality",1,2
"Xa",0.5,203,"Equality",1,3
"Xb",0.5,203,"Equality",1,3
"Ya",0.5,203,"Equality",1,3
"Yb",0.5,203,"Equality",1,3
"Xa",0.5,203,"Equality",2,1
"Xb",0.5,203,"Equality",2,1
"Ya",0.5,203,"Equality",2,1
"Yb",0.5,203,"Equality",2,1
"Xa",0.5,203,"Equality",2,2
"Xb",0.5,203,"Equality",2,2
"Ya",0.5,203,"Equality",2,2
"Yb",0.5,203,"Equality",2,2
"Xa",0.5,203,"Equality",2,3
"Xb",0.5,203,"Equality",2,3
"Ya",0.5,203,"Equality",2,3
"Yb",0.5,203,"Equality",2,3
"Xa",0.5,203,"Equality",3,1
"Xb",0.5,203,"Equality",3,1
"Ya",0.5,203,"Equality",3,1
"Yb",0.5,203,"Equality",3,1
"Xa",0.5,203,"Equality",3,2
"Xb",0.5,203,"Equality",3,2
"Ya",0.5,203,"Equality",3,2
"Yb",0.5,203,"Equality",3,2
"Xa",0.5,203,"Equality",3,3
"Xb",0.5,203,"Equality",3,3
"Ya",0.5,203,"Equality",3,3
"Yb",0.5,203,"Equality",3,3
"Xa",3.33956517330579e-07,203,"Equity",1,1
"Ya",0.999999666043483,203,"Equity",1,1
"Xb",2.23579510915697e-09,203,"Equity",1,1
"Yb",0.999999997764205,203,"Equity",1,1
"Xa",1.61172699431612e-11,203,"Equity",1,2
"Ya",0.999999999983883,203,"Equity",1,2
"Xb",1.07887601906103e-13,203,"Equity",1,2
"Yb",0.999999999999892,203,"Equity",1,2
"Xa",2.23579510915697e-09,203,"Equity",1,3
"Ya",0.999999997764205,203,"Equity",1,3
"Xb",7.29166276498784e-13,203,"Equity",1,3
"Yb",0.999999999999271,203,"Equity",1,3
"Xa",0.5,203,"Equity",2,1
"Ya",0.5,203,"Equity",2,1
"Xb",3.33956517330579e-07,203,"Equity",2,1
"Yb",0.999999666043483,203,"Equity",2,1
"Xa",0.5,203,"Equity",2,2
"Ya",0.500000000000001,203,"Equity",2,2
"Xb",1.61172699431612e-11,203,"Equity",2,2
"Yb",0.999999999983883,203,"Equity",2,2
"Xa",0.5,203,"Equity",2,3
"Ya",0.5,203,"Equity",2,3
"Xb",2.23579510915697e-09,203,"Equity",2,3
"Yb",0.999999997764205,203,"Equity",2,3
"Xa",3.33956517330579e-07,203,"Equity",3,1
"Ya",0.999999666043483,203,"Equity",3,1
"Xb",0.999999997764205,203,"Equity",3,1
"Yb",2.23579510915697e-09,203,"Equity",3,1
"Xa",0.00850303516610826,203,"Equity",3,2
"Ya",0.991496964833892,203,"Equity",3,2
"Xb",0.999999999999892,203,"Equity",3,2
"Yb",1.07887601906103e-13,203,"Equity",3,2
"Xa",0.00850303516610826,203,"Equity",3,3
"Ya",0.991496964833892,203,"Equity",3,3
"Xb",0.99999999023329,203,"Equity",3,3
"Yb",9.76671003132291e-09,203,"Equity",3,3
"Xa",0.5,203,"Exploitation",1,1
"Ya",0.5,203,"Exploitation",1,1
"Xb",0.5,203,"Exploitation",1,1
"Yb",0.5,203,"Exploitation",1,1
"Xa",0.5,203,"Exploitation",1,2
"Ya",0.5,203,"Exploitation",1,2
"Xb",0.5,203,"Exploitation",1,2
"Yb",0.5,203,"Exploitation",1,2
"Xa",0.5,203,"Exploitation",1,3
"Ya",0.5,203,"Exploitation",1,3
"Xb",0.5,203,"Exploitation",1,3
"Yb",0.5,203,"Exploitation",1,3
"Xa",0.5,203,"Exploitation",2,1
"Ya",0.5,203,"Exploitation",2,1
"Xb",0.5,203,"Exploitation",2,1
"Yb",0.5,203,"Exploitation",2,1
"Xa",0.5,203,"Exploitation",2,2
"Ya",0.5,203,"Exploitation",2,2
"Xb",0.5,203,"Exploitation",2,2
"Yb",0.5,203,"Exploitation",2,2
"Xa",0.5,203,"Exploitation",2,3
"Ya",0.5,203,"Exploitation",2,3
"Xb",0.5,203,"Exploitation",2,3
"Yb",0.5,203,"Exploitation",2,3
"Xa",0.5,203,"Exploitation",3,1
"Ya",0.5,203,"Exploitation",3,1
"Xb",0.5,203,"Exploitation",3,1
"Yb",0.5,203,"Exploitation",3,1
"Xa",0.5,203,"Exploitation",3,2
"Ya",0.5,203,"Exploitation",3,2
"Xb",0.5,203,"Exploitation",3,2
"Yb",0.5,203,"Exploitation",3,2
"Xa",0.5,203,"Exploitation",3,3
"Ya",0.5,203,"Exploitation",3,3
"Xb",0.5,203,"Exploitation",3,3
"Yb",0.5,203,"Exploitation",3,3
"Xa",0.5,203,"General",1,1
"Ya",0.5,203,"General",1,1
"Xb",0.5,203,"General",1,1
"Yb",0.5,203,"General",1,1
"Xa",0.5,203,"General",1,2
"Ya",0.5,203,"General",1,2
"Xb",0.5,203,"General",1,2
"Yb",0.5,203,"General",1,2
"Xa",0.5,203,"General",1,3
"Ya",0.5,203,"General",1,3
"Xb",0.5,203,"General",1,3
"Yb",0.5,203,"General",1,3
"Xa",0.5,203,"General",2,1
"Ya",0.5,203,"General",2,1
"Xb",0.5,203,"General",2,1
"Yb",0.5,203,"General",2,1
"Xa",0.5,203,"General",2,2
"Ya",0.5,203,"General",2,2
"Xb",0.5,203,"General",2,2
"Yb",0.5,203,"General",2,2
"Xa",0.5,203,"General",2,3
"Ya",0.5,203,"General",2,3
"Xb",0.5,203,"General",2,3
"Yb",0.5,203,"General",2,3
"Xa",0.5,203,"General",3,1
"Ya",0.5,203,"General",3,1
"Xb",0.5,203,"General",3,1
"Yb",0.5,203,"General",3,1
"Xa",0.5,203,"General",3,2
"Ya",0.5,203,"General",3,2
"Xb",0.5,203,"General",3,2
"Yb",0.5,203,"General",3,2
"Xa",0.5,203,"General",3,3
"Ya",0.5,203,"General",3,3
"Xb",0.5,203,"General",3,3
"Yb",0.5,203,"General",3,3
"Xa",0.881308715451303,203,"Learning",1,1
"Ya",0.118691284548697,203,"Learning",1,1
"Xb",0.926380616153426,203,"Learning",1,1
"Yb",0.0736193838465736,203,"Learning",1,1
"Xa",0.961620594090285,203,"Learning",1,2
"Ya",0.0383794059097152,203,"Learning",1,2
"Xb",0.977342178846807,203,"Learning",1,2
"Yb",0.0226578211531931,203,"Learning",1,2
"Xa",0.926380616153426,203,"Learning",1,3
"Ya",0.0736193838465736,203,"Learning",1,3
"Xb",0.971266542338354,203,"Learning",1,3
"Yb",0.0287334576616457,203,"Learning",1,3
"Xa",0.5,203,"Learning",2,1
"Ya",0.5,203,"Learning",2,1
"Xb",0.881308715451303,203,"Learning",2,1
"Yb",0.118691284548697,203,"Learning",2,1
"Xa",0.5,203,"Learning",2,2
"Ya",0.5,203,"Learning",2,2
"Xb",0.961620594090285,203,"Learning",2,2
"Yb",0.0383794059097152,203,"Learning",2,2
"Xa",0.5,203,"Learning",2,3
"Ya",0.5,203,"Learning",2,3
"Xb",0.926380616153426,203,"Learning",2,3
"Yb",0.0736193838465736,203,"Learning",2,3
"Xa",0.881308715451303,203,"Learning",3,1
"Ya",0.118691284548697,203,"Learning",3,1
"Xb",0.0736193838465736,203,"Learning",3,1
"Yb",0.926380616153426,203,"Learning",3,1
"Xa",0.666766205284023,203,"Learning",3,2
"Ya",0.333233794715977,203,"Learning",3,2
"Xb",0.0226578211531931,203,"Learning",3,2
"Yb",0.977342178846807,203,"Learning",3,2
"Xa",0.666766205284023,203,"Learning",3,3
"Ya",0.333233794715977,203,"Learning",3,3
"Xb",0.0807030551905109,203,"Learning",3,3
"Yb",0.919296944809489,203,"Learning",3,3
"Xa",0.145755948705818,203,"Planning",1,1
"Xb",0.854244051294181,203,"Planning",1,1
"Ya",0.854244051294181,203,"Planning",1,1
"Yb",0.145755948705818,203,"Planning",1,1
"Xa",0.128747146040411,203,"Planning",1,2
"Xb",0.871252853959589,203,"Planning",1,2
"Ya",0.871252853959589,203,"Planning",1,2
"Yb",0.128747146040411,203,"Planning",1,2
"Xa",0.0225820841819488,203,"Planning",1,3
"Xb",0.977417915818051,203,"Planning",1,3
"Ya",0.977417915818051,203,"Planning",1,3
"Yb",0.0225820841819488,203,"Planning",1,3
