"subject","model","beta","log_likelihood"
132,"Equality",0,-56.1449216253556
132,"Equity",0,-56.1449216253556
132,"Exploitation",1,-53.8336448700215
132,"General",0,-56.1449216253556
132,"Learning",3,-46.4141631418183
132,"Planning",5,-34.5584032943561
133,"Equality",0,-56.1449216253556
133,"Equity",0,-56.1449216253556
133,"Exploitation",2,-51.3692612665294
133,"General",0,-56.1449216253556
133,"Learning",2.5,-46.87236356987
133,"Planning",6.5,-26.1314938091902
134,"Equality",0,-56.1449216253556
134,"Equity",0,-56.1449216253556
134,"Exploitation",1.5,-52.813476014878
134,"General",0.5,-55.7034814073075
134,"Learning",2.5,-46.82236356987
134,"Planning",6.5,-26.0014938091902
135,"Equality",0,-56.1449216253556
135,"Equity",0,-56.1449216253556
135,"Exploitation",2.5,-48.209029036759
135,"General",0,-56.1449216253556
135,"Learning",4,-40.7746344298468
135,"Planning",5.5,-29.5900137936086
136,"Equality",0,-56.1449216253556
136,"Equity",0,-56.1449216253556
136,"Exploitation",3,-42.8952061136251
136,"General",0,-56.1449216253556
136,"Learning",2.5,-47.82236356987
136,"Planning",6,-28.5108666568679
137,"Equality",0,-56.1449216253556
137,"Equity",0,-56.1449216253556
137,"Exploitation",1.5,-51.868476014878
137,"General",1,-54.1439108325692
137,"Learning",3,-46.3241631418183
137,"Planning",3.5,-43.2769284333145
138,"Equality",0,-56.1449216253556
138,"Equity",0,-56.1449216253556
138,"Exploitation",2,-49.0092612665294
138,"General",0.5,-55.7284814073075
138,"Learning",3,-45.4841631418183
138,"Planning",7.5,-22.8225735807714
139,"Equality",0,-56.1449216253556
139,"Equity",0,-56.1449216253556
139,"Exploitation",1.5,-53.443476014878
139,"General",0,-56.1449216253556
139,"Learning",2,-50.7999175518354
139,"Planning",2,-50.2923746036943
140,"Equality",0,-56.1449216253556
140,"Equity",1,-53.3094772611993
140,"Exploitation",0,-56.1449216253556
140,"General",0,-56.1449216253556
140,"Learning",1.5,-51.9440487456891
140,"Planning",3,-44.4545953958565
141,"Equality",0,-56.1449216253556
141,"Equity",0,-56.1449216253556
141,"Exploitation",2.5,-45.409029036759
141,"General",0,-56.1449216253556
141,"Learning",3.5,-42.4398061717323
141,"Planning",10,-14.3715147934973
142,"Equality",0,-56.1449216253556
142,"Equity",0,-56.1449216253556
142,"Exploitation",2,-49.6892612665294
142,"General",0,-56.1449216253556
142,"Learning",3,-44.9141631418183
142,"Planning",8,-21.3347744476054
143,"Equality",0,-56.1449216253556
143,"Equity",0,-56.1449216253556
143,"Exploitation",4,-34.9366401935669
143,"General",1,-52.1839108325692
143,"Learning",2.5,-48.04736356987
143,"Planning",3,-45.8645953958565
144,"Equality",0,-56.1449216253556
144,"Equity",0,-56.1449216253556
144,"Exploitation",1,-54.8236448700215
144,"General",0,-56.1449216253556
144,"Learning",1.5,-52.8740487456892
144,"Planning",3.5,-42.0519284333144
145,"Equality",0,-56.1449216253556
145,"Equity",0,-56.1449216253556
145,"Exploitation",2,-48.8492612665294
145,"General",1,-52.3939108325693
145,"Learning",2.5,-46.82236356987
145,"Planning",6.5,-26.0014938091902
147,"Equality",0,-56.1449216253556
147,"Equity",0,-56.1449216253556
147,"Exploitation",3,-41.8152061136251
147,"General",0,-56.1449216253556
147,"Learning",4.5,-38.3259723649065
147,"Planning",6,-28.2108666568679
148,"Equality",0,-56.1449216253556
148,"Equity",0.5,-55.959040274033
148,"Exploitation",0,-56.1449216253556
148,"General",0.5,-55.9234814073075
148,"Learning",1,-55.2703731994091
148,"Planning",0.5,-55.5382995485997
149,"Equality",0,-56.1449216253556
149,"Equity",0,-56.1449216253556
149,"Exploitation",2,-50.2092612665294
149,"General",0.5,-54.9684814073075
149,"Learning",2.5,-47.4473635698701
149,"Planning",4,-37.7786255454331
150,"Equality",0,-56.1449216253556
150,"Equity",0,-56.1449216253556
150,"Exploitation",1.5,-53.158476014878
150,"General",0,-56.1449216253556
150,"Learning",3.5,-44.1198061717322
150,"Planning",5.5,-30.6350137936086
151,"Equality",0,-56.1449216253556
151,"Equity",0,-56.1449216253556
151,"Exploitation",3,-42.0552061136251
151,"General",0,-56.1449216253556
151,"Learning",4,-40.6946344298468
151,"Planning",10,-9.77151479349735
152,"Equality",0,-56.1449216253556
152,"Equity",0,-56.1449216253556
152,"Exploitation",3.5,-38.5251765531294
152,"General",0,-56.1449216253556
152,"Learning",4,-41.6546344298468
152,"Planning",8,-21.6547744476054
153,"Equality",0,-56.1449216253556
153,"Equity",0,-56.1449216253556
153,"Exploitation",1.5,-53.713476014878
153,"General",0,-56.1449216253556
153,"Learning",2.5,-48.52236356987
153,"Planning",4.5,-35.2430331378575
154,"Equality",0,-56.1449216253556
154,"Equity",0,-56.1449216253556
154,"Exploitation",7.5,-19.6646676994224
154,"General",4,-31.15667559058
154,"Learning",4,-40.6546344298468
154,"Planning",3,-46.6145953958565
155,"Equality",0,-56.1449216253556
155,"Equity",0,-56.1449216253556
155,"Exploitation",1.5,-53.608476014878
155,"General",0.5,-54.8434814073075
155,"Learning",2.5,-48.3723635698701
155,"Planning",5.5,-29.8100137936086
156,"Equality",0,-56.1449216253556
156,"Equity",0,-56.1449216253556
156,"Exploitation",1.5,-53.353476014878
156,"General",0,-56.1449216253556
156,"Learning",3,-45.9641631418184
156,"Planning",4.5,-35.3780331378575
157,"Equality",0,-56.1449216253556
157,"Equity",0,-56.1449216253556
157,"Exploitation",1,-54.6236448700215
157,"General",1,-52.7439108325692
157,"Learning",1,-54.8203731994091
157,"Planning",0.5,-55.9232995485997
158,"Equality",0,-56.1449216253556
158,"Equity",0,-56.1449216253556
158,"Exploitation",1.5,-51.433476014878
158,"General",0,-56.1449216253556
158,"Learning",3.5,-44.0148061717321
158,"Planning",3,-43.7945953958565
159,"Equality",0,-56.1449216253556
159,"Equity",0,-56.1449216253556
159,"Exploitation",3,-44.185206113625
159,"General",0,-56.1449216253556
159,"Learning",2,-50.8399175518354
159,"Planning",4.5,-35.6030331378574
160,"Equality",0,-56.1449216253556
160,"Equity",2,-47.7540675263042
160,"Exploitation",0,-56.1449216253556
160,"General",0,-56.1449216253556
160,"Learning",0.5,-55.905148757543
160,"Planning",1,-55.2665387879673
161,"Equality",0,-56.1449216253556
161,"Equity",0,-56.1449216253556
161,"Exploitation",2.5,-45.109029036759
161,"General",0,-56.1449216253556
161,"Learning",2.5,-46.94736356987
161,"Planning",4.5,-35.4230331378575
162,"Equality",0,-56.1449216253556
162,"Equity",0,-56.1449216253556
162,"Exploitation",0.5,-55.5438136516197
162,"General",0,-56.1449216253556
162,"Learning",0,-56.1449216253556
162,"Planning",1.5,-53.1076976549851
163,"Equality",0,-56.1449216253556
163,"Equity",0,-56.1449216253556
163,"Exploitation",1.5,-53.683476014878
163,"General",0,-56.1449216253556
163,"Learning",3,-44.5241631418184
163,"Planning",4.5,-35.0180331378575
164,"Equality",0,-56.1449216253556
164,"Equity",0,-56.1449216253556
164,"Exploitation",5,-29.9379576084487
164,"General",2,-45.9692374051018
164,"Learning",3.5,-42.6848061717322
164,"Planning",4,-39.0986255454331
165,"Equality",0,-56.1449216253556
165,"Equity",0.5,-55.919040274033
165,"Exploitation",1,-54.9736448700215
165,"General",0,-56.1449216253556
165,"Learning",2.5,-47.1223635698701
165,"Planning",6,-29.2308666568679
166,"Equality",0,-56.1449216253556
166,"Equity",0,-56.1449216253556
166,"Exploitation",3,-43.6452061136251
166,"General",0,-56.1449216253556
166,"Learning",2.5,-47.94736356987
166,"Planning",6,-28.8108666568679
167,"Equality",0,-56.1449216253556
167,"Equity",0,-56.1449216253556
167,"Exploitation",1.5,-52.138476014878
167,"General",0,-56.1449216253556
167,"Learning",3,-45.5141631418184
167,"Planning",7.5,-22.8975735807714
168,"Equality",0,-56.1449216253556
168,"Equity",1,-52.4194772611994
168,"Exploitation",0,-56.1449216253556
168,"General",0,-56.1449216253556
168,"Learning",2.5,-48.8223635698701
168,"Planning",3,-45.4445953958565
169,"Equality",0,-56.1449216253556
169,"Equity",0,-56.1449216253556
169,"Exploitation",3.5,-41.1501765531295
169,"General",1,-53.7039108325692
169,"Learning",7.5,-29.0751266959437
169,"Planning",3,-46.7645953958566
170,"Equality",0,-56.1449216253556
170,"Equity",0,-56.1449216253556
170,"Exploitation",1.5,-52.438476014878
170,"General",0,-56.1449216253556
170,"Learning",3,-45.9641631418183
170,"Planning",7,-24.0092790402544
171,"Equality",0,-56.1449216253556
171,"Equity",0,-56.1449216253556
171,"Exploitation",1,-55.1236448700215
171,"General",0,-56.1449216253556
171,"Learning",2,-50.2999175518354
171,"Planning",5,-34.3584032943562
172,"Equality",0,-56.1449216253556
172,"Equity",0,-56.1449216253556
172,"Exploitation",1.5,-53.488476014878
172,"General",0,-56.1449216253556
172,"Learning",3.5,-43.1748061717322
172,"Planning",4.5,-34.7930331378575
173,"Equality",0,-56.1449216253556
173,"Equity",0,-56.1449216253556
173,"Exploitation",2,-50.6292612665294
173,"General",1.5,-47.9048992294971
173,"Learning",2.5,-47.3723635698701
173,"Planning",4.5,-36.7730331378575
174,"Equality",0,-56.1449216253556
174,"Equity",0,-56.1449216253556
174,"Exploitation",3,-42.0552061136251
174,"General",0,-56.1449216253556
174,"Learning",4,-40.6946344298468
174,"Planning",10,-9.77151479349735
175,"Equality",0,-56.1449216253556
175,"Equity",0.5,-54.559040274033
175,"Exploitation",0.5,-55.6288136516197
175,"General",3,-39.6255201934376
175,"Learning",3,-44.4341631418183
175,"Planning",0,-56.1449216253556
176,"Equality",0,-56.1449216253556
176,"Equity",0,-56.1449216253556
176,"Exploitation",2,-50.3292612665294
176,"General",0,-56.1449216253556
176,"Learning",3,-44.7341631418183
176,"Planning",8.5,-20.8434580584581
177,"Equality",0,-56.1449216253556
177,"Equity",0,-56.1449216253556
177,"Exploitation",4,-35.0166401935669
177,"General",0,-56.1449216253556
177,"Learning",3.5,-42.3698061717322
177,"Planning",10,-14.1715147934974
178,"Equality",0,-56.1449216253556
178,"Equity",0,-56.1449216253556
178,"Exploitation",3,-43.825206113625
178,"General",0.5,-55.2084814073075
178,"Learning",9,-25.3487372557461
178,"Planning",3,-45.4445953958565
179,"Equality",0,-56.1449216253556
179,"Equity",0,-56.1449216253556
179,"Exploitation",1.5,-51.463476014878
179,"General",0,-56.1449216253556
179,"Learning",7.5,-28.4001266959436
179,"Planning",2.5,-49.1290975677739
180,"Equality",0,-56.1449216253556
180,"Equity",0,-56.1449216253556
180,"Exploitation",3.5,-40.9401765531294
180,"General",2,-44.5892374051018
180,"Learning",3,-44.9141631418184
180,"Planning",4.5,-34.7930331378575
181,"Equality",0,-56.1449216253556
181,"Equity",0.5,-55.504040274033
181,"Exploitation",0.5,-55.9588136516196
181,"General",0.5,-54.9184814073075
181,"Learning",1.5,-52.0340487456891
181,"Planning",2,-51.3523746036944
182,"Equality",0,-56.1449216253556
182,"Equity",0,-56.1449216253556
182,"Exploitation",2.5,-47.7590290367591
182,"General",0,-56.1449216253556
182,"Learning",3.5,-42.2298061717322
182,"Planning",5.5,-30.1950137936087
183,"Equality",0,-56.1449216253556
183,"Equity",0,-56.1449216253556
183,"Exploitation",1,-53.8636448700215
183,"General",1,-51.9539108325692
183,"Learning",1.5,-52.6790487456891
183,"Planning",4,-40.1386255454331
184,"Equality",0,-56.1449216253556
184,"Equity",0,-56.1449216253556
184,"Exploitation",2.5,-45.134029036759
184,"General",0.5,-55.9934814073075
184,"Learning",2.5,-47.57236356987
184,"Planning",4,-39.7786255454332
185,"Equality",0,-56.1449216253556
185,"Equity",0,-56.1449216253556
185,"Exploitation",1,-54.0536448700215
185,"General",0.5,-55.1184814073075
185,"Learning",0.5,-55.435148757543
185,"Planning",0,-56.1449216253556
186,"Equality",0,-56.1449216253556
186,"Equity",0,-56.1449216253556
186,"Exploitation",0,-56.1449216253556
186,"General",0,-56.1449216253556
186,"Learning",0,-56.1449216253556
186,"Planning",0,-56.1449216253556
187,"Equality",0,-56.1449216253556
187,"Equity",0,-56.1449216253556
187,"Exploitation",3,-42.595206113625
187,"General",0,-56.1449216253556
187,"Learning",3.5,-44.1198061717323
187,"Planning",5.5,-30.6350137936086
188,"Equality",0,-56.1449216253556
188,"Equity",0.5,-54.789040274033
188,"Exploitation",0.5,-55.5438136516196
188,"General",0.5,-56.0834814073075
188,"Learning",3,-44.7941631418184
188,"Planning",3,-45.2045953958565
189,"Equality",0,-56.1449216253556
189,"Equity",0,-56.1449216253556
189,"Exploitation",2,-49.6292612665294
189,"General",0,-56.1449216253556
189,"Learning",3,-45.3641631418184
189,"Planning",5,-34.0084032943562
190,"Equality",0,-56.1449216253556
190,"Equity",0,-56.1449216253556
190,"Exploitation",4.5,-34.1783667498405
190,"General",0,-56.1449216253556
190,"Learning",2.5,-48.62236356987
190,"Planning",5.5,-30.3600137936087
191,"Equality",0,-56.1449216253556
191,"Equity",0,-56.1449216253556
191,"Exploitation",3,-44.3352061136251
191,"General",2,-45.4692374051018
191,"Learning",3,-45.8141631418184
191,"Planning",3,-45.4145953958566
192,"Equality",0,-56.1449216253556
192,"Equity",0,-56.1449216253556
192,"Exploitation",4,-36.3366401935669
192,"General",0,-56.1449216253556
192,"Learning",4,-41.0146344298468
192,"Planning",8.5,-20.3334580584581
193,"Equality",0,-56.1449216253556
193,"Equity",0,-56.1449216253556
193,"Exploitation",0.5,-55.9638136516197
193,"General",0,-56.1449216253556
193,"Learning",0,-56.1449216253556
193,"Planning",0,-56.1449216253556
194,"Equality",0,-56.1449216253556
194,"Equity",0,-56.1449216253556
194,"Exploitation",3,-42.1152061136251
194,"General",0,-56.1449216253556
194,"Learning",2.5,-48.49736356987
194,"Planning",4.5,-35.1980331378575
195,"Equality",0,-56.1449216253556
195,"Equity",1.5,-49.3626792690679
195,"Exploitation",0,-56.1449216253556
195,"General",0.5,-56.1234814073075
195,"Learning",1,-53.8503731994092
195,"Planning",1,-54.8165387879673
196,"Equality",0,-56.1449216253556
196,"Equity",0,-56.1449216253556
196,"Exploitation",1.5,-51.943476014878
196,"General",0,-56.1449216253556
196,"Learning",3,-46.1441631418184
196,"Planning",7,-24.4292790402544
197,"Equality",0,-56.1449216253556
197,"Equity",0,-56.1449216253556
197,"Exploitation",4.5,-34.4483667498405
197,"General",0.5,-56.1134814073075
197,"Learning",3.5,-42.9998061717322
197,"Planning",5.5,-31.9000137936087
198,"Equality",0,-56.1449216253556
198,"Equity",0,-56.1449216253556
198,"Exploitation",0.5,-55.4638136516197
198,"General",0.5,-55.5034814073075
198,"Learning",2,-51.1599175518355
198,"Planning",4,-38.0586255454331
199,"Equality",0,-56.1449216253556
199,"Equity",0,-56.1449216253556
199,"Exploitation",10,-10.6765421410388
199,"General",2.5,-42.5124292148254
199,"Learning",5,-36.38249853927
199,"Planning",3.5,-41.8069284333145
200,"Equality",0,-56.1449216253556
200,"Equity",0,-56.1449216253556
200,"Exploitation",5,-31.6379576084487
200,"General",0,-56.1449216253556
200,"Learning",4,-40.6946344298468
200,"Planning",10,-9.77151479349735
