"subject","model","beta","log_likelihood"
17,"Equality",0,-56.1449216253556
17,"Equity",0,-56.1449216253556
17,"Exploitation",2.5,-47.509029036759
17,"General",0,-56.1449216253556
17,"Learning",6,-33.2537131802265
17,"Planning",4.5,-34.7930331378574
18,"Equality",0,-56.1449216253556
18,"Equity",1,-52.2194772611993
18,"Exploitation",0,-56.1449216253556
18,"General",0,-56.1449216253556
18,"Learning",0,-56.1449216253556
18,"Planning",1.5,-52.4626976549851
19,"Equality",0,-56.1449216253556
19,"Equity",0,-56.1449216253556
19,"Exploitation",1,-54.3836448700215
19,"General",0,-56.1449216253556
19,"Learning",3,-46.3841631418184
19,"Planning",5.5,-31.0750137936086
20,"Equality",0,-56.1449216253556
20,"Equity",0,-56.1449216253556
20,"Exploitation",4.5,-34.8533667498405
20,"General",0,-56.1449216253556
20,"Learning",5,-35.6824985392701
20,"Planning",6.5,-25.7414938091902
21,"Equality",0,-56.1449216253556
21,"Equity",0,-56.1449216253556
21,"Exploitation",1.5,-53.743476014878
21,"General",0,-56.1449216253556
21,"Learning",3.5,-43.6998061717322
21,"Planning",5,-33.8084032943561
22,"Equality",0,-56.1449216253556
22,"Equity",0,-56.1449216253556
22,"Exploitation",2.5,-46.584029036759
22,"General",1.5,-48.339899229497
22,"Learning",3,-44.7641631418184
22,"Planning",3.5,-42.6119284333145
23,"Equality",0,-56.1449216253556
23,"Equity",1,-54.3594772611993
23,"Exploitation",0.5,-56.0888136516197
23,"General",0.5,-55.0934814073075
23,"Learning",2.5,-48.77236356987
23,"Planning",0,-56.1449216253556
24,"Equality",0,-56.1449216253556
24,"Equity",0,-56.1449216253556
24,"Exploitation",3,-42.8652061136251
24,"General",0.5,-55.2834814073075
24,"Learning",3.5,-43.2098061717323
24,"Planning",10,-16.5715147934973
25,"Equality",0,-56.1449216253556
25,"Equity",0.5,-55.254040274033
25,"Exploitation",0.5,-55.5938136516196
25,"General",0,-56.1449216253556
25,"Learning",2.5,-47.94736356987
25,"Planning",6,-28.8108666568679
26,"Equality",0,-56.1449216253556
26,"Equity",0,-56.1449216253556
26,"Exploitation",2,-50.9492612665294
26,"General",0,-56.1449216253556
26,"Learning",3.5,-43.6298061717323
26,"Planning",10,-17.7715147934973
27,"Equality",0,-56.1449216253556
27,"Equity",0,-56.1449216253556
27,"Exploitation",0,-56.1449216253556
27,"General",0.5,-55.5934814073075
27,"Learning",0,-56.1449216253556
27,"Planning",0,-56.1449216253556
28,"Equality",0,-56.1449216253556
28,"Equity",0,-56.1449216253556
28,"Exploitation",2.5,-47.409029036759
28,"General",0,-56.1449216253556
28,"Learning",3,-44.8841631418184
28,"Planning",8,-21.2547744476054
29,"Equality",0,-56.1449216253556
29,"Equity",0,-56.1449216253556
29,"Exploitation",1,-54.0036448700215
29,"General",0,-56.1449216253556
29,"Learning",2,-49.9199175518354
29,"Planning",4,-37.9786255454331
30,"Equality",0,-56.1449216253556
30,"Equity",0.5,-54.559040274033
30,"Exploitation",0.5,-56.0988136516197
30,"General",0,-56.1449216253556
30,"Learning",2,-49.4799175518354
30,"Planning",1.5,-53.9326976549851
31,"Equality",0,-56.1449216253556
31,"Equity",0,-56.1449216253556
31,"Exploitation",3,-43.3152061136251
31,"General",1.5,-50.424899229497
31,"Learning",2.5,-47.22236356987
31,"Planning",4.5,-35.9180331378575
32,"Equality",0,-56.1449216253556
32,"Equity",0,-56.1449216253556
32,"Exploitation",3.5,-41.0801765531294
32,"General",0,-56.1449216253556
32,"Learning",3,-46.2941631418184
32,"Planning",7,-24.7792790402544
33,"Equality",0,-56.1449216253556
33,"Equity",0.5,-55.884040274033
33,"Exploitation",0,-56.1449216253556
33,"General",0.5,-55.9484814073074
33,"Learning",0,-56.1449216253556
33,"Planning",0,-56.1449216253556
34,"Equality",0,-56.1449216253556
34,"Equity",0,-56.1449216253556
34,"Exploitation",1,-54.3836448700215
34,"General",2,-44.1092374051018
34,"Learning",3,-46.2341631418183
34,"Planning",0,-56.1449216253556
35,"Equality",0,-56.1449216253556
35,"Equity",0,-56.1449216253556
35,"Exploitation",1.5,-53.308476014878
35,"General",0,-56.1449216253556
35,"Learning",3,-45.5141631418183
35,"Planning",7.5,-22.8975735807714
36,"Equality",0,-56.1449216253556
36,"Equity",0,-56.1449216253556
36,"Exploitation",1,-54.2136448700215
36,"General",0.5,-54.6234814073075
36,"Learning",2,-50.0399175518354
36,"Planning",3.5,-42.2619284333144
37,"Equality",0,-56.1449216253556
37,"Equity",0,-56.1449216253556
37,"Exploitation",2.5,-47.2090290367591
37,"General",0,-56.1449216253556
37,"Learning",1.5,-52.7840487456891
37,"Planning",4,-40.4186255454332
39,"Equality",0,-56.1449216253556
39,"Equity",0,-56.1449216253556
39,"Exploitation",1,-54.4536448700215
39,"General",0,-56.1449216253556
39,"Learning",0.5,-55.355148757543
39,"Planning",1.5,-52.3276976549851
40,"Equality",0,-56.1449216253556
40,"Equity",0,-56.1449216253556
40,"Exploitation",0,-56.1449216253556
40,"General",0.5,-54.9584814073074
40,"Learning",0,-56.1449216253556
40,"Planning",0.5,-55.8982995485997
41,"Equality",0,-56.1449216253556
41,"Equity",0,-56.1449216253556
41,"Exploitation",3,-44.6052061136251
41,"General",1.5,-48.159899229497
41,"Learning",3.5,-43.6648061717323
41,"Planning",4,-38.0186255454331
43,"Equality",0,-56.1449216253556
43,"Equity",1.5,-50.7426792690679
43,"Exploitation",0,-56.1449216253556
43,"General",0,-56.1449216253556
43,"Learning",2.5,-49.27236356987
43,"Planning",3.5,-41.4569284333144
45,"Equality",0,-56.1449216253556
45,"Equity",0,-56.1449216253556
45,"Exploitation",2.5,-47.209029036759
45,"General",1,-54.4939108325692
45,"Learning",5,-37.33249853927
45,"Planning",1,-54.7865387879673
46,"Equality",0,-56.1449216253556
46,"Equity",0,-56.1449216253556
46,"Exploitation",2,-48.8292612665294
46,"General",1.5,-50.6498992294971
46,"Learning",2,-51.0199175518354
46,"Planning",4.5,-36.0080331378575
47,"Equality",0,-56.1449216253556
47,"Equity",1,-52.9894772611993
47,"Exploitation",0,-56.1449216253556
47,"General",1,-53.2639108325693
47,"Learning",2.5,-47.99736356987
47,"Planning",0,-56.1449216253556
48,"Equality",0,-56.1449216253556
48,"Equity",0,-56.1449216253556
48,"Exploitation",2.5,-45.9590290367591
48,"General",0,-56.1449216253556
48,"Learning",2,-51.1799175518355
48,"Planning",4.5,-36.3680331378575
49,"Equality",0,-56.1449216253556
49,"Equity",0,-56.1449216253556
49,"Exploitation",2.5,-46.009029036759
49,"General",0,-56.1449216253556
49,"Learning",2,-49.3799175518354
49,"Planning",5,-32.0584032943562
50,"Equality",0,-56.1449216253556
50,"Equity",0,-56.1449216253556
50,"Exploitation",3,-41.8752061136251
50,"General",0,-56.1449216253556
50,"Learning",3.5,-42.9648061717322
50,"Planning",4.5,-35.6480331378575
51,"Equality",0,-56.1449216253556
51,"Equity",0,-56.1449216253556
51,"Exploitation",3.5,-38.9451765531294
51,"General",0,-56.1449216253556
51,"Learning",2,-49.5999175518354
51,"Planning",5,-32.6084032943561
52,"Equality",0,-56.1449216253556
52,"Equity",2.5,-43.0301326341326
52,"Exploitation",0,-56.1449216253556
52,"General",0,-56.1449216253556
52,"Learning",2.5,-48.5473635698701
52,"Planning",2.5,-47.4540975677738
53,"Equality",0,-56.1449216253556
53,"Equity",0,-56.1449216253556
53,"Exploitation",3,-44.9352061136251
53,"General",0,-56.1449216253556
53,"Learning",4,-41.3346344298468
53,"Planning",10,-11.3715147934974
54,"Equality",0,-56.1449216253556
54,"Equity",0,-56.1449216253556
54,"Exploitation",1,-55.2936448700215
54,"General",0.5,-54.9984814073074
54,"Learning",1,-55.2003731994092
54,"Planning",2.5,-48.1040975677738
55,"Equality",0,-56.1449216253556
55,"Equity",0,-56.1449216253556
55,"Exploitation",1,-53.9736448700215
55,"General",0,-56.1449216253556
55,"Learning",2,-51.3599175518354
55,"Planning",3.5,-41.5269284333145
56,"Equality",0,-56.1449216253556
56,"Equity",0,-56.1449216253556
56,"Exploitation",2,-51.3692612665294
56,"General",2,-44.4892374051018
56,"Learning",5,-36.88249853927
56,"Planning",1.5,-54.1876976549851
57,"Equality",0,-56.1449216253556
57,"Equity",0,-56.1449216253556
57,"Exploitation",3,-42.2952061136251
57,"General",1,-53.8139108325693
57,"Learning",3.5,-43.1398061717322
57,"Planning",7,-24.7792790402544
58,"Equality",0,-56.1449216253556
58,"Equity",0,-56.1449216253556
58,"Exploitation",3.5,-41.0101765531294
58,"General",2,-46.1092374051018
58,"Learning",3,-44.9741631418184
58,"Planning",4.5,-34.8830331378574
59,"Equality",0,-56.1449216253556
59,"Equity",0,-56.1449216253556
59,"Exploitation",2,-48.6692612665294
59,"General",0,-56.1449216253556
59,"Learning",3,-44.7941631418183
59,"Planning",4,-38.8586255454331
60,"Equality",0,-56.1449216253556
60,"Equity",0,-56.1449216253556
60,"Exploitation",3,-44.8152061136251
60,"General",1,-53.7539108325693
60,"Learning",4.5,-37.4259723649065
60,"Planning",4,-40.1386255454332
61,"Equality",0,-56.1449216253556
61,"Equity",0.5,-55.254040274033
61,"Exploitation",0.5,-55.5938136516196
61,"General",0,-56.1449216253556
61,"Learning",2.5,-47.94736356987
61,"Planning",4,-39.4586255454331
62,"Equality",0,-56.1449216253556
62,"Equity",0,-56.1449216253556
62,"Exploitation",2.5,-46.009029036759
62,"General",1,-52.1239108325693
62,"Learning",3,-44.3441631418184
62,"Planning",5,-32.3084032943562
63,"Equality",0,-56.1449216253556
63,"Equity",0,-56.1449216253556
63,"Exploitation",0.5,-55.7438136516197
63,"General",1.5,-50.5298992294971
63,"Learning",0,-56.1449216253556
63,"Planning",0.5,-56.0982995485997
64,"Equality",0,-56.1449216253556
64,"Equity",0,-56.1449216253556
64,"Exploitation",1.5,-53.278476014878
64,"General",0,-56.1449216253556
64,"Learning",4,-40.8146344298468
64,"Planning",4.5,-36.0530331378575
65,"Equality",0,-56.1449216253556
65,"Equity",0,-56.1449216253556
65,"Exploitation",3,-42.5652061136251
65,"General",1,-53.1539108325692
65,"Learning",3,-45.1541631418183
65,"Planning",7,-24.9192790402544
66,"Equality",0,-56.1449216253556
66,"Equity",0.5,-55.124040274033
66,"Exploitation",0.5,-55.7688136516197
66,"General",0,-56.1449216253556
66,"Learning",2.5,-49.0473635698701
66,"Planning",5.5,-31.2950137936086
67,"Equality",0,-56.1449216253556
67,"Equity",0,-56.1449216253556
67,"Exploitation",2.5,-45.8340290367591
67,"General",3,-37.9155201934376
67,"Learning",1.5,-51.7640487456891
67,"Planning",3,-46.2245953958565
68,"Equality",0,-56.1449216253556
68,"Equity",0,-56.1449216253556
68,"Exploitation",3,-42.355206113625
68,"General",1.5,-50.0348992294971
68,"Learning",4,-40.3746344298467
68,"Planning",3,-46.6445953958565
69,"Equality",0,-56.1449216253556
69,"Equity",0,-56.1449216253556
69,"Exploitation",1.5,-53.323476014878
69,"General",1,-54.3139108325693
69,"Learning",1.5,-51.7190487456891
69,"Planning",4,-37.5786255454331
70,"Equality",0,-56.1449216253556
70,"Equity",0,-56.1449216253556
70,"Exploitation",1,-54.2636448700215
70,"General",1.5,-48.4448992294971
70,"Learning",3,-45.7541631418184
70,"Planning",1.5,-52.5226976549851
71,"Equality",0,-56.1449216253556
71,"Equity",0,-56.1449216253556
71,"Exploitation",1.5,-52.543476014878
71,"General",0,-56.1449216253556
71,"Learning",3,-46.3541631418183
71,"Planning",7,-24.9192790402544
72,"Equality",0,-56.1449216253556
72,"Equity",1,-52.0294772611993
72,"Exploitation",0,-56.1449216253556
72,"General",0,-56.1449216253556
72,"Learning",1,-55.1203731994091
72,"Planning",1.5,-53.8426976549851
73,"Equality",0,-56.1449216253556
73,"Equity",0,-56.1449216253556
73,"Exploitation",3,-43.2252061136251
73,"General",0.5,-55.2184814073075
73,"Learning",4,-39.5346344298468
73,"Planning",6.5,-26.5864938091902
74,"Equality",0,-56.1449216253556
74,"Equity",0,-56.1449216253556
74,"Exploitation",2.5,-46.884029036759
74,"General",0,-56.1449216253556
74,"Learning",1,-54.3703731994092
74,"Planning",3,-44.6645953958566
75,"Equality",0,-56.1449216253556
75,"Equity",0,-56.1449216253556
75,"Exploitation",1.5,-53.488476014878
75,"General",1,-52.4339108325693
75,"Learning",1.5,-53.6690487456891
75,"Planning",2,-50.6523746036943
76,"Equality",0,-56.1449216253556
76,"Equity",0,-56.1449216253556
76,"Exploitation",3,-44.7852061136251
76,"General",1,-53.7939108325693
76,"Learning",4,-40.6946344298468
76,"Planning",4.5,-36.9080331378575
77,"Equality",0,-56.1449216253556
77,"Equity",0,-56.1449216253556
77,"Exploitation",2,-49.5892612665294
77,"General",0,-56.1449216253556
77,"Learning",3,-45.3341631418184
77,"Planning",5,-34.4084032943561
78,"Equality",0,-56.1449216253556
78,"Equity",0,-56.1449216253556
78,"Exploitation",4,-37.1766401935668
78,"General",0,-56.1449216253556
78,"Learning",6,-32.2937131802266
78,"Planning",4,-39.4586255454332
79,"Equality",0,-56.1449216253556
79,"Equity",0,-56.1449216253556
79,"Exploitation",3,-42.0552061136251
79,"General",0,-56.1449216253556
79,"Learning",4,-40.6946344298468
79,"Planning",10,-9.77151479349735
80,"Equality",0,-56.1449216253556
80,"Equity",0,-56.1449216253556
80,"Exploitation",3,-42.2652061136251
80,"General",0,-56.1449216253556
80,"Learning",3,-46.1441631418184
80,"Planning",4.5,-36.6380331378574
81,"Equality",0,-56.1449216253556
81,"Equity",0,-56.1449216253556
81,"Exploitation",2,-48.5892612665294
81,"General",1.5,-49.3748992294971
81,"Learning",2.5,-46.82236356987
81,"Planning",5.5,-31.9000137936087
82,"Equality",0,-56.1449216253556
82,"Equity",0,-56.1449216253556
82,"Exploitation",2,-51.1892612665294
82,"General",0,-56.1449216253556
82,"Learning",2,-49.6799175518354
82,"Planning",4.5,-37.4930331378574
83,"Equality",0,-56.1449216253556
83,"Equity",0,-56.1449216253556
83,"Exploitation",2.5,-47.559029036759
83,"General",0,-56.1449216253556
83,"Learning",3,-45.6341631418184
83,"Planning",7.5,-23.1975735807714
84,"Equality",0,-56.1449216253556
84,"Equity",0,-56.1449216253556
84,"Exploitation",3,-44.455206113625
84,"General",0,-56.1449216253556
84,"Learning",1.5,-51.7640487456891
84,"Planning",2,-50.7923746036943
85,"Equality",0,-56.1449216253556
85,"Equity",0,-56.1449216253556
85,"Exploitation",1.5,-51.508476014878
85,"General",1,-53.8839108325692
85,"Learning",2,-50.3399175518355
85,"Planning",2.5,-47.5790975677738
86,"Equality",0,-56.1449216253556
86,"Equity",0,-56.1449216253556
86,"Exploitation",3,-43.9452061136251
86,"General",0,-56.1449216253556
86,"Learning",2.5,-46.79736356987
86,"Planning",6.5,-25.9364938091903
87,"Equality",0,-56.1449216253556
87,"Equity",0,-56.1449216253556
87,"Exploitation",2.5,-46.384029036759
87,"General",0,-56.1449216253556
87,"Learning",3.5,-42.4398061717322
87,"Planning",10,-14.3715147934973
88,"Equality",0,-56.1449216253556
88,"Equity",0,-56.1449216253556
88,"Exploitation",1.5,-53.488476014878
88,"General",0.5,-54.9284814073075
88,"Learning",2.5,-47.94736356987
88,"Planning",6,-28.8108666568679
89,"Equality",0,-56.1449216253556
89,"Equity",0.5,-55.799040274033
89,"Exploitation",1.5,-53.278476014878
89,"General",0,-56.1449216253556
89,"Learning",5.5,-34.4428023260045
89,"Planning",1,-54.2865387879673
90,"Equality",0,-56.1449216253556
90,"Equity",0,-56.1449216253556
90,"Exploitation",2.5,-47.009029036759
90,"General",0.5,-54.7584814073075
90,"Learning",4.5,-37.3809723649064
90,"Planning",0.5,-55.5882995485997
91,"Equality",0,-56.1449216253556
91,"Equity",0,-56.1449216253556
91,"Exploitation",2.5,-47.209029036759
91,"General",2,-44.4092374051018
91,"Learning",2,-51.5799175518354
91,"Planning",3.5,-41.2119284333144
92,"Equality",0,-56.1449216253556
92,"Equity",0,-56.1449216253556
92,"Exploitation",3.5,-40.1001765531294
92,"General",0,-56.1449216253556
92,"Learning",2.5,-47.54736356987
92,"Planning",5,-33.3584032943562
93,"Equality",0,-56.1449216253556
93,"Equity",0,-56.1449216253556
93,"Exploitation",3,-42.7152061136251
93,"General",0,-56.1449216253556
93,"Learning",4,-41.5746344298468
93,"Planning",10,-11.9715147934973
94,"Equality",0,-56.1449216253556
94,"Equity",0,-56.1449216253556
94,"Exploitation",2,-50.7892612665294
94,"General",0,-56.1449216253556
94,"Learning",2,-50.2999175518354
94,"Planning",4,-40.3386255454331
95,"Equality",0,-56.1449216253556
95,"Equity",0.5,-54.554040274033
95,"Exploitation",0.5,-55.9488136516197
95,"General",0,-56.1449216253556
95,"Learning",2.5,-47.9973635698701
95,"Planning",4,-38.2986255454332
96,"Equality",0,-56.1449216253556
96,"Equity",1.5,-51.0576792690679
96,"Exploitation",0,-56.1449216253556
96,"General",0,-56.1449216253556
96,"Learning",2,-50.8199175518355
96,"Planning",1,-54.4565387879673
97,"Equality",0,-56.1449216253556
97,"Equity",0,-56.1449216253556
97,"Exploitation",3,-44.3052061136251
97,"General",0,-56.1449216253556
97,"Learning",3.5,-42.7548061717322
97,"Planning",10,-15.2715147934974
98,"Equality",0,-56.1449216253556
98,"Equity",0,-56.1449216253556
98,"Exploitation",3,-42.9252061136251
98,"General",1.5,-50.799899229497
98,"Learning",4,-39.5346344298468
98,"Planning",3,-44.1245953958566
99,"Equality",0,-56.1449216253556
99,"Equity",0,-56.1449216253556
99,"Exploitation",2.5,-48.034029036759
99,"General",0,-56.1449216253556
99,"Learning",1,-54.0503731994091
99,"Planning",2,-50.2323746036943
100,"Equality",0,-56.1449216253556
100,"Equity",0,-56.1449216253556
100,"Exploitation",2.5,-47.9840290367591
100,"General",0,-56.1449216253556
100,"Learning",2.5,-46.82236356987
100,"Planning",2,-50.7723746036944
101,"Equality",0,-56.1449216253556
101,"Equity",0,-56.1449216253556
101,"Exploitation",0,-56.1449216253556
101,"General",0,-56.1449216253556
101,"Learning",0,-56.1449216253556
101,"Planning",0,-56.1449216253556
102,"Equality",0,-56.1449216253556
102,"Equity",0,-56.1449216253556
102,"Exploitation",3.5,-40.9051765531294
102,"General",0.5,-55.9584814073075
102,"Learning",4.5,-39.2709723649065
102,"Planning",6,-28.990866656868
103,"Equality",0,-56.1449216253556
103,"Equity",0,-56.1449216253556
103,"Exploitation",1.5,-51.568476014878
103,"General",0,-56.1449216253556
103,"Learning",3.5,-41.8448061717322
103,"Planning",4,-39.1786255454331
104,"Equality",0,-56.1449216253556
104,"Equity",0,-56.1449216253556
104,"Exploitation",3,-44.695206113625
104,"General",1.5,-48.744899229497
104,"Learning",3,-45.5741631418184
104,"Planning",4.5,-34.7930331378575
105,"Equality",0,-56.1449216253556
105,"Equity",0,-56.1449216253556
105,"Exploitation",4,-37.8966401935669
105,"General",0.5,-56.1284814073075
105,"Learning",4.5,-39.4509723649065
105,"Planning",10,-16.6715147934973
106,"Equality",0,-56.1449216253556
106,"Equity",0.5,-54.609040274033
106,"Exploitation",0,-56.1449216253556
106,"General",0.5,-54.6234814073074
106,"Learning",1.5,-51.8090487456891
106,"Planning",0,-56.1449216253556
107,"Equality",0,-56.1449216253556
107,"Equity",0,-56.1449216253556
107,"Exploitation",1,-54.8036448700215
107,"General",0.5,-54.7234814073075
107,"Learning",1.5,-53.3690487456891
107,"Planning",3.5,-41.8069284333145
108,"Equality",0,-56.1449216253556
108,"Equity",0,-56.1449216253556
108,"Exploitation",2.5,-46.009029036759
108,"General",2,-47.0692374051018
108,"Learning",2.5,-47.57236356987
108,"Planning",6,-27.9108666568679
109,"Equality",0,-56.1449216253556
109,"Equity",0,-56.1449216253556
109,"Exploitation",1,-53.9236448700215
109,"General",0,-56.1449216253556
109,"Learning",2.5,-48.5473635698701
109,"Planning",5.5,-30.1950137936086
110,"Equality",0,-56.1449216253556
110,"Equity",0,-56.1449216253556
110,"Exploitation",2,-49.1092612665294
110,"General",0.5,-55.4784814073074
110,"Learning",3,-44.9441631418183
110,"Planning",4,-39.6186255454331
111,"Equality",0,-56.1449216253556
111,"Equity",0,-56.1449216253556
111,"Exploitation",3.5,-38.5601765531294
111,"General",1,-54.4439108325693
111,"Learning",3,-45.0641631418184
111,"Planning",8,-21.7347744476055
112,"Equality",0,-56.1449216253556
112,"Equity",0,-56.1449216253556
112,"Exploitation",1.5,-53.008476014878
112,"General",0,-56.1449216253556
112,"Learning",3,-46.5941631418183
112,"Planning",3.5,-41.2469284333144
113,"Equality",0,-56.1449216253556
113,"Equity",0,-56.1449216253556
113,"Exploitation",3.5,-38.5251765531294
113,"General",2,-46.3292374051018
113,"Learning",3.5,-42.6148061717323
113,"Planning",5.5,-31.2950137936086
114,"Equality",0,-56.1449216253556
114,"Equity",0,-56.1449216253556
114,"Exploitation",3.5,-40.2401765531294
114,"General",0,-56.1449216253556
114,"Learning",2,-49.8999175518354
114,"Planning",4,-37.9386255454331
115,"Equality",0,-56.1449216253556
115,"Equity",0,-56.1449216253556
115,"Exploitation",2,-49.8092612665295
115,"General",2,-46.5092374051018
115,"Learning",1.5,-52.1390487456891
115,"Planning",3.5,-42.8919284333144
117,"Equality",0,-56.1449216253556
117,"Equity",0,-56.1449216253556
117,"Exploitation",2,-49.4292612665294
117,"General",0,-56.1449216253556
117,"Learning",3,-44.7341631418183
117,"Planning",5.5,-30.2500137936086
118,"Equality",0,-56.1449216253556
118,"Equity",0,-56.1449216253556
118,"Exploitation",1.5,-51.853476014878
118,"General",0,-56.1449216253556
118,"Learning",3.5,-44.1898061717322
118,"Planning",9,-19.2796122391402
119,"Equality",0,-56.1449216253556
119,"Equity",0,-56.1449216253556
119,"Exploitation",1.5,-53.068476014878
119,"General",0,-56.1449216253556
119,"Learning",3,-46.6241631418183
119,"Planning",6,-28.0908666568678
120,"Equality",0,-56.1449216253556
120,"Equity",0,-56.1449216253556
120,"Exploitation",3.5,-41.5701765531294
120,"General",1,-54.0639108325692
120,"Learning",10,-18.846809503388
120,"Planning",2.5,-47.0790975677738
121,"Equality",0,-56.1449216253556
121,"Equity",0.5,-54.769040274033
121,"Exploitation",0.5,-55.5338136516197
121,"General",0.5,-56.0834814073075
121,"Learning",3,-44.5541631418184
121,"Planning",3.5,-43.1369284333145
122,"Equality",0,-56.1449216253556
122,"Equity",0,-56.1449216253556
122,"Exploitation",3,-43.9152061136251
122,"General",0,-56.1449216253556
122,"Learning",3.5,-44.0148061717322
122,"Planning",9.5,-18.8269803128568
123,"Equality",0,-56.1449216253556
123,"Equity",0,-56.1449216253556
123,"Exploitation",8.5,-17.529570478488
123,"General",1.5,-48.339899229497
123,"Learning",4,-39.6146344298468
123,"Planning",3.5,-42.3319284333144
124,"Equality",0,-56.1449216253556
124,"Equity",0,-56.1449216253556
124,"Exploitation",3,-43.945206113625
124,"General",0,-56.1449216253556
124,"Learning",4.5,-38.5959723649065
124,"Planning",5.5,-30.0300137936086
125,"Equality",0,-56.1449216253556
125,"Equity",0,-56.1449216253556
125,"Exploitation",3,-42.865206113625
125,"General",1.5,-48.6398992294971
125,"Learning",3,-44.4041631418183
125,"Planning",4.5,-36.0530331378575
126,"Equality",0,-56.1449216253556
126,"Equity",0,-56.1449216253556
126,"Exploitation",2.5,-48.134029036759
126,"General",0,-56.1449216253556
126,"Learning",3.5,-44.1198061717321
126,"Planning",4,-38.7786255454331
127,"Equality",0,-56.1449216253556
127,"Equity",0,-56.1449216253556
127,"Exploitation",0,-56.1449216253556
127,"General",0,-56.1449216253556
127,"Learning",0.5,-55.530148757543
127,"Planning",1,-54.2265387879673
128,"Equality",0,-56.1449216253556
128,"Equity",0,-56.1449216253556
128,"Exploitation",2,-48.5892612665294
128,"General",2,-47.8692374051018
128,"Learning",2,-49.3199175518355
128,"Planning",5.5,-31.9000137936086
129,"Equality",0,-56.1449216253556
129,"Equity",0,-56.1449216253556
129,"Exploitation",1,-53.9036448700215
129,"General",0,-56.1449216253556
129,"Learning",3,-46.6841631418183
129,"Planning",5.5,-30.4150137936086
130,"Equality",0,-56.1449216253556
130,"Equity",0,-56.1449216253556
130,"Exploitation",3,-42.985206113625
130,"General",0,-56.1449216253556
130,"Learning",3.5,-43.6298061717322
130,"Planning",10,-17.7715147934974
131,"Equality",0,-56.1449216253556
131,"Equity",1.5,-50.5476792690679
131,"Exploitation",0,-56.1449216253556
131,"General",0.5,-55.3484814073075
131,"Learning",1.5,-51.9140487456891
131,"Planning",0,-56.1449216253556
