-41.9364337949589,-57.2435339140237,-52.1185298405035,-48.6926798149723,-57.2435339140237,-57.2435339140237
-34.6963903489811,-55.9622571586896,-45.9227754304864,-56.7326525627011,-57.2435339140237,-57.2435339140237
-53.7266127077445,-57.2435339140237,-56.8587610462111,-45.8726798149723,-57.2435339140237,-57.2435339140237
-34.596390348981,-57.2435339140237,-48.4709758585381,-50.611291557736,-57.2435339140237,-57.2435339140237
-26.5394222738345,-41.9687888417975,-49.0959758585381,-57.2435339140237,-57.2435339140237,-57.2435339140237
-35.9352275296902,-57.2435339140237,-52.7585298405035,-51.646291557736,-57.2435339140237,-57.2435339140237
-30.0855559237455,-57.2435339140237,-50.4985298405036,-40.0292410781633,-57.2435339140237,-57.2435339140237
-42.6014337949589,-56.5424259402878,-41.0732467185149,-55.2380895498674,-57.2435339140237,-57.2435339140237
-43.4414337949589,-57.2435339140237,-53.4326610343572,-42.6287449228007,-57.2435339140237,-57.2435339140237
-29.1855559237455,-57.2435339140237,-50.1459758585381,-42.4787449228007,-57.2435339140237,-57.2435339140237
-44.0014337949589,-57.2435339140237,-50.7185298405036,-48.5326798149723,-57.2435339140237,-57.2435339140237
-42.8464337949589,-57.2435339140237,-47.9209758585381,-51.961291557736,-57.2435339140237,-57.2435339140237
-36.2952275296901,-57.2435339140237,-47.4827754304864,-53.4480895498674,-57.2435339140237,-57.2435339140237
-45.2578242672582,-57.2435339140237,-50.6185298405035,-50.2212915577359,-57.2435339140237,-57.2435339140237
-41.3764337949589,-57.2435339140237,-53.0276610343572,-55.1380895498674,-57.2435339140237,-57.2435339140237
-31.9217162420533,-57.2435339140237,-51.1585298405036,-39.0392410781633,-57.2435339140237,-57.2435339140237
-38.3115569709838,-57.2435339140237,-47.9959758585381,-54.1480895498674,-57.2435339140237,-57.1770936959756
-25.6512409996502,-57.2435339140237,-48.7709758585381,-52.681291557736,-57.2435339140237,-57.2435339140237
-31.3167162420533,-57.2435339140237,-50.9385298405036,-51.961291557736,-57.2435339140237,-57.2435339140237
-27.0594222738346,-56.9024259402878,-49.2959758585381,-55.9826525627011,-57.2435339140237,-57.2435339140237
-51.0800911854995,-50.8878735551976,-49.3959758585381,-57.2435339140237,-57.2435339140237,-57.2435339140237
-56.6845906002859,-57.2435339140237,-54.3626610343572,-56.0226525627011,-57.2435339140237,-57.2435339140237
-57.2435339140237,-57.2435339140237,-56.9287610462111,-56.3576525627011,-57.2435339140237,-57.2435339140237
-55.7695024283899,-57.2435339140237,-53.5376610343572,-52.231291557736,-57.2435339140237,-57.2435339140237
-15.2082093105588,-56.0422571586896,-45.3227754304864,-56.5526525627011,-57.2435339140237,-57.2435339140237
-30.7667162420533,-46.4326413254271,-50.7385298405035,-57.2435339140237,-57.2435339140237,-57.2435339140237
-53.3216127077445,-44.8038184022932,-47.9209758585381,-57.2435339140237,-57.2435339140237,-56.3920936959755
