"exp","subject","trial_id","competence_structure","scenario","round","Xa","Xb","Ya","Yb","trained","weight_selected","assign_dim_a","assign_dim_b","passed_attention"
1,93,2,2,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,93,3,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,93,3,1,2,1,15.67,20,2,5,"Xa",10,NA,NA,NA
1,93,3,1,2,2,16.31,20,2,5,"Xa",10,NA,NA,NA
1,93,3,1,2,3,16.92,20,2,5,"Xa",10,NA,NA,NA
1,93,3,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,93,4,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,93,4,3,3,1,5,10,2,20.5,"Yb",10,NA,NA,NA
1,93,4,3,3,2,5,10,2,20.99,"Yb",10,NA,NA,NA
1,93,4,3,3,3,5,10,2,21.47,"Yb",10,NA,NA,NA
1,93,4,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,93,5,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,93,5,3,1,1,11,5,2,15,"Xa",10,NA,NA,NA
1,93,5,3,1,2,11.91,5,2,15,"Xa",10,NA,NA,NA
1,93,5,3,1,3,12.75,5,2,15,"Xa",10,NA,NA,NA
1,93,5,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,93,6,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,93,6,2,2,1,2,15,3,2,"Ya",2,NA,NA,NA
1,93,6,2,2,2,2,15,3.67,2,"Ya",2,NA,NA,NA
1,93,6,2,2,3,2,15.67,3.67,2,"Xb",10,NA,NA,NA
1,93,6,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,93,7,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,93,7,3,2,1,5,5,2,20.5,"Yb",10,NA,NA,NA
1,93,7,3,2,2,5,5,2,20.99,"Yb",10,NA,NA,NA
1,93,7,3,2,3,5,5,2,21.47,"Yb",10,NA,NA,NA
1,93,7,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,93,8,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,93,8,1,1,1,11,15,2,5,"Xa",10,NA,NA,NA
1,93,8,1,1,2,11.91,15,2,5,"Xa",10,NA,NA,NA
1,93,8,1,1,3,12.75,15,2,5,"Xa",10,NA,NA,NA
1,93,8,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,93,9,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,93,9,2,1,1,2,10,3,2,"Ya",2,NA,NA,NA
1,93,9,2,1,2,2,11,3,2,"Xb",10,NA,NA,NA
1,93,9,2,1,3,2,11.91,3,2,"Xb",10,NA,NA,NA
1,93,9,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,94,1,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,94,1,2,3,1,5,15.67,5,5,"Xb",10,NA,NA,NA
1,94,1,2,3,2,5.4,15.67,5,5,"Xa",2,NA,NA,NA
1,94,1,2,3,3,5.4,16.31,5,5,"Xb",10,NA,NA,NA
1,94,1,2,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,94,2,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,94,2,1,1,1,10,15.67,2,5,"Xb",10,NA,NA,NA
1,94,2,1,1,2,10,15.67,3,5,"Ya",2,NA,NA,NA
1,94,2,1,1,3,10,16.31,3,5,"Xb",10,NA,NA,NA
1,94,2,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,94,3,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,94,3,2,1,1,2,11,2,2,"Xb",10,NA,NA,NA
1,94,3,2,1,2,2,11,3,2,"Ya",2,NA,NA,NA
1,94,3,2,1,3,2,11.91,3,2,"Xb",10,NA,NA,NA
1,94,3,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,94,4,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,94,4,2,2,1,2,15.67,2,2,"Xb",10,NA,NA,NA
1,94,4,2,2,2,2,15.67,3,2,"Ya",2,NA,NA,NA
1,94,4,2,2,3,2,15.67,3.67,2,"Ya",2,NA,NA,NA
1,94,4,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,94,5,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,94,5,1,3,1,15,20.5,5,6,"Xb",10,NA,NA,NA
1,94,5,1,3,2,15.13,20.5,5,6,"Xa",2,NA,NA,NA
1,94,5,1,3,3,15.13,20.5,5.4,6,"Ya",2,NA,NA,NA
1,94,5,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,94,6,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,94,6,3,3,1,5,10,2,20.5,"Yb",10,NA,NA,NA
1,94,6,3,3,2,5.4,10,2,20.5,"Xa",2,NA,NA,NA
1,94,6,3,3,3,5.4,10,2,20.99,"Yb",10,NA,NA,NA
1,94,6,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,94,7,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,94,7,3,2,1,5,5,2,20.5,"Yb",10,NA,NA,NA
1,94,7,3,2,2,5.4,5,2,20.5,"Xa",2,NA,NA,NA
1,94,7,3,2,3,5.4,5,2,20.99,"Yb",10,NA,NA,NA
1,94,7,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,94,8,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,94,8,3,1,1,10,5,2,15.67,"Yb",10,NA,NA,NA
1,94,8,3,1,2,10,5,2,16.31,"Yb",10,NA,NA,NA
1,94,8,3,1,3,10,5,2,16.92,"Yb",10,NA,NA,NA
1,94,8,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,94,9,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,94,9,1,2,1,15,20.5,2,5,"Xb",10,NA,NA,NA
1,94,9,1,2,2,15.13,20.5,2,5,"Xa",2,NA,NA,NA
1,94,9,1,2,3,15.13,20.99,2,5,"Xb",10,NA,NA,NA
1,94,9,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,95,1,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,95,1,2,1,1,2,10,3,2,"Ya",2,NA,NA,NA
1,95,1,2,1,2,2,10,3.67,2,"Ya",2,NA,NA,NA
1,95,1,2,1,3,2,10,4.21,2,"Ya",2,NA,NA,NA
1,95,1,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,95,2,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,95,2,2,2,1,2,15,3,2,"Ya",2,NA,NA,NA
1,95,2,2,2,2,2,15,3.67,2,"Ya",2,NA,NA,NA
1,95,2,2,2,3,2,15,4.21,2,"Ya",2,NA,NA,NA
1,95,2,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,95,3,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,95,3,1,3,1,15.67,20,5,6,"Xa",10,NA,NA,NA
1,95,3,1,3,2,16.31,20,5,6,"Xa",10,NA,NA,NA
1,95,3,1,3,3,16.92,20,5,6,"Xa",10,NA,NA,NA
1,95,3,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,95,4,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,95,4,1,2,1,15.67,20,2,5,"Xa",10,NA,NA,NA
1,95,4,1,2,2,15.8,20,2,5,"Xa",2,NA,NA,NA
1,95,4,1,2,3,15.8,20.5,2,5,"Xb",10,NA,NA,NA
1,95,4,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,95,5,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,95,5,1,1,1,11,15,2,5,"Xa",10,NA,NA,NA
1,95,5,1,1,2,11.91,15,2,5,"Xa",10,NA,NA,NA
1,95,5,1,1,3,12.75,15,2,5,"Xa",10,NA,NA,NA
1,95,5,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,95,6,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,95,6,3,3,1,5,11,2,20,"Xb",10,NA,NA,NA
1,95,6,3,3,2,5,11.91,2,20,"Xb",10,NA,NA,NA
1,95,6,3,3,3,5,11.91,2,20,"Xa",10,NA,NA,NA
1,95,6,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,95,7,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,95,7,3,2,1,5.4,5,2,20,"Xa",2,NA,NA,NA
1,95,7,3,2,2,5.77,5,2,20,"Xa",2,NA,NA,NA
1,95,7,3,2,3,6.12,5,2,20,"Xa",2,NA,NA,NA
1,95,7,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,95,8,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,95,8,2,3,1,5,15,5.4,5,"Ya",2,NA,NA,NA
1,95,8,2,3,2,5,15,5.77,5,"Ya",2,NA,NA,NA
1,95,8,2,3,3,5,15,6.12,5,"Ya",2,NA,NA,NA
1,95,8,2,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,95,9,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,95,9,3,1,1,11,5,2,15,"Xa",10,NA,NA,NA
1,95,9,3,1,2,11.91,5,2,15,"Xa",10,NA,NA,NA
1,95,9,3,1,3,11.91,5,2,15.67,"Yb",10,NA,NA,NA
1,95,9,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,96,1,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,96,1,1,2,1,15,20,3,5,"Ya",2,NA,NA,NA
1,96,1,1,2,2,15,20,3,5.4,"Yb",2,NA,NA,NA
1,96,1,1,2,3,15,20,3.67,5.4,"Ya",2,NA,NA,NA
1,96,1,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,96,2,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,96,2,1,3,1,15,20,5.4,6,"Ya",2,NA,NA,NA
1,96,2,1,3,2,15,20,5.4,6.33,"Yb",2,NA,NA,NA
1,96,2,1,3,3,15,20,5.4,6.33,"Yb",10,NA,NA,NA
1,96,2,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,96,3,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,96,3,3,2,1,5,5,3,20,"Ya",2,NA,NA,NA
1,96,3,3,2,2,5,5,3.67,20,"Ya",2,NA,NA,NA
1,96,3,3,2,3,5,5.4,3.67,20,"Xb",2,NA,NA,NA
1,96,3,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,96,4,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,96,4,1,1,1,10,15,3,5,"Ya",2,NA,NA,NA
1,96,4,1,1,2,10,15,3.67,5,"Ya",2,NA,NA,NA
1,96,4,1,1,3,10,15,4.21,5,"Ya",2,NA,NA,NA
1,96,4,1,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,96,5,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,96,5,3,3,1,5.4,10,2,20,"Xa",2,NA,NA,NA
1,96,5,3,3,2,5.77,10,2,20,"Xa",2,NA,NA,NA
1,96,5,3,3,3,6.12,10,2,20,"Xa",2,NA,NA,NA
1,96,5,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,96,6,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,96,6,2,3,1,5,15,5.4,5,"Ya",2,NA,NA,NA
1,96,6,2,3,2,5,15,5.77,5,"Ya",2,NA,NA,NA
1,96,6,2,3,3,5,15,5.77,5,"Ya",10,NA,NA,NA
1,96,6,2,3,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,96,7,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,96,7,3,1,1,11,5,2,15,"Xa",10,NA,NA,NA
1,96,7,3,1,2,11.91,5,2,15,"Xa",10,NA,NA,NA
1,96,7,3,1,3,12.75,5,2,15,"Xa",10,NA,NA,NA
1,96,7,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,96,8,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,96,8,2,1,1,2,10,2,2,"Yb",10,NA,NA,NA
1,96,8,2,1,2,2,11,2,2,"Xb",10,NA,NA,NA
1,96,8,2,1,3,2,11.91,2,2,"Xb",10,NA,NA,NA
1,96,8,2,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,96,9,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,96,9,2,2,1,2,15,3,2,"Ya",2,NA,NA,NA
1,96,9,2,2,2,2,15,3.67,2,"Ya",2,NA,NA,NA
1,96,9,2,2,3,2,15,4.21,2,"Ya",2,NA,NA,NA
1,96,9,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,97,1,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,97,1,1,1,1,10,15.67,2,5,"Xb",10,NA,NA,NA
1,97,1,1,1,2,11,15.67,2,5,"Xa",10,NA,NA,NA
1,97,1,1,1,3,11.91,15.67,2,5,"Xa",10,NA,NA,NA
1,97,1,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,97,2,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,97,2,2,1,1,3,10,2,2,"Xa",2,NA,NA,NA
1,97,2,2,1,2,3,11,2,2,"Xb",10,NA,NA,NA
1,97,2,2,1,3,3,11.91,2,2,"Xb",10,NA,NA,NA
1,97,2,2,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,97,3,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,97,3,1,3,1,15.67,20,5,6,"Xa",10,NA,NA,NA
1,97,3,1,3,2,16.31,20,5,6,"Xa",10,NA,NA,NA
1,97,3,1,3,3,16.92,20,5,6,"Xa",10,NA,NA,NA
1,97,3,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,97,4,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,97,4,2,3,1,5,15.67,5,5,"Xb",10,NA,NA,NA
1,97,4,2,3,2,5,16.31,5,5,"Xb",10,NA,NA,NA
1,97,4,2,3,3,5,16.31,5.4,5,"Ya",2,NA,NA,NA
1,97,4,2,3,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,97,5,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,97,5,3,2,1,5,5,2,20.5,"Yb",10,NA,NA,NA
1,97,5,3,2,2,5.4,5,2,20.5,"Xa",2,NA,NA,NA
1,97,5,3,2,3,5.4,5,2,20.99,"Yb",10,NA,NA,NA
1,97,5,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,97,6,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,97,6,3,1,1,11,5,2,15,"Xa",10,NA,NA,NA
1,97,6,3,1,2,11.91,5,2,15,"Xa",10,NA,NA,NA
1,97,6,3,1,3,12.75,5,2,15,"Xa",10,NA,NA,NA
1,97,6,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,97,7,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,97,7,3,3,1,5,10,2,20.5,"Yb",10,NA,NA,NA
1,97,7,3,3,2,5,10,2,20.99,"Yb",10,NA,NA,NA
1,97,7,3,3,3,5.4,10,2,20.99,"Xa",2,NA,NA,NA
1,97,7,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,97,8,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,97,8,1,2,1,15.67,20,2,5,"Xa",10,NA,NA,NA
1,97,8,1,2,2,16.31,20,2,5,"Xa",10,NA,NA,NA
1,97,8,1,2,3,16.92,20,2,5,"Xa",10,NA,NA,NA
1,97,8,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,97,9,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,97,9,2,2,1,2,15,3,2,"Ya",2,NA,NA,NA
1,97,9,2,2,2,2,15,3.67,2,"Ya",2,NA,NA,NA
1,97,9,2,2,3,2,15.67,3.67,2,"Xb",10,NA,NA,NA
1,97,9,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,98,1,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,98,1,1,1,1,10,15,3,5,"Ya",2,NA,NA,NA
1,98,1,1,1,2,11,15,3,5,"Xa",10,NA,NA,NA
1,98,1,1,1,3,11,15,3.67,5,"Ya",2,NA,NA,NA
1,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,98,2,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,98,2,1,3,1,15.67,20,5,6,"Xa",10,NA,NA,NA
1,98,2,1,3,2,15.67,20.5,5,6,"Xb",10,NA,NA,NA
1,98,2,1,3,3,16.31,20.5,5,6,"Xa",10,NA,NA,NA
1,98,2,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,98,3,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,98,3,3,3,1,5,10,3,20,"Ya",2,NA,NA,NA
1,98,3,3,3,2,5,10,3.67,20,"Ya",2,NA,NA,NA
1,98,3,3,3,3,5,10,4.21,20,"Ya",2,NA,NA,NA
1,98,3,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,98,4,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,98,4,3,2,1,5,5,3,20,"Ya",2,NA,NA,NA
1,98,4,3,2,2,5,5,3.67,20,"Ya",2,NA,NA,NA
1,98,4,3,2,3,5,5,4.21,20,"Ya",2,NA,NA,NA
1,98,4,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,98,5,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,98,5,2,1,1,2,10,3,2,"Ya",2,NA,NA,NA
1,98,5,2,1,2,2,11,3,2,"Xb",10,NA,NA,NA
1,98,5,2,1,3,2,11,3.67,2,"Ya",2,NA,NA,NA
1,98,5,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,98,6,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,98,6,1,2,1,15.67,20,2,5,"Xa",10,NA,NA,NA
1,98,6,1,2,2,16.31,20,2,5,"Xa",10,NA,NA,NA
1,98,6,1,2,3,16.92,20,2,5,"Xa",10,NA,NA,NA
1,98,6,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,98,7,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,98,7,2,2,1,3,15,2,2,"Xa",2,NA,NA,NA
1,98,7,2,2,2,3.67,15,2,2,"Xa",2,NA,NA,NA
1,98,7,2,2,3,4.21,15,2,2,"Xa",2,NA,NA,NA
1,98,7,2,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,98,8,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,98,8,2,3,1,5,15.67,5,5,"Xb",10,NA,NA,NA
1,98,8,2,3,2,5.4,15.67,5,5,"Xa",2,NA,NA,NA
1,98,8,2,3,3,5.77,15.67,5,5,"Xa",2,NA,NA,NA
1,98,8,2,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,98,9,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,98,9,3,1,1,11,5,2,15,"Xa",10,NA,NA,NA
1,98,9,3,1,2,11,5,2,15.67,"Yb",10,NA,NA,NA
1,98,9,3,1,3,11.91,5,2,15.67,"Xa",10,NA,NA,NA
1,98,9,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,99,1,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,99,1,3,1,1,10,5,3,15,"Ya",2,NA,NA,NA
1,99,1,3,1,2,10,5,3,15,"Ya",10,NA,NA,NA
1,99,1,3,1,3,10,5,3.67,15,"Ya",2,NA,NA,NA
1,99,1,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,99,2,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,99,2,1,1,1,10,15,2,5,"Yb",10,NA,NA,NA
1,99,2,1,1,2,10,15,2,5.4,"Yb",2,NA,NA,NA
1,99,2,1,1,3,10,15,2,5.77,"Yb",2,NA,NA,NA
1,99,2,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,99,3,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,99,3,2,1,1,2,10,2,2,"Ya",10,NA,NA,NA
1,99,3,2,1,2,2,11,2,2,"Xb",10,NA,NA,NA
1,99,3,2,1,3,2,11.91,2,2,"Xb",10,NA,NA,NA
1,99,3,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,99,4,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,99,4,1,3,1,15,20.5,5,6,"Xb",10,NA,NA,NA
1,99,4,1,3,2,15,20.99,5,6,"Xb",10,NA,NA,NA
1,99,4,1,3,3,15,21.47,5,6,"Xb",10,NA,NA,NA
1,99,4,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,99,5,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,99,5,3,2,1,5,5,2,20.5,"Yb",10,NA,NA,NA
1,99,5,3,2,2,5,5,2,20.99,"Yb",10,NA,NA,NA
1,99,5,3,2,3,5,5,2,21.47,"Yb",10,NA,NA,NA
1,99,5,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,99,6,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,99,6,2,2,1,2,15.67,2,2,"Xb",10,NA,NA,NA
1,99,6,2,2,2,2,16.31,2,2,"Xb",10,NA,NA,NA
1,99,6,2,2,3,2,16.92,2,2,"Xb",10,NA,NA,NA
1,99,6,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,99,7,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,99,7,3,3,1,5,10,2,20.5,"Yb",10,NA,NA,NA
1,99,7,3,3,2,5,10,2,20.99,"Yb",10,NA,NA,NA
1,99,7,3,3,3,5.4,10,2,20.99,"Xa",2,NA,NA,NA
1,99,7,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,99,8,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,99,8,2,3,1,5.4,15,5,5,"Xa",2,NA,NA,NA
1,99,8,2,3,2,5.4,15.67,5,5,"Xb",10,NA,NA,NA
1,99,8,2,3,3,5.4,16.31,5,5,"Xb",10,NA,NA,NA
1,99,8,2,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,99,9,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,99,9,1,2,1,15,20.5,2,5,"Xb",10,NA,NA,NA
1,99,9,1,2,2,15,20.99,2,5,"Xb",10,NA,NA,NA
1,99,9,1,2,3,15,21.47,2,5,"Xb",10,NA,NA,NA
1,99,9,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,100,1,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,100,1,3,3,1,5,11,2,20,"Xb",10,NA,NA,NA
1,100,1,3,3,2,5.4,11,2,20,"Xa",2,NA,NA,NA
1,100,1,3,3,3,5.77,11,2,20,"Xa",2,NA,NA,NA
1,100,1,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,100,2,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,100,2,2,1,1,2,11,2,2,"Xb",10,NA,NA,NA
1,100,2,2,1,2,2,11.91,2,2,"Xb",10,NA,NA,NA
1,100,2,2,1,3,2,11.91,2,2,"Yb",10,NA,NA,NA
1,100,2,2,1,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,100,3,2,3,0,5,15,5,5,NA,NA,NA,NA,NA
1,100,3,2,3,1,5,15.67,5,5,"Xb",10,NA,NA,NA
1,100,3,2,3,2,5,16.31,5,5,"Xb",10,NA,NA,NA
1,100,3,2,3,3,5,16.92,5,5,"Xb",10,NA,NA,NA
1,100,3,2,3,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,100,4,1,1,0,10,15,2,5,NA,NA,NA,NA,NA
1,100,4,1,1,1,10,15.67,2,5,"Xb",10,NA,NA,NA
1,100,4,1,1,2,10.2,15.67,2,5,"Xa",2,NA,NA,NA
1,100,4,1,1,3,10.2,16.31,2,5,"Xb",10,NA,NA,NA
1,100,4,1,1,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,100,5,2,2,0,2,15,2,2,NA,NA,NA,NA,NA
1,100,5,2,2,1,2,15.67,2,2,"Xb",10,NA,NA,NA
1,100,5,2,2,2,2,16.31,2,2,"Xb",10,NA,NA,NA
1,100,5,2,2,3,2,16.31,3,2,"Ya",2,NA,NA,NA
1,100,5,2,2,NA,NA,NA,NA,NA,NA,NA,"Y","X",NA
1,100,6,3,2,0,5,5,2,20,NA,NA,NA,NA,NA
1,100,6,3,2,1,5,5,3,20,"Ya",2,NA,NA,NA
1,100,6,3,2,2,5,5,3.67,20,"Ya",2,NA,NA,NA
1,100,6,3,2,3,5,5,3.67,20.5,"Yb",10,NA,NA,NA
1,100,6,3,2,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,100,7,1,3,0,15,20,5,6,NA,NA,NA,NA,NA
1,100,7,1,3,1,15,20.5,5,6,"Xb",10,NA,NA,NA
1,100,7,1,3,2,15,20.99,5,6,"Xb",10,NA,NA,NA
1,100,7,1,3,3,15,21.47,5,6,"Xb",10,NA,NA,NA
1,100,7,1,3,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,100,8,3,1,0,10,5,2,15,NA,NA,NA,NA,NA
1,100,8,3,1,1,10,5,3,15,"Ya",2,NA,NA,NA
1,100,8,3,1,2,10,5,3.67,15,"Ya",2,NA,NA,NA
1,100,8,3,1,3,10,5,3.67,15.67,"Yb",10,NA,NA,NA
1,100,8,3,1,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,100,9,1,2,0,15,20,2,5,NA,NA,NA,NA,NA
1,100,9,1,2,1,15,20,3,5,"Ya",2,NA,NA,NA
1,100,9,1,2,2,15,20,3.67,5,"Ya",2,NA,NA,NA
1,100,9,1,2,3,15,20,4.21,5,"Ya",2,NA,NA,NA
1,100,9,1,2,NA,NA,NA,NA,NA,NA,NA,"X","X",NA
1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1,101,1,3,3,0,5,10,2,20,NA,NA,NA,NA,NA
1,101,1,3,3,1,5,10,2,20.5,"Yb",10,NA,NA,NA
1,101,1,3,3,2,5,10.2,2,20.5,"Xb",2,NA,NA,NA
1,101,1,3,3,3,5,11.18,2,20.5,"Xb",10,NA,NA,NA
1,101,1,3,3,NA,NA,NA,NA,NA,NA,NA,"X","Y",NA
1,101,2,2,1,0,2,10,2,2,NA,NA,NA,NA,NA
1,101,2,2,1,1,2,10,2,2,"Yb",10,NA,NA,NA
1,101,2,2,1,2,2,10.2,2,2,"Xb",2,NA,NA,NA
